time,Toronto,pts.away,score,pts.home,Milwaukee
1:46.0,D. DeRozan misses 2-pt shot from 18 ft,,105-90,,
1:44.0,Offensive rebound by T. Ross,,105-90,,
1:24.0,Turnover by K. Lowry (lost ball; steal by M. Carter-Williams),,105-90,,
1:20.0,,,105-90,,Turnover by K. Middleton (bad pass; steal by D. DeRozan)
1:10.0,K. Lowry makes 3-pt shot from 24 ft (assist by D. DeRozan),3,108-90,,
0:59.0,,,108-90,,Turnover by K. Middleton (bad pass; steal by T. Ross)
0:47.0,,,108-90,,Personal block foul by G. Monroe (drawn by K. Lowry)
0:33.0,P. Patterson makes 3-pt shot from 23 ft (assist by D. DeRozan),3,111-90,,
0:20.0,,,111-90,,M. Carter-Williams misses 2-pt shot from 10 ft
0:18.0,Defensive rebound by K. Lowry,,111-90,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
