time,Memphis,pts.away,score,pts.home,Boston
7:11.0,V. Carter misses 3-pt shot from 26 ft,,79-100,,
7:10.0,,,79-100,,Defensive rebound by M. Smart
7:01.0,,,79-100,,M. Smart misses 3-pt shot from 24 ft
6:59.0,Defensive rebound by R. Hollins,,79-100,,
6:48.0,Turnover by M. Barnes (lost ball; steal by J. Jerebko),,79-100,,
6:31.0,,,79-100,,J. Jerebko misses 3-pt shot from 24 ft
6:30.0,,,79-100,,Offensive rebound by M. Smart
6:27.0,,,79-100,,A. Bradley misses 3-pt shot from 26 ft
6:26.0,Defensive rebound by V. Carter,,79-100,,
6:16.0,M. Barnes makes 3-pt shot from 24 ft (assist by V. Carter),3,82-100,,
6:00.0,,,82-100,,Turnover by M. Smart (lost ball; steal by V. Carter)
5:54.0,Shooting foul by M. Smart (drawn by R. Hollins),,82-100,,
5:54.0,,,82-100,,Boston full timeout
5:54.0,,,82-100,,J. Crowder enters the game for M. Smart
5:54.0,L. Stephenson enters the game for J. Green,,82-100,,
5:54.0,R. Hollins misses free throw 1 of 2,,82-100,,
5:54.0,Offensive rebound by Team,,82-100,,
5:54.0,R. Hollins makes free throw 2 of 2,1,83-100,,
5:42.0,,,83-103,3,A. Bradley makes 3-pt shot from 23 ft (assist by E. Turner)
5:23.0,V. Carter makes 3-pt shot from 25 ft (assist by L. Stephenson),3,86-103,,
5:07.0,Violation by V. Carter (kicked ball),,86-103,,
5:02.0,,,86-103,,Turnover by E. Turner (bad pass)
4:43.0,M. Barnes misses 3-pt shot from 24 ft,,86-103,,
4:42.0,,,86-103,,Defensive rebound by T. Zeller
4:33.0,,,86-103,,J. Crowder misses 3-pt shot from 25 ft
4:32.0,,,86-103,,Offensive rebound by T. Zeller
4:29.0,,,86-105,2,J. Crowder makes 2-pt shot from 1 ft (assist by T. Zeller)
4:12.0,V. Carter makes 3-pt shot from 23 ft (assist by M. Barnes),3,89-105,,
3:55.0,,,89-107,2,T. Zeller makes 2-pt shot from 17 ft (assist by E. Turner)
3:33.0,M. Barnes makes 2-pt shot from 18 ft (assist by V. Carter),2,91-107,,
3:16.0,,,91-107,,J. Crowder misses 2-pt shot from 19 ft
3:15.0,Defensive rebound by R. Hollins,,91-107,,
3:04.0,R. Hollins misses 2-pt shot from 17 ft,,91-107,,
3:03.0,,,91-107,,Defensive rebound by E. Turner
2:52.0,,,91-107,,Turnover by E. Turner (lost ball; steal by V. Carter)
2:45.0,M. Barnes makes 2-pt shot from 4 ft (assist by L. Stephenson),2,93-107,,
2:23.0,,,93-110,3,J. Crowder makes 3-pt shot from 26 ft (assist by E. Turner)
2:02.0,J. Martin misses 2-pt shot from 20 ft,,93-110,,
2:01.0,,,93-110,,Defensive rebound by J. Jerebko
1:51.0,,,93-113,3,J. Jerebko makes 3-pt shot from 24 ft (assist by E. Turner)
1:51.0,Memphis full timeout,,93-113,,
1:51.0,,,93-113,,T. Rozier enters the game for J. Crowder
1:51.0,,,93-113,,J. Young enters the game for A. Bradley
1:51.0,,,93-113,,R. Hunter enters the game for E. Turner
1:51.0,,,93-113,,J. Mickey enters the game for J. Jerebko
1:51.0,J. Green enters the game for M. Barnes,,93-113,,
1:51.0,P. Hairston enters the game for R. Hollins,,93-113,,
1:39.0,Shooting foul by T. Zeller (drawn by J. Martin),,93-113,,
1:39.0,J. Martin makes free throw 1 of 2,1,94-113,,
1:39.0,J. Martin misses free throw 2 of 2,,94-113,,
1:38.0,,,94-113,,Defensive rebound by J. Young
1:23.0,,,94-113,,Turnover by T. Zeller (lost ball)
1:11.0,P. Hairston misses 3-pt shot from 25 ft,,94-113,,
1:10.0,,,94-113,,Defensive rebound by T. Rozier
0:59.0,,,94-113,,J. Mickey misses 2-pt shot from 3 ft (block by V. Carter)
0:57.0,Defensive rebound by V. Carter,,94-113,,
0:48.0,J. Green misses 2-pt shot from 2 ft (block by J. Mickey),,94-113,,
0:47.0,Offensive rebound by J. Green,,94-113,,
0:46.0,J. Green misses 2-pt shot from 2 ft (block by J. Mickey),,94-113,,
0:45.0,Offensive rebound by J. Martin,,94-113,,
0:44.0,J. Martin misses 2-pt shot at rim (block by J. Mickey),,94-113,,
0:43.0,,,94-113,,Defensive rebound by T. Rozier
0:38.0,,,94-116,3,R. Hunter makes 3-pt shot from 25 ft (assist by T. Rozier)
0:25.0,P. Hairston makes 2-pt shot from 1 ft,2,96-116,,
0:22.0,Violation by P. Hairston (kicked ball),,96-116,,
0:02.0,Personal foul by L. Stephenson,,96-116,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
