time,Oklahoma City,pts.away,score,pts.home,Sacramento
8:04.0,E. Kanter makes 2-pt shot from 3 ft (assist by R. Westbrook),2,111-93,,
7:53.0,,,111-95,2,D. Cousins makes 2-pt shot from 3 ft
7:39.0,Turnover by R. Foye (lost ball; steal by D. Cousins),,111-95,,
7:36.0,,,111-97,2,M. Belinelli makes 2-pt shot from 2 ft (assist by R. Rondo)
7:12.0,D. Waiters makes 3-pt shot from 24 ft (assist by K. Durant),3,114-97,,
7:01.0,,,114-99,2,R. Rondo makes 2-pt shot from 4 ft
6:37.0,K. Durant misses 2-pt shot from 7 ft,,114-99,,
6:36.0,Offensive rebound by E. Kanter,,114-99,,
6:36.0,E. Kanter makes 2-pt shot at rim,2,116-99,,
6:21.0,,,116-99,,Q. Acy misses 2-pt shot from 5 ft
6:20.0,Defensive rebound by K. Durant,,116-99,,
6:07.0,E. Kanter makes 2-pt shot from 2 ft (assist by R. Westbrook),2,118-99,,
6:07.0,,,118-99,,Sacramento full timeout
6:07.0,S. Ibaka enters the game for K. Durant,,118-99,,
6:07.0,,,118-99,,J. Anderson enters the game for R. Rondo
5:48.0,,,118-99,,D. Cousins misses 2-pt shot from 6 ft
5:47.0,,,118-99,,Offensive rebound by Q. Acy
5:47.0,,,118-99,,Q. Acy misses 2-pt shot from 1 ft
5:45.0,,,118-99,,Offensive rebound by D. Cousins
5:43.0,,,118-99,,Turnover by D. Cousins (lost ball; steal by R. Westbrook)
5:37.0,Shooting foul by J. Anderson (drawn by D. Waiters),,118-99,,
5:37.0,D. Waiters misses free throw 1 of 2,,118-99,,
5:37.0,Offensive rebound by Team,,118-99,,
5:37.0,D. Waiters makes free throw 2 of 2,1,119-99,,
5:28.0,,,119-101,2,Q. Acy makes 2-pt shot at rim (assist by D. Collison)
5:10.0,S. Ibaka makes 2-pt shot from 18 ft (assist by R. Foye),2,121-101,,
5:04.0,,,121-101,,Turnover by D. Cousins (lost ball; steal by R. Westbrook)
4:58.0,E. Kanter makes 2-pt shot from 14 ft (assist by R. Westbrook),2,123-101,,
4:37.0,,,123-101,,D. Collison misses 2-pt shot from 16 ft
4:36.0,,,123-101,,Offensive rebound by D. Cousins
4:35.0,,,123-101,,D. Cousins misses 2-pt shot from 5 ft
4:34.0,,,123-101,,Offensive rebound by Q. Acy
4:32.0,,,123-103,2,D. Collison makes 2-pt shot from 1 ft (assist by Q. Acy)
4:08.0,S. Ibaka misses 2-pt shot from 17 ft,,123-103,,
4:07.0,,,123-103,,Defensive rebound by M. Belinelli
3:53.0,,,123-103,,D. Cousins misses 3-pt shot from 25 ft
3:52.0,Defensive rebound by R. Westbrook,,123-103,,
3:39.0,S. Ibaka makes 2-pt shot from 6 ft,2,125-103,,
3:31.0,Personal foul by R. Westbrook (drawn by D. Collison),,125-103,,
3:31.0,,,125-103,,O. Casspi enters the game for Q. Acy
3:31.0,,,125-103,,K. Koufos enters the game for D. Cousins
3:31.0,A. Roberson enters the game for R. Westbrook,,125-103,,
3:21.0,,,125-103,,Turnover by O. Casspi (bad pass; steal by E. Kanter)
3:19.0,Turnover by D. Waiters (bad pass),,125-103,,
3:19.0,K. Singler enters the game for S. Ibaka,,125-103,,
3:12.0,,,125-103,,Shooting foul by K. Singler (drawn by K. Koufos)
3:12.0,,,125-104,1,K. Koufos makes free throw 1 of 2
3:12.0,,,125-104,,B. McLemore enters the game for D. Collison
3:12.0,,,125-104,,K. Koufos misses free throw 2 of 2
3:11.0,Defensive rebound by R. Foye,,125-104,,
2:53.0,D. Waiters makes 2-pt shot from 21 ft,2,127-104,,
2:42.0,,,127-104,,M. Belinelli misses 2-pt shot from 19 ft
2:40.0,,,127-104,,Offensive rebound by K. Koufos
2:33.0,,,127-104,,K. Koufos misses 2-pt shot from 8 ft
2:31.0,,,127-104,,Offensive rebound by O. Casspi
2:31.0,,,127-106,2,O. Casspi makes 2-pt shot from 1 ft
2:18.0,E. Kanter makes 2-pt shot from 18 ft (assist by R. Foye),2,129-106,,
2:03.0,,,129-106,,Shooting foul by R. Foye (drawn by B. McLemore)
2:03.0,Official timeout,,129-106,,
2:03.0,C. Payne enters the game for E. Kanter,,129-106,,
2:03.0,M. McGary enters the game for D. Waiters,,129-106,,
2:03.0,,,129-107,1,B. McLemore makes free throw 1 of 2
2:03.0,,,129-108,1,B. McLemore makes free throw 2 of 2
1:45.0,Turnover by C. Payne (bad pass; steal by J. Anderson),,129-108,,
1:40.0,,,129-111,3,B. McLemore makes 3-pt shot from 25 ft (assist by J. Anderson)
1:30.0,Turnover by M. McGary (traveling),,129-111,,
1:17.0,,,129-111,,K. Koufos misses 2-pt shot from 9 ft
1:16.0,Defensive rebound by C. Payne,,129-111,,
1:07.0,M. McGary misses 2-pt shot from 15 ft,,129-111,,
1:06.0,,,129-111,,Defensive rebound by M. Belinelli
0:55.0,,,129-111,,B. McLemore misses 3-pt shot from 23 ft
0:54.0,,,129-111,,Offensive rebound by K. Koufos
0:45.0,,,129-114,3,J. Anderson makes 3-pt shot from 24 ft (assist by M. Belinelli)
0:27.0,M. McGary makes 2-pt shot from 1 ft,2,131-114,,
0:17.0,,,131-114,,J. Anderson misses 3-pt shot from 24 ft
0:17.0,,,131-114,,Offensive rebound by B. McLemore
0:17.0,,,131-116,2,B. McLemore makes 2-pt shot from 1 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
