time,Detroit,pts.away,score,pts.home,Cleveland
4:43.0,J. Anthony makes 2-pt shot at rim (assist by J. Meeks),2,105-103,,
4:26.0,,,105-105,2,T. Mozgov makes 2-pt shot at rim (assist by J. McRae)
4:08.0,J. Meeks makes 2-pt shot from 10 ft (assist by S. Dinwiddie),2,107-105,,
3:41.0,,,107-105,,J. McRae misses 2-pt shot from 4 ft (block by J. Anthony)
3:39.0,Defensive rebound by J. Anthony,,107-105,,
3:26.0,,,107-105,,Personal foul by D. Jones
3:12.0,J. Meeks misses 3-pt shot from 24 ft,,107-105,,
3:12.0,,,107-105,,Defensive rebound by Team
2:54.0,,,107-105,,D. Jones misses 2-pt shot from 2 ft (block by J. Anthony)
2:54.0,,,107-105,,Offensive rebound by Team
2:50.0,,,107-105,,J. Jones misses 2-pt shot from 15 ft
2:50.0,,,107-105,,Offensive rebound by D. Jones
2:47.0,,,107-107,2,T. Mozgov makes 2-pt shot at rim (assist by D. Jones)
2:21.0,R. Bullock misses 3-pt shot from 23 ft,,107-107,,
2:21.0,Offensive rebound by A. Tolliver,,107-107,,
2:05.0,Shooting foul by D. Jones (drawn by J. Meeks),,107-107,,
2:05.0,,,107-107,,R. Jefferson enters the game for D. Jones
2:05.0,J. Meeks makes free throw 1 of 2,1,108-107,,
2:05.0,J. Meeks makes free throw 2 of 2,1,109-107,,
1:47.0,,,109-107,,R. Jefferson misses 3-pt shot from 24 ft
1:46.0,Defensive rebound by J. Anthony,,109-107,,
1:33.0,S. Dinwiddie makes 2-pt shot from 15 ft,2,111-107,,
1:33.0,,,111-107,,Cleveland full timeout
1:33.0,S. Johnson enters the game for J. Meeks,,111-107,,
1:10.0,,,111-109,2,T. Mozgov makes 2-pt shot from 8 ft (assist by R. Jefferson)
0:50.0,Turnover by A. Tolliver (lost ball; steal by J. Jones),,111-109,,
0:29.0,,,111-109,,J. McRae misses 2-pt shot from 6 ft
0:27.0,Defensive rebound by A. Tolliver,,111-109,,
0:07.0,S. Dinwiddie misses 2-pt shot from 1 ft (block by T. Mozgov),,111-109,,
0:05.0,Offensive rebound by S. Dinwiddie,,111-109,,
0:05.0,,,111-109,,Personal foul by C. Frye
0:04.0,,,111-109,,Personal foul by J. Jones
0:04.0,S. Johnson misses free throw 1 of 2,,111-109,,
0:04.0,Offensive rebound by Team,,111-109,,
0:04.0,S. Johnson makes free throw 2 of 2,1,112-109,,
0:04.0,,,112-109,,Cleveland full timeout
0:04.0,,,112-109,,Cleveland full timeout
0:01.0,,,112-109,,Shooting foul by S. Johnson (drawn by J. McRae)
0:01.0,,,112-109,,J. McRae misses free throw 1 of 3
0:01.0,,,112-109,,Offensive rebound by Team
0:01.0,,,112-109,,J. McRae misses free throw 2 of 3
0:01.0,,,112-109,,Offensive rebound by Team
0:01.0,A. Baynes enters the game for A. Tolliver,,112-109,,
0:01.0,,,112-110,1,J. McRae makes free throw 3 of 3
0:00.0,End of 1st overtime,,,,End of 1st overtime
