time,Boston,pts.away,score,pts.home,Washington
7:09.0,J. Crowder enters the game for M. Smart,,94-97,,
7:09.0,I. Thomas enters the game for J. Jerebko,,94-97,,
7:09.0,E. Turner makes free throw 2 of 2,1,95-97,,
6:53.0,,,95-99,2,J. Dudley makes 2-pt shot from 18 ft (assist by J. Wall)
6:38.0,J. Crowder misses 3-pt shot from 25 ft,,95-99,,
6:37.0,,,95-99,,Defensive rebound by M. Gortat
6:23.0,,,95-101,2,R. Sessions makes 2-pt shot from 5 ft (assist by J. Dudley)
6:05.0,J. Crowder makes 2-pt shot from 9 ft (assist by A. Bradley),2,97-101,,
5:47.0,,,97-101,,J. Wall misses 2-pt shot from 17 ft
5:46.0,Defensive rebound by E. Turner,,97-101,,
5:32.0,J. Crowder makes 2-pt shot from 21 ft (assist by K. Olynyk),2,99-101,,
5:06.0,,,99-103,2,M. Gortat makes 2-pt shot from 11 ft (assist by R. Sessions)
4:53.0,Shooting foul by R. Sessions (drawn by I. Thomas),,99-103,,
4:53.0,I. Thomas makes free throw 1 of 2,1,100-103,,
4:53.0,J. Sullinger enters the game for K. Olynyk,,100-103,,
4:53.0,I. Thomas makes free throw 2 of 2,1,101-103,,
4:42.0,,,101-103,,Shooting foul by A. Bradley (drawn by J. Dudley)
4:42.0,,,101-103,,J. Dudley misses free throw 1 of 2
4:42.0,,,101-103,,Offensive rebound by Team
4:42.0,,,101-104,1,J. Dudley makes free throw 2 of 2
4:25.0,A. Bradley makes 2-pt shot from 1 ft (assist by J. Sullinger),2,103-104,,
4:20.0,,,103-104,,G. Temple enters the game for G. Neal
4:11.0,Personal foul by I. Thomas (drawn by G. Temple),,103-104,,
4:04.0,,,103-104,,R. Sessions misses 2-pt shot from 7 ft
4:04.0,,,103-104,,Offensive rebound by M. Gortat
4:04.0,,,103-104,,M. Gortat misses 2-pt shot from 2 ft
4:04.0,,,103-104,,Offensive rebound by Team
4:04.0,Loose ball foul by J. Sullinger (drawn by M. Gortat),,103-104,,
4:04.0,A. Johnson enters the game for J. Sullinger,,103-104,,
3:55.0,,,103-104,,J. Dudley misses 3-pt shot from 26 ft
3:54.0,,,103-104,,Offensive rebound by J. Wall
3:50.0,,,103-104,,J. Wall misses 2-pt shot from 14 ft
3:50.0,Defensive rebound by E. Turner,,103-104,,
3:50.0,,,103-104,,Loose ball foul by J. Dudley (drawn by A. Johnson)
3:50.0,A. Johnson makes free throw 1 of 2,1,104-104,,
3:50.0,A. Johnson makes free throw 2 of 2,1,105-104,,
3:26.0,,,105-104,,Turnover by Team (shot clock)
3:04.0,A. Bradley misses 3-pt shot from 25 ft,,105-104,,
3:03.0,,,105-104,,Defensive rebound by J. Dudley
2:51.0,,,105-104,,G. Temple misses 3-pt shot from 26 ft
2:50.0,Defensive rebound by I. Thomas,,105-104,,
2:40.0,,,105-104,,Personal foul by G. Temple (drawn by I. Thomas)
2:40.0,Official timeout,,105-104,,
2:40.0,,,105-104,,G. Neal enters the game for G. Temple
2:40.0,I. Thomas makes free throw 1 of 2,1,106-104,,
2:40.0,I. Thomas makes free throw 2 of 2,1,107-104,,
2:29.0,,,107-106,2,M. Gortat makes 2-pt shot from 3 ft (assist by J. Wall)
2:11.0,A. Johnson makes 2-pt shot at rim (assist by J. Crowder),2,109-106,,
1:56.0,,,109-106,,G. Neal misses 3-pt shot from 26 ft
1:55.0,Defensive rebound by I. Thomas,,109-106,,
1:38.0,I. Thomas makes 2-pt shot from 19 ft (assist by A. Johnson),2,111-106,,
1:38.0,,,111-106,,Washington full timeout
1:38.0,M. Smart enters the game for I. Thomas,,111-106,,
1:27.0,,,111-106,,J. Wall misses 2-pt shot at rim
1:25.0,,,111-106,,Offensive rebound by J. Dudley
1:23.0,,,111-108,2,G. Neal makes 2-pt shot from 5 ft (assist by J. Dudley)
1:15.0,Boston full timeout,,111-108,,
1:15.0,,,111-108,,N. Hilario enters the game for M. Gortat
1:15.0,,,111-108,,G. Temple enters the game for G. Neal
1:15.0,I. Thomas enters the game for M. Smart,,111-108,,
1:15.0,K. Olynyk enters the game for A. Johnson,,111-108,,
1:14.0,Turnover by E. Turner (lost ball; steal by J. Wall),,111-108,,
1:11.0,,,111-110,2,J. Wall makes 2-pt shot at rim
0:51.0,I. Thomas misses 2-pt shot from 4 ft (block by G. Temple),,111-110,,
0:49.0,Offensive rebound by I. Thomas,,111-110,,
0:44.0,A. Bradley misses 3-pt shot from 26 ft,,111-110,,
0:43.0,Offensive rebound by J. Crowder,,111-110,,
0:35.0,Boston full timeout,,111-110,,
0:35.0,A. Johnson enters the game for K. Olynyk,,111-110,,
0:31.0,A. Bradley makes 3-pt shot from 26 ft (assist by J. Crowder),3,114-110,,
0:31.0,,,114-110,,Washington full timeout
0:31.0,M. Smart enters the game for E. Turner,,114-110,,
0:31.0,,,114-110,,G. Neal enters the game for G. Temple
0:23.0,,,114-110,,Shooting foul by A. Johnson (drawn by J. Wall)
0:23.0,,,114-110,,J. Wall misses free throw 1 of 3
0:23.0,,,114-110,,Offensive rebound by Team
0:23.0,Technical foul by J. Crowder,,114-110,,
0:23.0,,,114-111,1,G. Neal makes technical free throw
0:23.0,,,114-112,1,J. Wall makes free throw 2 of 3
0:23.0,,,114-112,,G. Temple enters the game for G. Neal
0:23.0,,,114-113,1,J. Wall makes free throw 3 of 3
0:21.0,,,114-113,,Personal take foul by J. Dudley (drawn by I. Thomas)
0:21.0,,,114-113,,G. Neal enters the game for J. Dudley
0:21.0,I. Thomas makes free throw 1 of 2,1,115-113,,
0:21.0,I. Thomas makes free throw 2 of 2,1,116-113,,
0:21.0,,,116-113,,Washington full timeout
0:15.0,Personal block foul by M. Smart (drawn by J. Wall),,116-113,,
0:15.0,,,116-114,1,J. Wall makes free throw 1 of 2
0:15.0,,,116-114,,K. Oubre enters the game for G. Neal
0:15.0,,,116-115,1,J. Wall makes free throw 2 of 2
0:15.0,,,116-115,,Personal take foul by K. Oubre (drawn by A. Johnson)
0:15.0,A. Johnson makes free throw 1 of 2,1,117-115,,
0:15.0,,,117-115,,G. Neal enters the game for K. Oubre
0:15.0,A. Johnson misses free throw 2 of 2,,117-115,,
0:14.0,,,117-115,,Defensive rebound by G. Temple
0:14.0,Personal foul by M. Smart (drawn by J. Wall),,117-115,,
0:14.0,,,117-116,1,G. Temple makes free throw 1 of 2
0:14.0,,,117-117,1,G. Temple makes free throw 2 of 2
0:14.0,Boston full timeout,,117-117,,
0:14.0,K. Olynyk enters the game for A. Johnson,,117-117,,
0:14.0,,,117-117,,K. Oubre enters the game for G. Neal
0:04.0,J. Crowder makes 2-pt shot at rim (assist by M. Smart),2,119-117,,
0:01.0,,,119-117,,J. Wall misses 2-pt shot from 2 ft
0:00.0,,,119-117,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
