time,Milwaukee,pts.away,score,pts.home,Cleveland
1:57.0,,,100-110,,Turnover by T. Thompson (offensive foul)
1:57.0,,,100-110,,Offensive foul by T. Thompson
1:48.0,Turnover by M. Carter-Williams (bad pass; steal by T. Thompson),,100-110,,
1:34.0,,,100-113,3,J. Smith makes 3-pt shot from 25 ft (assist by L. James)
1:22.0,J. Parker misses 2-pt shot from 1 ft,,100-113,,
1:20.0,,,100-113,,Defensive rebound by T. Thompson
1:01.0,,,100-113,,L. James misses 2-pt shot from 19 ft
1:00.0,Defensive rebound by G. Monroe,,100-113,,
0:53.0,J. Bayless misses 2-pt shot at rim,,100-113,,
0:51.0,,,100-113,,Defensive rebound by K. Love
0:34.0,,,100-115,2,L. James makes 2-pt shot from 2 ft
0:24.0,M. Carter-Williams misses 2-pt shot from 17 ft,,100-115,,
0:22.0,,,100-115,,Defensive rebound by T. Thompson
0:00.0,End of 4th quarter,,,,End of 4th quarter
