time,Denver,pts.away,score,pts.home,LA Clippers
3:48.0,N. Jokic enters the game for J. Lauvergne,,80-75,,
3:38.0,,,80-78,3,J. Redick makes 3-pt shot from 24 ft (assist by C. Paul)
3:37.0,Denver full timeout,,80-78,,
3:23.0,E. Mudiay misses 2-pt shot from 1 ft,,80-78,,
3:20.0,Offensive rebound by N. Jokic,,80-78,,
3:20.0,N. Jokic makes 2-pt shot from 1 ft,2,82-78,,
3:03.0,,,82-78,,J. Redick misses 3-pt shot from 23 ft
3:02.0,Defensive rebound by W. Barton,,82-78,,
2:44.0,E. Mudiay misses 2-pt shot from 7 ft (block by D. Jordan),,82-78,,
2:42.0,Offensive rebound by E. Mudiay,,82-78,,
2:37.0,G. Harris misses 2-pt shot from 7 ft,,82-78,,
2:33.0,,,82-78,,Defensive rebound by J. Green
2:26.0,,,82-80,2,J. Green makes 2-pt shot from 5 ft
1:58.0,G. Harris makes 3-pt shot from 29 ft,3,85-80,,
1:37.0,,,85-80,,Turnover by J. Redick (lost ball; steal by G. Harris)
1:13.0,D. Gallinari misses 3-pt shot from 22 ft,,85-80,,
1:12.0,Offensive rebound by N. Jokic,,85-80,,
1:11.0,Turnover by N. Jokic (lost ball; steal by C. Paul),,85-80,,
1:08.0,,,85-80,,C. Paul misses 2-pt shot from 2 ft (block by W. Barton)
1:07.0,,,85-80,,Offensive rebound by Team
1:07.0,,,85-80,,LA Clippers full timeout
1:00.0,,,85-80,,Shooting foul by N. Jokic (drawn by D. Jordan)
1:00.0,,,85-81,1,D. Jordan makes free throw 1 of 2
1:00.0,,,85-81,,D. Jordan misses free throw 2 of 2
0:58.0,Defensive rebound by D. Gallinari,,85-81,,
0:38.0,N. Jokic misses 2-pt shot from 2 ft (block by J. Green),,85-81,,
0:36.0,,,85-81,,Defensive rebound by C. Paul
0:36.0,,,85-81,,LA Clippers full timeout
0:30.0,,,85-81,,Offensive charge foul by J. Green
0:30.0,,,85-81,,Turnover by J. Green (offensive foul)
0:26.0,,,85-81,,Personal take foul by C. Paul
0:26.0,E. Mudiay makes free throw 1 of 2,1,86-81,,
0:26.0,E. Mudiay makes free throw 2 of 2,1,87-81,,
0:26.0,,,87-81,,LA Clippers full timeout
0:15.0,,,87-81,,J. Green misses 3-pt shot from 24 ft
0:12.0,,,87-81,,Offensive rebound by D. Jordan
0:07.0,,,87-81,,J. Crawford misses 3-pt shot from 26 ft
0:05.0,,,87-81,,Offensive rebound by J. Crawford
0:01.0,,,87-81,,C. Paul misses 3-pt shot from 25 ft
0:01.0,Defensive rebound by Team,,87-81,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
