time,Detroit,pts.away,score,pts.home,Chicago
6:19.0,Defensive rebound by A. Tolliver,,87-85,,
5:59.0,A. Tolliver misses 3-pt shot from 24 ft,,87-85,,
5:58.0,,,87-85,,Defensive rebound by J. Butler
5:42.0,,,87-87,2,J. Noah makes 2-pt shot from 1 ft (assist by A. Brooks)
5:32.0,Detroit full timeout,,87-87,,
5:32.0,,,87-87,,D. Rose enters the game for N. Mirotic
5:32.0,,,87-87,,P. Gasol enters the game for K. Hinrich
5:32.0,E. Ilyasova enters the game for S. Blake,,87-87,,
5:32.0,A. Drummond enters the game for A. Tolliver,,87-87,,
5:32.0,R. Jackson enters the game for J. Anthony,,87-87,,
5:19.0,A. Drummond makes 2-pt shot at rim (assist by S. Johnson),2,89-87,,
5:01.0,,,89-87,,D. Rose misses 2-pt shot from 1 ft
5:00.0,,,89-87,,Offensive rebound by J. Noah
5:00.0,,,89-87,,J. Noah misses 2-pt shot at rim
4:59.0,Defensive rebound by E. Ilyasova,,89-87,,
4:52.0,M. Morris makes 3-pt shot from 25 ft (assist by R. Jackson),3,92-87,,
4:36.0,,,92-87,,Shooting foul by E. Ilyasova (drawn by P. Gasol)
4:36.0,,,92-89,2,P. Gasol makes 2-pt shot from 4 ft
4:36.0,,,92-89,,T. Snell enters the game for A. Brooks
4:36.0,,,92-90,1,P. Gasol makes free throw 1 of 1
4:22.0,E. Ilyasova misses 3-pt shot from 24 ft,,92-90,,
4:22.0,,,92-90,,Defensive rebound by Team
4:22.0,Loose ball foul by S. Johnson (drawn by P. Gasol),,92-90,,
4:22.0,,,92-91,1,P. Gasol makes free throw 1 of 2
4:22.0,,,92-91,,T. Gibson enters the game for J. Noah
4:22.0,,,92-92,1,P. Gasol makes free throw 2 of 2
4:10.0,R. Jackson makes 2-pt shot from 2 ft,2,94-92,,
3:53.0,,,94-92,,T. Snell misses 3-pt shot from 25 ft
3:52.0,Defensive rebound by A. Drummond,,94-92,,
3:38.0,R. Jackson misses 2-pt shot from 1 ft (block by P. Gasol),,94-92,,
3:37.0,Offensive rebound by A. Drummond,,94-92,,
3:37.0,A. Drummond misses 2-pt shot from 2 ft (block by T. Gibson),,94-92,,
3:37.0,Offensive rebound by Team,,94-92,,
3:33.0,R. Jackson makes 2-pt shot from 13 ft (assist by M. Morris),2,96-92,,
3:17.0,,,96-92,,J. Butler misses 2-pt shot from 18 ft
3:17.0,,,96-92,,Offensive rebound by Team
3:17.0,Loose ball foul by S. Johnson (drawn by T. Gibson),,96-92,,
3:17.0,,,96-93,1,T. Gibson makes free throw 1 of 2
3:17.0,,,96-94,1,T. Gibson makes free throw 2 of 2
3:00.0,R. Jackson makes 2-pt shot from 9 ft,2,98-94,,
2:51.0,,,98-96,2,D. Rose makes 2-pt shot from 14 ft
2:30.0,E. Ilyasova misses 3-pt shot from 25 ft,,98-96,,
2:30.0,,,98-96,,Defensive rebound by Team
2:30.0,,,98-96,,Chicago full timeout
2:30.0,K. Caldwell-Pope enters the game for S. Johnson,,98-96,,
2:20.0,Personal foul by M. Morris (drawn by J. Butler),,98-96,,
2:20.0,,,98-97,1,J. Butler makes free throw 1 of 2
2:20.0,,,98-98,1,J. Butler makes free throw 2 of 2
2:08.0,A. Drummond makes 2-pt shot from 6 ft,2,100-98,,
1:49.0,,,100-100,2,P. Gasol makes 2-pt shot from 3 ft
1:35.0,Shooting foul by T. Snell (drawn by E. Ilyasova),,100-100,,
1:35.0,E. Ilyasova makes free throw 1 of 2,1,101-100,,
1:35.0,E. Ilyasova makes free throw 2 of 2,1,102-100,,
1:17.0,,,102-100,,Turnover by T. Snell (lost ball)
1:00.0,R. Jackson misses 2-pt shot from 1 ft,,102-100,,
1:00.0,,,102-100,,Defensive rebound by D. Rose
0:52.0,,,102-103,3,T. Snell makes 3-pt shot from 24 ft (assist by D. Rose)
0:51.0,Detroit full timeout,,102-103,,
0:50.0,,,102-103,,Personal foul by D. Rose (drawn by E. Ilyasova)
0:50.0,E. Ilyasova misses free throw 1 of 2,,102-103,,
0:50.0,Offensive rebound by Team,,102-103,,
0:50.0,E. Ilyasova makes free throw 2 of 2,1,103-103,,
0:32.0,,,103-103,,Shooting foul by E. Ilyasova (drawn by P. Gasol)
0:32.0,,,103-104,1,P. Gasol makes free throw 1 of 2
0:32.0,,,103-105,1,P. Gasol makes free throw 2 of 2
0:32.0,Detroit full timeout,,103-105,,
0:19.0,A. Drummond makes 2-pt shot from 1 ft (assist by R. Jackson),2,105-105,,
0:18.0,,,105-105,,Chicago full timeout
0:18.0,,,105-105,,N. Mirotic enters the game for T. Gibson
0:18.0,S. Johnson enters the game for E. Ilyasova,,105-105,,
0:00.0,,,105-105,,D. Rose misses 2-pt shot from 18 ft
0:00.0,,,105-105,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:39.0,A. Drummond makes 2-pt shot from 9 ft (assist by E. Ilyasova),2,107-105,,
4:18.0,,,107-105,,J. Butler misses 2-pt shot from 1 ft
4:15.0,,,107-105,,Offensive rebound by P. Gasol
4:15.0,,,107-107,2,P. Gasol makes 2-pt shot from 1 ft
4:02.0,R. Jackson makes 2-pt shot from 1 ft,2,109-107,,
3:43.0,,,109-109,2,D. Rose makes 2-pt shot from 6 ft
3:28.0,M. Morris makes 2-pt shot from 6 ft (assist by E. Ilyasova),2,111-109,,
3:17.0,,,111-111,2,D. Rose makes 2-pt shot from 2 ft
3:02.0,E. Ilyasova makes 2-pt shot from 1 ft (assist by A. Drummond),2,113-111,,
2:43.0,,,113-111,,D. Rose misses 2-pt shot from 18 ft
2:42.0,,,113-111,,Offensive rebound by T. Gibson
2:24.0,,,113-111,,P. Gasol misses 2-pt shot from 12 ft
2:23.0,Defensive rebound by M. Morris,,113-111,,
2:02.0,R. Jackson misses 3-pt shot from 25 ft,,113-111,,
2:02.0,,,113-111,,Defensive rebound by Team
1:55.0,,,113-113,2,D. Rose makes 2-pt shot from 7 ft
1:40.0,A. Drummond makes 2-pt shot at rim (assist by R. Jackson),2,115-113,,
1:08.0,,,115-113,,D. Rose misses 2-pt shot from 17 ft
1:08.0,Defensive rebound by A. Drummond,,115-113,,
1:04.0,M. Morris misses 2-pt shot from 5 ft,,115-113,,
1:02.0,,,115-113,,Defensive rebound by T. Snell
0:52.0,,,115-113,,T. Snell misses 3-pt shot from 26 ft
0:51.0,Defensive rebound by M. Morris,,115-113,,
0:32.0,R. Jackson misses 2-pt shot from 2 ft,,115-113,,
0:28.0,,,115-113,,Defensive rebound by P. Gasol
0:21.0,,,115-113,,Shooting foul by K. Caldwell-Pope (drawn by P. Gasol)
0:21.0,,,115-113,,P. Gasol misses free throw 1 of 2
0:21.0,,,115-113,,Offensive rebound by Team
0:21.0,,,115-114,1,P. Gasol makes free throw 2 of 2
0:14.0,,,115-114,,Personal foul by T. Snell (drawn by M. Morris)
0:14.0,,,115-114,,J. Noah enters the game for P. Gasol
0:11.0,,,115-114,,Personal take foul by D. Rose (drawn by R. Jackson)
0:11.0,R. Jackson makes free throw 1 of 2,1,116-114,,
0:11.0,R. Jackson misses free throw 2 of 2,,116-114,,
0:11.0,,,116-114,,Defensive rebound by Team
0:11.0,,,116-114,,Chicago full timeout
0:11.0,S. Johnson enters the game for K. Caldwell-Pope,,116-114,,
0:11.0,,,116-114,,P. Gasol enters the game for J. Noah
0:04.0,,,116-116,2,P. Gasol makes 2-pt shot at rim (assist by J. Butler)
0:04.0,Detroit full timeout,,116-116,,
0:04.0,,,116-116,,J. Noah enters the game for T. Gibson
0:04.0,K. Caldwell-Pope enters the game for E. Ilyasova,,116-116,,
0:04.0,Detroit full timeout,,116-116,,
0:00.0,R. Jackson misses 2-pt shot from 20 ft,,116-116,,
0:00.0,Offensive rebound by Team,,116-116,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
5:00.0,Start of 2nd overtime,,,,Start of 2nd overtime
5:00.0,Jump ball: A. Drummond vs. P. Gasol (E. Ilyasova gains possession),,,,Jump ball: A. Drummond vs. P. Gasol (E. Ilyasova gains possession)
4:44.0,M. Morris misses 3-pt shot from 23 ft,,116-116,,
4:43.0,,,116-116,,Defensive rebound by P. Gasol
4:25.0,,,116-118,2,J. Butler makes 2-pt shot at rim
4:07.0,Turnover by E. Ilyasova (traveling),,116-118,,
3:49.0,,,116-118,,T. Snell misses 3-pt shot from 22 ft
3:48.0,,,116-118,,Offensive rebound by P. Gasol
3:32.0,,,116-118,,D. Rose misses 2-pt shot from 6 ft
3:31.0,,,116-118,,Offensive rebound by T. Gibson
3:16.0,,,116-118,,D. Rose misses 2-pt shot from 9 ft
3:16.0,,,116-118,,Offensive rebound by P. Gasol
3:16.0,,,116-118,,Shooting foul by E. Ilyasova (drawn by P. Gasol)
3:16.0,,,116-118,,P. Gasol misses free throw 1 of 2
3:16.0,,,116-118,,Offensive rebound by Team
3:16.0,,,116-119,1,P. Gasol makes free throw 2 of 2
3:05.0,Shooting foul by J. Butler (drawn by A. Drummond),,116-119,,
3:05.0,A. Drummond misses free throw 1 of 2,,116-119,,
3:05.0,Offensive rebound by Team,,116-119,,
3:05.0,A. Drummond makes free throw 2 of 2,1,117-119,,
2:50.0,,,117-119,,J. Butler misses 2-pt shot from 15 ft
2:49.0,Defensive rebound by K. Caldwell-Pope,,117-119,,
2:41.0,K. Caldwell-Pope misses 3-pt shot from 24 ft,,117-119,,
2:39.0,,,117-119,,Defensive rebound by T. Gibson
2:20.0,,,117-119,,Offensive charge foul by D. Rose
2:20.0,,,117-119,,Turnover by D. Rose (offensive foul)
2:04.0,A. Drummond misses 2-pt shot from 3 ft (block by P. Gasol),,117-119,,
2:02.0,,,117-119,,Defensive rebound by P. Gasol
1:43.0,,,117-119,,P. Gasol misses 2-pt shot from 1 ft
1:41.0,,,117-119,,Offensive rebound by P. Gasol
1:41.0,,,117-119,,P. Gasol misses 2-pt shot from 1 ft
1:41.0,,,117-119,,Offensive rebound by T. Gibson
1:41.0,Personal foul by R. Jackson (drawn by T. Gibson),,117-119,,
1:33.0,,,117-119,,D. Rose misses 2-pt shot from 6 ft
1:33.0,,,117-119,,Offensive rebound by Team
1:28.0,,,117-121,2,J. Butler makes 2-pt shot from 20 ft
1:18.0,M. Morris makes 3-pt shot from 25 ft (assist by R. Jackson),3,120-121,,
0:56.0,,,120-123,2,J. Butler makes 2-pt shot from 18 ft
0:37.0,K. Caldwell-Pope makes 3-pt shot from 26 ft (assist by E. Ilyasova),3,123-123,,
0:37.0,,,123-123,,Chicago full timeout
0:16.0,,,123-123,,J. Butler misses 2-pt shot from 9 ft (block by M. Morris)
0:14.0,,,123-123,,Offensive rebound by J. Butler
0:13.0,,,123-123,,J. Butler misses 2-pt shot from 12 ft
0:11.0,Defensive rebound by A. Drummond,,123-123,,
0:03.0,R. Jackson misses 2-pt shot from 3 ft,,123-123,,
0:02.0,,,123-123,,Defensive rebound by P. Gasol
0:00.0,,,123-123,,T. Snell misses 3-pt shot from 87 ft
0:00.0,,,123-123,,Offensive rebound by Team
0:00.0,End of 2nd overtime,,,,End of 2nd overtime
5:00.0,Start of 3rd overtime,,,,Start of 3rd overtime
5:00.0,Jump ball: A. Drummond vs. P. Gasol (M. Morris gains possession),,,,Jump ball: A. Drummond vs. P. Gasol (M. Morris gains possession)
4:43.0,E. Ilyasova misses 3-pt shot from 25 ft,,123-123,,
4:42.0,,,123-123,,Defensive rebound by T. Snell
4:24.0,Personal foul by K. Caldwell-Pope (drawn by T. Snell),,123-123,,
4:17.0,,,123-123,,D. Rose misses 2-pt shot from 3 ft (block by A. Drummond)
4:15.0,Defensive rebound by R. Jackson,,123-123,,
4:09.0,E. Ilyasova misses 2-pt shot from 15 ft,,123-123,,
4:08.0,,,123-123,,Defensive rebound by J. Butler
3:59.0,,,123-125,2,J. Butler makes 2-pt shot at rim
3:31.0,K. Caldwell-Pope misses 3-pt shot from 26 ft,,123-125,,
3:29.0,Offensive rebound by A. Drummond,,123-125,,
3:29.0,A. Drummond misses 2-pt shot from 2 ft,,123-125,,
3:28.0,,,123-125,,Defensive rebound by J. Butler
3:12.0,,,123-125,,J. Butler misses 2-pt shot from 13 ft
3:12.0,Defensive rebound by Team,,123-125,,
2:52.0,M. Morris misses 2-pt shot from 17 ft,,123-125,,
2:50.0,,,123-125,,Defensive rebound by D. Rose
2:37.0,,,123-127,2,D. Rose makes 2-pt shot from 10 ft
2:37.0,Detroit full timeout,,123-127,,
2:20.0,R. Jackson misses 3-pt shot from 25 ft,,123-127,,
2:20.0,Offensive rebound by A. Drummond,,123-127,,
2:19.0,A. Drummond makes 2-pt shot at rim,2,125-127,,
2:00.0,,,125-127,,J. Butler misses 2-pt shot from 1 ft
1:59.0,Defensive rebound by E. Ilyasova,,125-127,,
1:46.0,A. Drummond misses 2-pt shot from 6 ft,,125-127,,
1:46.0,Offensive rebound by Team,,125-127,,
1:46.0,,,125-127,,Loose ball foul by J. Butler (drawn by E. Ilyasova)
1:36.0,A. Drummond makes 2-pt shot from 1 ft (assist by R. Jackson),2,127-127,,
1:22.0,,,127-127,,P. Gasol misses 2-pt shot from 19 ft
1:21.0,,,127-127,,Offensive rebound by T. Snell
1:18.0,,,127-127,,T. Snell misses 3-pt shot from 25 ft
1:17.0,,,127-127,,Offensive rebound by P. Gasol
1:07.0,Violation by A. Drummond (kicked ball),,127-127,,
1:07.0,,,127-127,,Chicago full timeout
1:02.0,,,127-127,,Turnover by D. Rose (bad pass; steal by A. Drummond)
0:45.0,A. Drummond misses 2-pt shot from 1 ft,,127-127,,
0:45.0,Offensive rebound by A. Drummond,,127-127,,
0:45.0,A. Drummond misses 2-pt shot from 1 ft,,127-127,,
0:43.0,,,127-127,,Defensive rebound by Team
0:28.0,,,127-127,,T. Snell misses 3-pt shot from 23 ft
0:28.0,,,127-127,,Offensive rebound by Team
0:28.0,Loose ball foul by E. Ilyasova (drawn by T. Gibson),,127-127,,
0:28.0,,,127-127,,Chicago full timeout
0:28.0,S. Johnson enters the game for E. Ilyasova,,127-127,,
0:28.0,,,127-127,,N. Mirotic enters the game for T. Snell
0:28.0,,,127-127,,D. McDermott enters the game for T. Gibson
0:07.0,,,127-127,,P. Gasol misses 3-pt shot from 23 ft
0:05.0,Defensive rebound by R. Jackson,,127-127,,
0:00.0,R. Jackson misses 2-pt shot from 21 ft,,127-127,,
0:00.0,Offensive rebound by Team,,127-127,,
0:00.0,End of 3rd overtime,,,,End of 3rd overtime
5:00.0,Start of 4th overtime,,,,Start of 4th overtime
5:00.0,Jump ball: A. Drummond vs. P. Gasol (E. Ilyasova gains possession),,,,Jump ball: A. Drummond vs. P. Gasol (E. Ilyasova gains possession)
4:44.0,E. Ilyasova misses 2-pt shot from 2 ft,,127-127,,
4:43.0,Offensive rebound by A. Drummond,,127-127,,
4:43.0,A. Drummond makes 2-pt shot at rim,2,129-127,,
4:18.0,,,129-127,,P. Gasol misses 2-pt shot from 6 ft
4:17.0,Defensive rebound by M. Morris,,129-127,,
4:07.0,R. Jackson makes 2-pt shot from 2 ft,2,131-127,,
3:53.0,,,131-127,,P. Gasol misses 2-pt shot from 20 ft
3:52.0,Defensive rebound by R. Jackson,,131-127,,
3:37.0,R. Jackson makes 2-pt shot from 9 ft,2,133-127,,
3:37.0,Shooting foul by D. Rose (drawn by R. Jackson),,133-127,,
3:37.0,R. Jackson makes free throw 1 of 1,1,134-127,,
3:24.0,,,134-129,2,D. Rose makes 2-pt shot from 6 ft
3:02.0,Shooting foul by D. Rose (drawn by R. Jackson),,134-129,,
3:02.0,R. Jackson makes free throw 1 of 3,1,135-129,,
3:02.0,R. Jackson misses free throw 2 of 3,,135-129,,
3:02.0,Offensive rebound by Team,,135-129,,
3:02.0,R. Jackson makes free throw 3 of 3,1,136-129,,
2:46.0,,,136-131,2,J. Butler makes 2-pt shot from 1 ft
2:30.0,Turnover by R. Jackson (bad pass; steal by D. Rose),,136-131,,
2:26.0,,,136-133,2,J. Butler makes 2-pt shot from 1 ft (assist by D. Rose)
2:07.0,R. Jackson makes 2-pt shot from 10 ft,2,138-133,,
1:54.0,,,138-135,2,J. Butler makes 2-pt shot from 17 ft
1:38.0,K. Caldwell-Pope makes 3-pt shot from 25 ft (assist by M. Morris),3,141-135,,
1:38.0,,,141-135,,Chicago full timeout
1:38.0,,,141-135,,N. Mirotic enters the game for T. Gibson
1:38.0,S. Johnson enters the game for E. Ilyasova,,141-135,,
1:34.0,,,141-137,2,J. Butler makes 2-pt shot from 2 ft (assist by P. Gasol)
1:18.0,M. Morris makes 2-pt shot from 15 ft (assist by R. Jackson),2,143-137,,
1:10.0,Personal foul by M. Morris (drawn by J. Butler),,143-137,,
1:10.0,E. Ilyasova enters the game for M. Morris,,143-137,,
1:07.0,,,143-137,,Shooting foul by A. Drummond (drawn by J. Butler)
1:07.0,,,143-137,,T. Gibson enters the game for N. Mirotic
1:07.0,J. Anthony enters the game for A. Drummond,,143-137,,
1:07.0,,,143-138,1,J. Butler makes free throw 1 of 2
1:07.0,,,143-139,1,J. Butler makes free throw 2 of 2
0:55.0,R. Jackson makes 2-pt shot from 1 ft,2,145-139,,
0:55.0,,,145-139,,Chicago full timeout
0:55.0,,,145-139,,N. Mirotic enters the game for T. Gibson
0:52.0,Personal foul by S. Johnson (drawn by N. Mirotic),,145-139,,
0:52.0,S. Blake enters the game for S. Johnson,,145-139,,
0:52.0,,,145-140,1,N. Mirotic makes free throw 1 of 2
0:52.0,,,145-141,1,N. Mirotic makes free throw 2 of 2
0:30.0,R. Jackson misses 2-pt shot from 5 ft (block by J. Butler),,145-141,,
0:28.0,Offensive rebound by R. Jackson,,145-141,,
0:26.0,R. Jackson misses 2-pt shot from 3 ft (block by P. Gasol),,145-141,,
0:24.0,,,145-141,,Defensive rebound by J. Butler
0:20.0,,,145-141,,J. Butler misses 3-pt shot from 26 ft
0:18.0,Defensive rebound by E. Ilyasova,,145-141,,
0:18.0,,,145-141,,Personal take foul by P. Gasol (drawn by R. Jackson)
0:15.0,,,145-141,,Personal take foul by T. Snell (drawn by K. Caldwell-Pope)
0:15.0,K. Caldwell-Pope misses free throw 1 of 2,,145-141,,
0:15.0,Offensive rebound by Team,,145-141,,
0:15.0,A. Tolliver enters the game for J. Anthony,,145-141,,
0:15.0,K. Caldwell-Pope misses free throw 2 of 2,,145-141,,
0:14.0,,,145-141,,Defensive rebound by N. Mirotic
0:05.0,,,145-144,3,J. Butler makes 3-pt shot from 24 ft (assist by D. Rose)
0:04.0,,,145-144,,Personal take foul by N. Mirotic (drawn by R. Jackson)
0:04.0,R. Jackson makes free throw 1 of 2,1,146-144,,
0:04.0,,,146-144,,J. Noah enters the game for N. Mirotic
0:04.0,R. Jackson makes free throw 2 of 2,1,147-144,,
0:04.0,,,147-144,,Chicago full timeout
0:04.0,,,147-144,,N. Mirotic enters the game for J. Noah
0:01.0,,,147-144,,J. Butler misses 3-pt shot from 26 ft
0:00.0,Defensive rebound by S. Blake,,147-144,,
0:00.0,End of 4th overtime,,,,End of 4th overtime
