time,Portland,pts.away,score,pts.home,New Orleans
6:02.0,L. Montero misses 3-pt shot from 24 ft,,79-103,,
6:00.0,Offensive rebound by N. Vonleh,,79-103,,
5:45.0,P. Connaughton misses 2-pt shot from 4 ft,,79-103,,
5:43.0,,,79-103,,Defensive rebound by A. Davis
5:29.0,,,79-103,,R. Anderson misses 3-pt shot from 28 ft
5:28.0,Defensive rebound by T. Frazier,,79-103,,
5:22.0,Shooting foul by N. Cole (drawn by T. Frazier),,79-103,,
5:22.0,T. Frazier misses free throw 1 of 2,,79-103,,
5:22.0,Offensive rebound by Team,,79-103,,
5:22.0,T. Frazier makes free throw 2 of 2,1,80-103,,
5:08.0,,,80-105,2,A. Davis makes 2-pt shot from 16 ft (assist by E. Gordon)
4:46.0,M. Leonard makes 2-pt shot from 17 ft (assist by T. Frazier),2,82-105,,
4:27.0,,,82-105,,A. Davis misses 2-pt shot from 16 ft
4:26.0,,,82-105,,Offensive rebound by E. Gordon
4:09.0,,,82-107,2,A. Davis makes 2-pt shot from 2 ft (assist by T. Evans)
3:55.0,L. Montero misses 2-pt shot from 16 ft,,82-107,,
3:55.0,,,82-107,,Defensive rebound by R. Anderson
3:48.0,,,82-107,,Turnover by T. Evans (lost ball; steal by T. Frazier)
3:46.0,,,82-107,,Personal take foul by A. Davis (drawn by T. Frazier)
3:46.0,,,82-107,,I. Smith enters the game for A. Davis
3:46.0,,,82-107,,D. Cunningham enters the game for T. Evans
3:25.0,M. Leonard makes 2-pt shot from 16 ft,2,84-107,,
3:08.0,,,84-110,3,E. Gordon makes 3-pt shot from 23 ft (assist by D. Cunningham)
2:40.0,M. Leonard misses 3-pt shot from 24 ft,,84-110,,
2:40.0,,,84-110,,Defensive rebound by N. Cole
2:34.0,Personal foul by L. Montero (drawn by N. Cole),,84-110,,
2:34.0,Official timeout,,84-110,,
2:34.0,,,84-110,,L. Babbitt enters the game for E. Gordon
2:34.0,,,84-110,,T. Douglas enters the game for R. Anderson
2:34.0,,,84-110,,N. Cole misses free throw 1 of 2
2:34.0,,,84-110,,Offensive rebound by Team
2:34.0,,,84-110,,N. Cole misses free throw 2 of 2
2:32.0,Defensive rebound by N. Vonleh,,84-110,,
2:32.0,,,84-110,,Personal take foul by D. Cunningham (drawn by N. Vonleh)
2:32.0,,,84-110,,A. Gee enters the game for N. Cole
2:20.0,,,84-110,,Personal foul by T. Douglas (drawn by L. Montero)
2:20.0,L. Montero makes free throw 1 of 2,1,85-110,,
2:20.0,L. Montero makes free throw 2 of 2,1,86-110,,
2:06.0,,,86-112,2,L. Babbitt makes 2-pt shot from 8 ft
1:41.0,L. Montero misses 3-pt shot from 26 ft,,86-112,,
1:40.0,,,86-112,,Defensive rebound by I. Smith
1:34.0,,,86-112,,L. Babbitt misses 3-pt shot from 25 ft
1:33.0,Defensive rebound by N. Vonleh,,86-112,,
1:19.0,,,86-112,,Personal foul by L. Babbitt (drawn by M. Leonard)
1:19.0,M. Leonard misses free throw 1 of 2,,86-112,,
1:19.0,Offensive rebound by Team,,86-112,,
1:19.0,M. Leonard makes free throw 2 of 2,1,87-112,,
1:09.0,,,87-112,,I. Smith misses 2-pt shot at rim
1:09.0,Defensive rebound by Team,,87-112,,
0:49.0,T. Frazier misses 2-pt shot from 1 ft,,87-112,,
0:47.0,Offensive rebound by T. Frazier,,87-112,,
0:45.0,N. Vonleh makes 2-pt shot from 1 ft (assist by L. Montero),2,89-112,,
0:32.0,,,89-115,3,A. Gee makes 3-pt shot from 23 ft (assist by T. Douglas)
0:23.0,T. Frazier misses 3-pt shot from 24 ft,,89-115,,
0:22.0,,,89-115,,Defensive rebound by D. Cunningham
0:00.0,End of 4th quarter,,,,End of 4th quarter
