time,Cleveland,pts.away,score,pts.home,Detroit
2:06.0,Defensive rebound by K. Love,,97-98,,
1:44.0,K. Love misses 3-pt shot from 22 ft,,97-98,,
1:43.0,,,97-98,,Defensive rebound by K. Caldwell-Pope
1:29.0,,,97-98,,Turnover by R. Jackson (lost ball)
1:08.0,L. James misses 2-pt shot from 4 ft,,97-98,,
1:08.0,Offensive rebound by J. Smith,,97-98,,
1:07.0,Cleveland full timeout,,97-98,,
0:49.0,Turnover by L. James (back court),,97-98,,
0:49.0,T. Thompson enters the game for K. Love,,97-98,,
0:49.0,M. Dellavedova enters the game for M. Williams,,97-98,,
0:37.0,,,97-98,,R. Jackson misses 2-pt shot from 5 ft
0:36.0,Defensive rebound by T. Thompson,,97-98,,
0:24.0,T. Mozgov misses 2-pt shot from 11 ft,,97-98,,
0:23.0,,,97-98,,Defensive rebound by E. Ilyasova
0:21.0,,,97-98,,Detroit full timeout
0:21.0,Personal foul by M. Dellavedova (drawn by R. Jackson),,97-98,,
0:21.0,,,97-99,1,R. Jackson makes free throw 1 of 2
0:21.0,K. Love enters the game for T. Mozgov,,97-99,,
0:21.0,,,97-100,1,R. Jackson makes free throw 2 of 2
0:21.0,Cleveland full timeout,,97-100,,
0:21.0,M. Williams enters the game for M. Dellavedova,,97-100,,
0:16.0,L. James makes 2-pt shot at rim,2,99-100,,
0:14.0,Personal foul by M. Williams (drawn by R. Jackson),,99-100,,
0:14.0,,,99-101,1,R. Jackson makes free throw 1 of 2
0:14.0,,,99-102,1,R. Jackson makes free throw 2 of 2
0:14.0,Cleveland full timeout,,99-102,,
0:10.0,J. Smith misses 3-pt shot from 26 ft,,99-102,,
0:10.0,,,99-102,,Defensive rebound by R. Jackson
0:10.0,Personal foul by J. Smith (drawn by R. Jackson),,99-102,,
0:10.0,,,99-103,1,R. Jackson makes free throw 1 of 2
0:10.0,,,99-104,1,R. Jackson makes free throw 2 of 2
0:05.0,M. Williams misses 3-pt shot from 26 ft,,99-104,,
0:05.0,Offensive rebound by Team,,99-104,,
0:05.0,Turnover by L. James (bad pass; steal by A. Drummond),,99-104,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
