time,Indiana,pts.away,score,pts.home,Atlanta
0:35.0,P. George misses 3-pt shot from 24 ft,,93-97,,
0:33.0,,,93-97,,Defensive rebound by J. Teague
0:24.0,Personal take foul by P. George (drawn by J. Teague),,93-97,,
0:24.0,,,93-97,,Atlanta full timeout
0:24.0,,,93-97,,K. Korver enters the game for T. Sefolosha
0:24.0,S. Hill enters the game for J. Hill,,93-97,,
0:22.0,Personal take foul by M. Ellis (drawn by K. Bazemore),,93-97,,
0:22.0,,,93-98,1,K. Bazemore makes free throw 1 of 2
0:22.0,J. Hill enters the game for S. Hill,,93-98,,
0:22.0,,,93-98,,T. Sefolosha enters the game for K. Korver
0:22.0,,,93-99,1,K. Bazemore makes free throw 2 of 2
0:22.0,Indiana full timeout,,93-99,,
0:22.0,M. Turner enters the game for L. Allen,,93-99,,
0:17.0,Turnover by G. Hill (step out of bounds),,93-99,,
0:17.0,,,93-99,,K. Korver enters the game for T. Sefolosha
0:15.0,Personal take foul by G. Hill (drawn by J. Teague),,93-99,,
0:15.0,,,93-100,1,J. Teague makes free throw 1 of 2
0:15.0,,,93-100,,M. Muscala enters the game for P. Millsap
0:15.0,,,93-100,,M. Scott enters the game for A. Horford
0:15.0,,,93-100,,T. Sefolosha enters the game for K. Korver
0:15.0,,,93-101,1,J. Teague makes free throw 2 of 2
0:07.0,P. George makes 3-pt shot from 25 ft,3,96-101,,
0:05.0,Personal foul by M. Ellis (drawn by K. Bazemore),,96-101,,
0:05.0,,,96-102,1,K. Bazemore makes free throw 1 of 2
0:05.0,,,96-102,,K. Bazemore misses free throw 2 of 2
0:04.0,Defensive rebound by P. George,,96-102,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
