time,Minnesota,pts.away,score,pts.home,Houston
1:50.0,Z. LaVine makes 3-pt shot from 25 ft (assist by R. Rubio),3,103-110,,
1:32.0,,,103-112,2,M. Beasley makes 2-pt shot at rim (assist by J. Harden)
1:23.0,Z. LaVine makes 3-pt shot from 27 ft (assist by R. Rubio),3,106-112,,
1:00.0,,,106-114,2,J. Harden makes 2-pt shot from 18 ft
0:50.0,G. Dieng makes 2-pt shot from 2 ft (assist by Z. LaVine),2,108-114,,
0:28.0,,,108-114,,J. Harden misses 2-pt shot from 18 ft
0:27.0,Defensive rebound by G. Dieng,,108-114,,
0:17.0,K. Towns misses 3-pt shot from 24 ft,,108-114,,
0:16.0,,,108-114,,Defensive rebound by J. Harden
0:11.0,,,108-116,2,T. Ariza makes 2-pt shot at rim (assist by J. Harden)
0:06.0,R. Rubio makes 3-pt shot from 25 ft (assist by Z. LaVine),3,111-116,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
