time,Portland,pts.away,score,pts.home,Dallas
4:45.0,,,104-104,,J. Barea misses 3-pt shot from 24 ft
4:44.0,Defensive rebound by A. Aminu,,104-104,,
4:30.0,M. Plumlee makes 2-pt shot at rim (assist by A. Aminu),2,106-104,,
4:29.0,,,106-104,,Dallas full timeout
4:29.0,,,106-104,,D. Nowitzki enters the game for D. Harris
4:29.0,,,106-104,,R. Felton enters the game for C. Villanueva
4:29.0,,,106-104,,W. Matthews enters the game for J. Barea
4:12.0,,,106-106,2,D. Williams makes 2-pt shot from 16 ft
3:57.0,A. Aminu misses 3-pt shot from 24 ft,,106-106,,
3:56.0,Offensive rebound by M. Plumlee,,106-106,,
3:42.0,D. Lillard misses 2-pt shot from 20 ft,,106-106,,
3:41.0,,,106-106,,Defensive rebound by S. Mejri
3:23.0,,,106-108,2,S. Mejri makes 2-pt shot at rim (assist by D. Williams)
2:56.0,A. Crabbe makes 3-pt shot from 24 ft,3,109-108,,
2:42.0,,,109-108,,D. Williams misses 2-pt shot from 4 ft
2:40.0,Defensive rebound by A. Aminu,,109-108,,
2:23.0,A. Aminu misses 3-pt shot from 25 ft,,109-108,,
2:21.0,,,109-108,,Defensive rebound by S. Mejri
2:09.0,,,109-108,,D. Nowitzki misses 2-pt shot from 14 ft
2:08.0,Defensive rebound by C. McCollum,,109-108,,
1:54.0,D. Lillard misses 2-pt shot from 4 ft (block by S. Mejri),,109-108,,
1:53.0,Offensive rebound by D. Lillard,,109-108,,
1:52.0,D. Lillard misses 2-pt shot at rim,,109-108,,
1:52.0,,,109-108,,Defensive rebound by D. Nowitzki
1:43.0,,,109-111,3,D. Williams makes 3-pt shot from 25 ft (assist by D. Nowitzki)
1:32.0,A. Crabbe makes 2-pt shot from 15 ft (assist by D. Lillard),2,111-111,,
1:13.0,,,111-113,2,D. Williams makes 2-pt shot from 16 ft
1:00.0,A. Aminu misses 3-pt shot from 24 ft,,111-113,,
1:00.0,,,111-113,,Defensive rebound by D. Williams
0:39.0,,,111-113,,Turnover by D. Williams (lost ball; steal by C. McCollum)
0:37.0,,,111-113,,Personal take foul by D. Nowitzki
0:37.0,Official timeout,,111-113,,
0:37.0,,,111-113,,D. Harris enters the game for D. Nowitzki
0:37.0,,,111-113,,D. Lee enters the game for S. Mejri
0:30.0,D. Lillard makes 2-pt shot from 2 ft,2,113-113,,
0:30.0,,,113-113,,Dallas full timeout
0:30.0,,,113-113,,D. Nowitzki enters the game for R. Felton
0:30.0,,,113-113,,J. Barea enters the game for D. Lee
0:30.0,,,113-113,,S. Mejri enters the game for D. Harris
0:14.0,,,113-113,,Shooting foul by A. Crabbe (drawn by S. Mejri)
0:14.0,,,113-113,,S. Mejri misses free throw 1 of 2
0:14.0,,,113-113,,Offensive rebound by Team
0:14.0,E. Davis enters the game for A. Crabbe,,113-113,,
0:14.0,,,113-113,,R. Felton enters the game for J. Barea
0:14.0,,,113-113,,D. Harris enters the game for D. Nowitzki
0:14.0,,,113-113,,S. Mejri misses free throw 2 of 2
0:13.0,Defensive rebound by M. Plumlee,,113-113,,
0:13.0,Portland full timeout,,113-113,,
0:13.0,A. Crabbe enters the game for E. Davis,,113-113,,
0:01.0,D. Lillard misses 3-pt shot from 24 ft,,113-113,,
0:00.0,Offensive rebound by M. Plumlee,,113-113,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:36.0,C. McCollum misses 2-pt shot from 18 ft,,113-113,,
4:35.0,,,113-113,,Defensive rebound by D. Nowitzki
4:11.0,,,113-113,,D. Nowitzki misses 2-pt shot from 16 ft
4:10.0,Defensive rebound by A. Crabbe,,113-113,,
4:01.0,D. Lillard misses 2-pt shot from 22 ft,,113-113,,
4:00.0,,,113-113,,Defensive rebound by W. Matthews
3:51.0,,,113-113,,R. Felton misses 2-pt shot from 17 ft
3:50.0,Defensive rebound by M. Plumlee,,113-113,,
3:42.0,D. Lillard misses 2-pt shot at rim (block by S. Mejri),,113-113,,
3:39.0,,,113-113,,Defensive rebound by W. Matthews
3:35.0,,,113-116,3,D. Williams makes 3-pt shot from 25 ft (assist by W. Matthews)
3:20.0,,,113-116,,Personal block foul by D. Nowitzki
3:06.0,C. McCollum misses 2-pt shot from 18 ft,,113-116,,
3:05.0,Offensive rebound by Team,,113-116,,
3:05.0,Turnover by Team (shot clock),,113-116,,
2:57.0,,,113-116,,D. Williams misses 3-pt shot from 23 ft
2:56.0,Defensive rebound by M. Plumlee,,113-116,,
2:41.0,A. Aminu misses 3-pt shot from 22 ft,,113-116,,
2:40.0,,,113-116,,Defensive rebound by S. Mejri
2:29.0,,,113-118,2,D. Nowitzki makes 2-pt shot from 15 ft (assist by D. Williams)
2:12.0,C. McCollum misses 3-pt shot from 23 ft,,113-118,,
2:11.0,,,113-118,,Defensive rebound by D. Nowitzki
1:59.0,,,113-121,3,D. Nowitzki makes 3-pt shot from 24 ft (assist by D. Williams)
1:59.0,Portland full timeout,,113-121,,
1:54.0,Turnover by D. Lillard (bad pass),,113-121,,
1:37.0,,,113-124,3,D. Nowitzki makes 3-pt shot from 24 ft (assist by D. Williams)
1:32.0,,,113-124,,Shooting block foul by W. Matthews (drawn by D. Lillard)
1:32.0,D. Lillard makes free throw 1 of 2,1,114-124,,
1:32.0,D. Lillard makes free throw 2 of 2,1,115-124,,
1:15.0,,,115-124,,D. Williams misses 2-pt shot from 4 ft
1:14.0,Defensive rebound by M. Plumlee,,115-124,,
1:04.0,D. Lillard makes 2-pt shot from 5 ft,2,117-124,,
1:03.0,Personal take foul by M. Plumlee,,117-124,,
0:44.0,,,117-126,2,R. Felton makes 2-pt shot from 12 ft
0:44.0,Portland full timeout,,117-126,,
0:44.0,,,117-126,,D. Harris enters the game for D. Nowitzki
0:42.0,Shooting foul by S. Mejri (drawn by A. Crabbe),,117-126,,
0:42.0,A. Crabbe makes free throw 1 of 3,1,118-126,,
0:42.0,A. Crabbe makes free throw 2 of 3,1,119-126,,
0:42.0,,,119-126,,D. Nowitzki enters the game for D. Harris
0:42.0,A. Crabbe makes free throw 3 of 3,1,120-126,,
0:40.0,Personal take foul by D. Lillard,,120-126,,
0:40.0,,,120-127,1,R. Felton makes free throw 1 of 2
0:40.0,,,120-127,,D. Harris enters the game for D. Nowitzki
0:40.0,B. Roberts enters the game for A. Aminu,,120-127,,
0:40.0,,,120-128,1,R. Felton makes free throw 2 of 2
0:33.0,Shooting foul by S. Mejri (drawn by M. Plumlee),,120-128,,
0:33.0,M. Plumlee misses free throw 1 of 2,,120-128,,
0:33.0,Offensive rebound by Team,,120-128,,
0:33.0,,,120-128,,D. Nowitzki enters the game for D. Harris
0:33.0,M. Plumlee misses free throw 2 of 2,,120-128,,
0:32.0,,,120-128,,Defensive rebound by S. Mejri
0:31.0,Personal take foul by A. Crabbe,,120-128,,
0:31.0,,,120-129,1,S. Mejri makes free throw 1 of 2
0:31.0,,,120-129,,D. Harris enters the game for D. Nowitzki
0:31.0,A. Aminu enters the game for M. Plumlee,,120-129,,
0:31.0,,,120-130,1,S. Mejri makes free throw 2 of 2
0:23.0,D. Lillard misses 3-pt shot from 28 ft,,120-130,,
0:22.0,,,120-130,,Defensive rebound by R. Felton
0:17.0,,,120-132,2,S. Mejri makes 2-pt shot at rim (assist by R. Felton)
0:13.0,C. McCollum misses 2-pt shot from 12 ft,,120-132,,
0:12.0,Offensive rebound by B. Roberts,,120-132,,
0:08.0,B. Roberts misses 2-pt shot from 18 ft,,120-132,,
0:05.0,,,120-132,,Defensive rebound by W. Matthews
0:00.0,End of 1st overtime,,,,End of 1st overtime
