time,Detroit,pts.away,score,pts.home,Milwaukee
6:48.0,,,72-97,1,G. Antetokounmpo makes free throw 2 of 2
6:37.0,S. Johnson makes 2-pt shot at rim (assist by A. Baynes),2,74-97,,
6:19.0,,,74-97,,G. Antetokounmpo misses 2-pt shot at rim
6:17.0,Defensive rebound by A. Baynes,,74-97,,
6:05.0,A. Tolliver misses 2-pt shot from 15 ft,,74-97,,
6:04.0,Offensive rebound by Team,,74-97,,
6:04.0,R. Bullock enters the game for D. Hilliard,,74-97,,
5:54.0,Turnover by A. Tolliver (bad pass; steal by J. Bayless),,74-97,,
5:31.0,,,74-99,2,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by O. Mayo)
5:17.0,A. Tolliver misses 3-pt shot from 23 ft,,74-99,,
5:15.0,Offensive rebound by A. Baynes,,74-99,,
5:12.0,A. Baynes misses 2-pt shot from 2 ft,,74-99,,
5:11.0,Offensive rebound by A. Tolliver,,74-99,,
5:11.0,A. Tolliver makes 2-pt shot at rim,2,76-99,,
4:59.0,,,76-99,,Shooting foul by S. Blake (drawn by J. Bayless)
4:59.0,Official timeout,,76-99,,
4:59.0,J. Anthony enters the game for A. Baynes,,76-99,,
4:59.0,,,76-99,,J. Bayless misses free throw 1 of 2
4:59.0,,,76-99,,Offensive rebound by Team
4:59.0,,,76-100,1,J. Bayless makes free throw 2 of 2
4:46.0,S. Johnson misses 2-pt shot from 17 ft,,76-100,,
4:45.0,,,76-100,,Defensive rebound by G. Antetokounmpo
4:24.0,,,76-102,2,G. Antetokounmpo makes 2-pt shot at rim (assist by J. Bayless)
4:13.0,Shooting foul by O. Mayo (drawn by A. Tolliver),,76-102,,
4:13.0,A. Tolliver makes free throw 1 of 2,1,77-102,,
4:13.0,,,77-102,,R. Vaughn enters the game for O. Mayo
4:13.0,A. Tolliver makes free throw 2 of 2,1,78-102,,
3:56.0,,,78-102,,Turnover by R. Vaughn (bad pass; steal by J. Anthony)
3:39.0,S. Blake makes 2-pt shot from 3 ft (assist by J. Anthony),2,80-102,,
3:22.0,,,80-102,,J. Parker misses 2-pt shot from 15 ft
3:19.0,Defensive rebound by J. Anthony,,80-102,,
3:08.0,S. Blake misses 3-pt shot from 25 ft,,80-102,,
3:06.0,,,80-102,,Defensive rebound by R. Vaughn
2:50.0,,,80-104,2,G. Antetokounmpo makes 2-pt shot at rim (assist by G. Vasquez)
2:30.0,R. Bullock misses 2-pt shot from 1 ft,,80-104,,
2:29.0,Offensive rebound by J. Anthony,,80-104,,
2:19.0,Shooting foul by G. Antetokounmpo (drawn by J. Anthony),,80-104,,
2:19.0,Detroit full timeout,,80-104,,
2:19.0,,,80-104,,C. Copeland enters the game for G. Antetokounmpo
2:19.0,,,80-104,,M. Plumlee enters the game for J. Parker
2:19.0,J. Anthony makes free throw 1 of 2,1,81-104,,
2:19.0,J. Anthony makes free throw 2 of 2,1,82-104,,
2:04.0,,,82-107,3,G. Vasquez makes 3-pt shot from 25 ft (assist by C. Copeland)
1:49.0,Turnover by S. Johnson (lost ball; steal by R. Vaughn),,82-107,,
1:36.0,,,82-109,2,G. Vasquez makes 2-pt shot at rim
1:17.0,A. Tolliver makes 3-pt shot from 26 ft (assist by S. Blake),3,85-109,,
1:00.0,,,85-109,,R. Vaughn misses 3-pt shot from 24 ft
0:59.0,Defensive rebound by A. Tolliver,,85-109,,
0:51.0,A. Tolliver makes 3-pt shot from 27 ft (assist by S. Blake),3,88-109,,
0:34.0,,,88-109,,G. Vasquez misses 2-pt shot from 14 ft
0:33.0,Defensive rebound by R. Bullock,,88-109,,
0:28.0,S. Johnson misses 2-pt shot from 1 ft (block by R. Vaughn),,88-109,,
0:28.0,Offensive rebound by Team,,88-109,,
0:18.0,R. Bullock misses 3-pt shot from 26 ft,,88-109,,
0:16.0,Offensive rebound by J. Anthony,,88-109,,
0:12.0,Turnover by J. Anthony (bad pass; steal by J. Bayless),,88-109,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
