time,Philadelphia,pts.away,score,pts.home,Detroit
5:10.0,Turnover by N. Stauskas (bad pass; steal by S. Johnson),,90-93,,
5:07.0,,,90-93,,S. Johnson misses 2-pt shot from 4 ft
5:02.0,Defensive rebound by R. Covington,,90-93,,
4:56.0,R. Covington misses 3-pt shot from 27 ft,,90-93,,
4:56.0,,,90-93,,Defensive rebound by M. Morris
4:48.0,,,90-93,,M. Morris misses 3-pt shot from 26 ft
4:48.0,Defensive rebound by N. Noel,,90-93,,
4:38.0,Philadelphia full timeout,,90-93,,
4:38.0,J. Grant enters the game for H. Thompson,,90-93,,
4:30.0,Turnover by I. Smith (bad pass; steal by A. Drummond),,90-93,,
4:05.0,,,90-93,,R. Jackson misses 2-pt shot from 6 ft (block by N. Stauskas)
4:05.0,,,90-93,,Offensive rebound by Team
4:05.0,,,90-93,,Turnover by Team (shot clock)
3:54.0,I. Smith misses 2-pt shot from 17 ft,,90-93,,
3:54.0,Offensive rebound by Team,,90-93,,
3:53.0,Turnover by I. Smith (traveling),,90-93,,
3:42.0,Personal foul by N. Noel (drawn by R. Jackson),,90-93,,
3:29.0,,,90-93,,R. Jackson misses 2-pt shot from 7 ft
3:28.0,,,90-93,,Offensive rebound by A. Drummond
3:26.0,,,90-95,2,A. Drummond makes 2-pt shot at rim
3:08.0,,,90-95,,Personal foul by K. Caldwell-Pope (drawn by I. Smith)
2:59.0,Turnover by I. Smith (lost ball; steal by K. Caldwell-Pope),,90-95,,
2:58.0,,,90-95,,Shooting foul by R. Covington (drawn by K. Caldwell-Pope)
2:58.0,,,90-96,1,K. Caldwell-Pope makes free throw 1 of 2
2:58.0,,,90-97,1,K. Caldwell-Pope makes free throw 2 of 2
2:48.0,N. Stauskas makes 2-pt shot at rim (assist by N. Noel),2,92-97,,
2:37.0,Personal take foul by R. Covington (drawn by A. Drummond),,92-97,,
2:37.0,,,92-98,1,A. Drummond makes free throw 1 of 2
2:37.0,H. Thompson enters the game for J. Grant,,92-98,,
2:37.0,I. Canaan enters the game for N. Stauskas,,92-98,,
2:37.0,,,92-99,1,A. Drummond makes free throw 2 of 2
2:25.0,I. Smith makes 2-pt shot at rim,2,94-99,,
2:09.0,,,94-101,2,R. Jackson makes 2-pt shot at rim
1:58.0,I. Smith misses 2-pt shot from 3 ft,,94-101,,
1:56.0,Offensive rebound by N. Noel,,94-101,,
1:56.0,Shooting foul by R. Jackson (drawn by N. Noel),,94-101,,
1:56.0,N. Noel misses free throw 1 of 2,,94-101,,
1:56.0,Offensive rebound by Team,,94-101,,
1:56.0,J. Grant enters the game for H. Thompson,,94-101,,
1:56.0,N. Noel misses free throw 2 of 2,,94-101,,
1:55.0,,,94-101,,Defensive rebound by K. Caldwell-Pope
1:33.0,,,94-104,3,R. Jackson makes 3-pt shot from 26 ft
1:33.0,Philadelphia full timeout,,94-104,,
1:33.0,H. Thompson enters the game for J. Grant,,94-104,,
1:32.0,Turnover by H. Thompson (lost ball),,94-104,,
1:32.0,J. Grant enters the game for H. Thompson,,94-104,,
1:07.0,,,94-104,,A. Drummond misses 2-pt shot at rim
1:07.0,Defensive rebound by N. Noel,,94-104,,
1:02.0,Shooting foul by S. Johnson (drawn by J. Grant),,94-104,,
1:02.0,J. Grant misses free throw 1 of 2,,94-104,,
1:02.0,Offensive rebound by Team,,94-104,,
1:02.0,J. Grant misses free throw 2 of 2,,94-104,,
1:02.0,,,94-104,,Defensive rebound by M. Morris
1:02.0,Personal take foul by N. Noel (drawn by A. Drummond),,94-104,,
1:02.0,,,94-105,1,A. Drummond makes free throw 1 of 2
1:02.0,,,94-105,,A. Drummond misses free throw 2 of 2
1:01.0,,,94-105,,Offensive rebound by Team
0:53.0,Personal foul by I. Canaan (drawn by M. Morris),,94-105,,
0:53.0,,,94-105,,M. Morris misses free throw 1 of 2
0:53.0,,,94-105,,Offensive rebound by Team
0:53.0,,,94-106,1,M. Morris makes free throw 2 of 2
0:53.0,Philadelphia full timeout,,94-106,,
0:53.0,H. Thompson enters the game for J. Grant,,94-106,,
0:53.0,,,94-106,,A. Tolliver enters the game for A. Drummond
0:53.0,N. Stauskas enters the game for N. Noel,,94-106,,
0:45.0,I. Smith misses 3-pt shot from 27 ft,,94-106,,
0:44.0,,,94-106,,Defensive rebound by K. Caldwell-Pope
0:29.0,,,94-108,2,S. Johnson makes 2-pt shot at rim
0:23.0,I. Canaan makes 3-pt shot from 26 ft (assist by I. Smith),3,97-108,,
0:12.0,,,97-110,2,K. Caldwell-Pope makes 2-pt shot at rim (assist by R. Jackson)
0:01.0,N. Stauskas misses 3-pt shot from 25 ft,,97-110,,
0:00.0,Offensive rebound by Team,,97-110,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
