time,Indiana,pts.away,score,pts.home,Toronto
2:24.0,,,81-96,,N. Powell misses 2-pt shot from 21 ft
2:24.0,Defensive rebound by Team,,81-96,,
2:24.0,Official timeout,,81-96,,
2:24.0,,,81-96,,J. Thompson enters the game for P. Patterson
2:06.0,C. Miles misses 3-pt shot from 25 ft,,81-96,,
2:05.0,,,81-96,,Defensive rebound by K. Lowry
1:49.0,,,81-96,,J. Thompson misses 3-pt shot from 24 ft
1:48.0,Defensive rebound by J. Young,,81-96,,
1:41.0,J. Young makes 2-pt shot from 12 ft,2,83-96,,
1:21.0,,,83-96,,N. Powell misses 2-pt shot from 3 ft
1:21.0,Defensive rebound by Team,,83-96,,
1:21.0,,,83-96,,D. Wright enters the game for K. Lowry
1:14.0,G. Robinson makes 2-pt shot from 18 ft (assist by J. Young),2,85-96,,
0:54.0,,,85-98,2,J. Valanciunas makes 2-pt shot from 2 ft (assist by C. Joseph)
0:35.0,J. Young misses 3-pt shot from 27 ft,,85-98,,
0:34.0,,,85-98,,Defensive rebound by J. Valanciunas
0:12.0,,,85-98,,N. Powell misses 3-pt shot from 26 ft
0:09.0,Defensive rebound by Team,,85-98,,
0:04.0,Shooting foul by J. Thompson (drawn by J. Young),,85-98,,
0:04.0,J. Young makes free throw 1 of 2,1,86-98,,
0:04.0,J. Young makes free throw 2 of 2,1,87-98,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
