time,LA Clippers,pts.away,score,pts.home,Sacramento
5:47.0,W. Johnson misses 2-pt shot from 6 ft,,106-89,,
5:46.0,,,106-89,,Defensive rebound by D. Cousins
5:39.0,,,106-89,,R. Gay misses 3-pt shot from 26 ft
5:37.0,Defensive rebound by J. Crawford,,106-89,,
5:22.0,C. Paul makes 3-pt shot from 27 ft,3,109-89,,
5:04.0,,,109-89,,R. Gay misses 2-pt shot from 4 ft (block by W. Johnson)
5:02.0,,,109-89,,Offensive rebound by W. Cauley-Stein
4:55.0,,,109-92,3,D. Collison makes 3-pt shot from 26 ft (assist by W. Cauley-Stein)
4:38.0,J. Redick makes 3-pt shot from 26 ft (assist by C. Paul),3,112-92,,
4:24.0,,,112-92,,R. Gay misses 2-pt shot from 9 ft
4:24.0,Defensive rebound by C. Paul,,112-92,,
4:18.0,,,112-92,,Personal foul by R. Gay (drawn by J. Redick)
4:18.0,,,112-92,,O. Casspi enters the game for W. Cauley-Stein
4:18.0,J. Green enters the game for W. Johnson,,112-92,,
4:08.0,Turnover by C. Paul (bad pass; steal by D. Cousins),,112-92,,
3:58.0,,,112-95,3,R. Gay makes 3-pt shot from 26 ft
3:27.0,J. Crawford misses 2-pt shot from 18 ft,,112-95,,
3:26.0,,,112-95,,Defensive rebound by O. Casspi
3:20.0,Shooting block foul by D. Jordan (drawn by D. Cousins),,112-95,,
3:20.0,,,112-95,,D. Cousins misses free throw 1 of 2
3:20.0,,,112-95,,Offensive rebound by Team
3:20.0,,,112-96,1,D. Cousins makes free throw 2 of 2
3:07.0,Shooting foul by R. Gay (drawn by J. Crawford),,112-96,,
3:07.0,J. Crawford makes free throw 1 of 2,1,113-96,,
3:07.0,J. Crawford makes free throw 2 of 2,1,114-96,,
2:46.0,,,114-96,,R. Gay misses 2-pt shot from 18 ft
2:44.0,Defensive rebound by C. Paul,,114-96,,
2:39.0,Turnover by C. Paul (bad pass; steal by D. Cousins),,114-96,,
2:36.0,LA Clippers full timeout,,114-96,,
2:27.0,,,114-96,,D. Collison misses 2-pt shot from 11 ft
2:26.0,,,114-96,,Offensive rebound by O. Casspi
2:21.0,,,114-98,2,O. Casspi makes 2-pt shot from 4 ft
2:04.0,D. Jordan misses 2-pt shot from 7 ft (block by D. Cousins),,114-98,,
2:04.0,,,114-98,,Defensive rebound by Team
1:51.0,,,114-100,2,R. Gay makes 2-pt shot at rim (assist by D. Cousins)
1:51.0,,,114-100,,Shooting foul by J. Green (drawn by R. Gay)
1:51.0,,,114-101,1,R. Gay makes free throw 1 of 1
1:51.0,,,114-101,,Flagrant foul type 1 by O. Casspi (drawn by D. Jordan)
1:51.0,D. Jordan makes flagrant free throw 1 of 2,1,115-101,,
1:51.0,D. Jordan misses flagrant free throw 2 of 2,,115-101,,
1:51.0,Offensive rebound by Team,,115-101,,
1:51.0,,,115-101,,W. Cauley-Stein enters the game for R. Gay
1:51.0,,,115-101,,K. Koufos enters the game for D. Cousins
1:31.0,C. Paul misses 2-pt shot from 17 ft,,115-101,,
1:31.0,,,115-101,,Defensive rebound by K. Koufos
1:18.0,,,115-101,,O. Casspi misses 2-pt shot from 5 ft
1:18.0,,,115-101,,Offensive rebound by Team
1:12.0,,,115-104,3,S. Curry makes 3-pt shot from 26 ft
0:50.0,J. Crawford misses 3-pt shot from 22 ft,,115-104,,
0:48.0,,,115-104,,Defensive rebound by O. Casspi
0:37.0,,,115-104,,Turnover by K. Koufos (bad pass)
0:37.0,C. Wilcox enters the game for C. Paul,,115-104,,
0:15.0,J. Green makes 2-pt shot from 18 ft,2,117-104,,
0:05.0,,,117-107,3,D. Collison makes 3-pt shot from 26 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
