time,Milwaukee,pts.away,score,pts.home,Chicago
2:30.0,K. Middleton misses 2-pt shot from 1 ft,,104-115,,
2:29.0,Offensive rebound by G. Antetokounmpo,,104-115,,
2:29.0,G. Antetokounmpo misses 2-pt shot from 2 ft,,104-115,,
2:26.0,Offensive rebound by G. Monroe,,104-115,,
2:24.0,G. Monroe misses 2-pt shot from 1 ft (block by T. Gibson),,104-115,,
2:24.0,Offensive rebound by G. Monroe,,104-115,,
2:24.0,G. Monroe misses 2-pt shot from 1 ft (block by T. Gibson),,104-115,,
2:23.0,,,104-115,,Defensive rebound by T. Gibson
2:03.0,,,104-115,,D. Rose misses 2-pt shot from 19 ft
2:02.0,Defensive rebound by M. Carter-Williams,,104-115,,
2:01.0,Milwaukee full timeout,,104-115,,
1:48.0,K. Middleton misses 3-pt shot from 24 ft,,104-115,,
1:47.0,,,104-115,,Defensive rebound by T. Snell
1:29.0,,,104-115,,J. Butler misses 3-pt shot from 24 ft
1:28.0,Defensive rebound by J. Parker,,104-115,,
1:20.0,G. Antetokounmpo misses 3-pt shot from 26 ft,,104-115,,
1:19.0,,,104-115,,Defensive rebound by P. Gasol
1:19.0,Personal foul by G. Antetokounmpo (drawn by P. Gasol),,104-115,,
1:19.0,,,104-116,1,P. Gasol makes free throw 1 of 2
1:19.0,,,104-117,1,P. Gasol makes free throw 2 of 2
1:08.0,J. Parker misses 2-pt shot from 15 ft,,104-117,,
1:06.0,,,104-117,,Defensive rebound by P. Gasol
0:47.0,,,104-117,,Turnover by D. Rose (lost ball; steal by G. Antetokounmpo)
0:42.0,G. Antetokounmpo makes 2-pt shot from 3 ft (assist by M. Carter-Williams),2,106-117,,
0:20.0,,,106-117,,P. Gasol misses 2-pt shot from 1 ft
0:18.0,Defensive rebound by G. Monroe,,106-117,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
