time,Atlanta,pts.away,score,pts.home,Boston
4:34.0,P. Millsap misses 2-pt shot from 7 ft,,84-85,,
4:33.0,,,84-85,,Defensive rebound by J. Sullinger
4:15.0,,,84-85,,J. Sullinger misses 2-pt shot from 15 ft
4:14.0,Defensive rebound by A. Horford,,84-85,,
3:58.0,D. Schroder misses 3-pt shot from 25 ft,,84-85,,
3:57.0,,,84-85,,Defensive rebound by M. Smart
3:37.0,,,84-87,2,I. Thomas makes 2-pt shot from 15 ft
3:22.0,A. Horford misses 2-pt shot from 19 ft,,84-87,,
3:21.0,,,84-87,,Defensive rebound by J. Crowder
3:10.0,,,84-87,,I. Thomas misses 2-pt shot from 3 ft
3:10.0,Defensive rebound by K. Bazemore,,84-87,,
3:02.0,Turnover by D. Schroder (lost ball; steal by I. Thomas),,84-87,,
2:59.0,Personal foul by A. Horford,,84-87,,
2:59.0,Atlanta full timeout,,84-87,,
2:59.0,,,84-87,,J. Jerebko enters the game for J. Sullinger
2:59.0,J. Teague enters the game for D. Schroder,,84-87,,
2:56.0,,,84-87,,Turnover by E. Turner (lost ball; steal by K. Bazemore)
2:55.0,,,84-87,,Personal foul by E. Turner
2:42.0,K. Korver misses 3-pt shot from 25 ft,,84-87,,
2:42.0,,,84-87,,Defensive rebound by J. Jerebko
2:21.0,,,84-87,,J. Crowder misses 3-pt shot from 25 ft
2:20.0,Defensive rebound by A. Horford,,84-87,,
2:09.0,K. Bazemore misses 2-pt shot from 2 ft (block by E. Turner),,84-87,,
2:08.0,,,84-87,,Defensive rebound by I. Thomas
1:58.0,,,84-87,,Turnover by E. Turner (lost ball)
1:44.0,P. Millsap makes 2-pt shot from 2 ft (assist by A. Horford),2,86-87,,
1:23.0,,,86-90,3,J. Jerebko makes 3-pt shot from 26 ft (assist by E. Turner)
1:11.0,A. Horford misses 2-pt shot from 15 ft,,86-90,,
1:11.0,,,86-90,,Defensive rebound by M. Smart
0:54.0,,,86-90,,M. Smart misses 2-pt shot from 3 ft
0:53.0,Defensive rebound by K. Korver,,86-90,,
0:50.0,J. Teague makes 3-pt shot from 25 ft,3,89-90,,
0:34.0,,,89-90,,E. Turner misses 2-pt shot from 16 ft
0:33.0,Defensive rebound by A. Horford,,89-90,,
0:20.0,J. Teague makes 3-pt shot from 25 ft (assist by A. Horford),3,92-90,,
0:20.0,,,92-90,,Boston full timeout
0:20.0,T. Sefolosha enters the game for J. Teague,,92-90,,
0:15.0,,,92-92,2,I. Thomas makes 2-pt shot from 1 ft
0:15.0,Atlanta full timeout,,92-92,,
0:15.0,,,92-92,,A. Johnson enters the game for I. Thomas
0:15.0,J. Teague enters the game for T. Sefolosha,,92-92,,
0:15.0,Atlanta full timeout,,92-92,,
0:15.0,,,92-92,,I. Thomas enters the game for A. Johnson
0:00.0,J. Teague misses 3-pt shot from 26 ft,,92-92,,
0:00.0,Offensive rebound by Team,,92-92,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:33.0,K. Korver misses 3-pt shot from 25 ft,,92-92,,
4:32.0,,,92-92,,Defensive rebound by M. Smart
4:12.0,,,92-94,2,A. Johnson makes 2-pt shot from 2 ft (assist by M. Smart)
3:55.0,P. Millsap misses 2-pt shot from 13 ft,,92-94,,
3:54.0,,,92-94,,Defensive rebound by A. Johnson
3:44.0,,,92-96,2,A. Johnson makes 2-pt shot at rim (assist by M. Smart)
3:44.0,Atlanta full timeout,,92-96,,
3:29.0,K. Korver misses 3-pt shot from 25 ft,,92-96,,
3:29.0,,,92-96,,Defensive rebound by I. Thomas
3:17.0,,,92-96,,Turnover by M. Smart (lost ball; steal by A. Horford)
3:07.0,J. Teague misses 2-pt shot from 7 ft (block by I. Thomas),,92-96,,
3:07.0,Offensive rebound by Team,,92-96,,
2:52.0,J. Teague misses 3-pt shot from 26 ft,,92-96,,
2:51.0,Offensive rebound by P. Millsap,,92-96,,
2:45.0,K. Bazemore misses 3-pt shot from 23 ft,,92-96,,
2:44.0,Offensive rebound by A. Horford,,92-96,,
2:40.0,J. Teague makes 3-pt shot from 25 ft (assist by A. Horford),3,95-96,,
2:18.0,,,95-96,,Shooting foul by K. Korver (drawn by A. Johnson)
2:18.0,,,95-97,1,A. Johnson makes free throw 1 of 2
2:18.0,,,95-97,,A. Johnson misses free throw 2 of 2
2:18.0,Defensive rebound by K. Bazemore,,95-97,,
2:09.0,,,95-97,,Personal foul by I. Thomas
1:54.0,Turnover by Team (shot clock),,95-97,,
1:54.0,,,95-97,,J. Jerebko enters the game for A. Johnson
1:34.0,,,95-99,2,E. Turner makes 2-pt shot from 21 ft
1:25.0,K. Korver misses 2-pt shot from 20 ft,,95-99,,
1:24.0,,,95-99,,Defensive rebound by J. Jerebko
1:03.0,,,95-99,,I. Thomas misses 2-pt shot from 3 ft (block by P. Millsap)
1:02.0,Defensive rebound by J. Teague,,95-99,,
1:02.0,,,95-99,,Personal foul by M. Smart
0:51.0,J. Teague misses 3-pt shot from 25 ft,,95-99,,
0:49.0,,,95-99,,Defensive rebound by E. Turner
0:30.0,,,95-102,3,I. Thomas makes 3-pt shot from 23 ft (assist by E. Turner)
0:30.0,Atlanta full timeout,,95-102,,
0:27.0,J. Teague misses 3-pt shot from 27 ft,,95-102,,
0:24.0,,,95-102,,Defensive rebound by M. Smart
0:23.0,Personal take foul by P. Millsap,,95-102,,
0:23.0,D. Schroder enters the game for J. Teague,,95-102,,
0:20.0,Personal foul by D. Schroder,,95-102,,
0:20.0,,,95-103,1,I. Thomas makes free throw 1 of 2
0:20.0,,,95-104,1,I. Thomas makes free throw 2 of 2
0:11.0,P. Millsap misses 3-pt shot from 25 ft,,95-104,,
0:11.0,,,95-104,,Defensive rebound by J. Jerebko
0:00.0,End of 1st overtime,,,,End of 1st overtime
