time,LA Lakers,pts.away,score,pts.home,Dallas
6:29.0,Defensive rebound by J. Randle,,72-74,,
6:08.0,Turnover by J. Randle (lost ball),,72-74,,
6:08.0,,,72-74,,R. Felton enters the game for W. Matthews
5:55.0,,,72-74,,Z. Pachulia misses 2-pt shot from 6 ft (block by R. Hibbert)
5:55.0,,,72-74,,Offensive rebound by Team
5:45.0,,,72-76,2,D. Williams makes 2-pt shot from 13 ft
5:23.0,Turnover by L. Williams (lost ball),,72-76,,
5:07.0,,,72-76,,J. Barea misses 3-pt shot from 23 ft
5:06.0,Defensive rebound by J. Clarkson,,72-76,,
4:57.0,J. Randle misses 2-pt shot from 7 ft,,72-76,,
4:56.0,Offensive rebound by R. Hibbert,,72-76,,
4:54.0,J. Randle misses 2-pt shot at rim,,72-76,,
4:53.0,Offensive rebound by R. Hibbert,,72-76,,
4:51.0,D. Russell enters the game for N. Young,,72-76,,
4:51.0,Violation by Team (delay of game),,72-76,,
4:51.0,,,72-76,,D. Harris enters the game for J. Barea
4:48.0,J. Clarkson misses 2-pt shot from 16 ft,,72-76,,
4:47.0,,,72-76,,Defensive rebound by R. Felton
4:33.0,,,72-76,,Shooting foul by R. Hibbert (drawn by Z. Pachulia)
4:33.0,,,72-77,1,Z. Pachulia makes free throw 1 of 2
4:33.0,,,72-78,1,Z. Pachulia makes free throw 2 of 2
4:10.0,Shooting foul by Z. Pachulia (drawn by R. Hibbert),,72-78,,
4:10.0,R. Hibbert makes free throw 1 of 2,1,73-78,,
4:10.0,R. Hibbert makes free throw 2 of 2,1,74-78,,
3:55.0,,,74-78,,C. Villanueva misses 3-pt shot from 24 ft
3:53.0,Defensive rebound by D. Russell,,74-78,,
3:43.0,L. Williams misses 2-pt shot from 4 ft,,74-78,,
3:42.0,,,74-78,,Defensive rebound by Z. Pachulia
3:40.0,Personal foul by L. Williams,,74-78,,
3:40.0,Technical foul by L. Williams,,74-78,,
3:40.0,,,74-79,1,D. Williams makes technical free throw
3:32.0,,,74-79,,Dallas full timeout
3:32.0,,,74-79,,W. Matthews enters the game for R. Felton
3:32.0,K. Bryant enters the game for L. Williams,,74-79,,
3:32.0,,,74-79,,Shooting foul by J. Randle (drawn by Z. Pachulia)
3:32.0,,,74-80,1,Z. Pachulia makes free throw 1 of 2
3:32.0,,,74-80,,D. Nowitzki enters the game for C. Villanueva
3:32.0,M. World Peace enters the game for J. Randle,,74-80,,
3:32.0,,,74-81,1,Z. Pachulia makes free throw 2 of 2
3:19.0,M. World Peace misses 3-pt shot from 23 ft,,74-81,,
3:18.0,,,74-81,,Defensive rebound by Z. Pachulia
2:59.0,,,74-81,,D. Harris misses 3-pt shot from 24 ft
2:58.0,Defensive rebound by D. Russell,,74-81,,
2:41.0,J. Clarkson makes 2-pt shot from 13 ft,2,76-81,,
2:24.0,,,76-81,,D. Harris misses 2-pt shot from 19 ft
2:23.0,Defensive rebound by R. Hibbert,,76-81,,
2:14.0,D. Russell makes 2-pt shot from 14 ft,2,78-81,,
2:13.0,,,78-81,,Dallas full timeout
2:13.0,,,78-81,,R. Felton enters the game for D. Harris
2:00.0,,,78-83,2,Z. Pachulia makes 2-pt shot from 16 ft (assist by D. Williams)
1:45.0,R. Hibbert makes 2-pt shot from 18 ft (assist by D. Russell),2,80-83,,
1:25.0,,,80-85,2,D. Williams makes 2-pt shot from 17 ft
1:03.0,M. World Peace misses 2-pt shot from 1 ft,,80-85,,
1:02.0,Offensive rebound by J. Clarkson,,80-85,,
1:01.0,J. Clarkson makes 2-pt shot from 4 ft,2,82-85,,
0:46.0,,,82-85,,Shooting foul by R. Hibbert (drawn by Z. Pachulia)
0:46.0,B. Bass enters the game for R. Hibbert,,82-85,,
0:46.0,,,82-85,,Z. Pachulia misses free throw 1 of 2
0:46.0,,,82-85,,Offensive rebound by Team
0:46.0,,,82-85,,D. Powell enters the game for D. Nowitzki
0:46.0,,,82-86,1,Z. Pachulia makes free throw 2 of 2
0:46.0,LA Lakers full timeout,,82-86,,
0:40.0,K. Bryant misses 3-pt shot from 26 ft,,82-86,,
0:39.0,,,82-86,,Defensive rebound by Z. Pachulia
0:34.0,,,82-86,,Turnover by Z. Pachulia (lost ball; steal by M. World Peace)
0:28.0,M. World Peace misses 3-pt shot from 23 ft,,82-86,,
0:27.0,,,82-86,,Defensive rebound by D. Powell
0:26.0,Personal foul by K. Bryant (drawn by D. Powell),,82-86,,
0:26.0,,,82-87,1,D. Powell makes free throw 1 of 2
0:26.0,,,82-88,1,D. Powell makes free throw 2 of 2
0:26.0,LA Lakers full timeout,,82-88,,
0:20.0,J. Clarkson misses 2-pt shot from 5 ft,,82-88,,
0:19.0,,,82-88,,Defensive rebound by D. Powell
0:15.0,Personal foul by J. Clarkson (drawn by R. Felton),,82-88,,
0:15.0,,,82-89,1,R. Felton makes free throw 1 of 2
0:15.0,L. Nance enters the game for K. Bryant,,82-89,,
0:15.0,,,82-90,1,R. Felton makes free throw 2 of 2
0:07.0,D. Russell misses 3-pt shot from 25 ft,,82-90,,
0:06.0,Offensive rebound by B. Bass,,82-90,,
0:01.0,L. Nance misses 3-pt shot from 23 ft,,82-90,,
0:00.0,,,82-90,,Defensive rebound by Z. Pachulia
0:00.0,End of 4th quarter,,,,End of 4th quarter
