time,Atlanta,pts.away,score,pts.home,Indiana
4:09.0,,,90-98,,Defensive rebound by Team
3:57.0,,,90-100,2,M. Ellis makes 2-pt shot from 10 ft
3:43.0,J. Teague makes 2-pt shot from 1 ft (assist by A. Horford),2,92-100,,
3:29.0,,,92-102,2,M. Turner makes 2-pt shot from 20 ft (assist by M. Ellis)
3:15.0,Turnover by T. Sefolosha (lost ball; steal by M. Ellis),,92-102,,
2:55.0,,,92-104,2,M. Ellis makes 2-pt shot from 17 ft
2:38.0,K. Korver misses 3-pt shot from 23 ft,,92-104,,
2:37.0,,,92-104,,Defensive rebound by M. Turner
2:18.0,,,92-104,,M. Turner misses 2-pt shot from 19 ft
2:16.0,Defensive rebound by Team,,92-104,,
2:11.0,Offensive charge foul by K. Bazemore,,92-104,,
2:11.0,Turnover by K. Bazemore (offensive foul),,92-104,,
2:00.0,,,92-107,3,M. Ellis makes 3-pt shot from 25 ft
2:00.0,Atlanta full timeout,,92-107,,
2:00.0,S. Mack enters the game for K. Bazemore,,92-107,,
2:00.0,M. Muscala enters the game for A. Horford,,92-107,,
2:00.0,L. Patterson enters the game for K. Korver,,92-107,,
2:00.0,T. Hardaway enters the game for J. Teague,,92-107,,
2:00.0,M. Scott enters the game for T. Sefolosha,,92-107,,
1:41.0,M. Scott misses 3-pt shot from 24 ft,,92-107,,
1:40.0,,,92-107,,Defensive rebound by I. Mahinmi
1:23.0,,,92-107,,S. Whittington enters the game for M. Turner
1:18.0,,,92-107,,G. Hill misses 3-pt shot from 24 ft
1:17.0,Defensive rebound by M. Scott,,92-107,,
0:59.0,M. Scott misses 3-pt shot from 26 ft,,92-107,,
0:58.0,,,92-107,,Defensive rebound by S. Whittington
0:54.0,,,92-107,,Indiana full timeout
0:54.0,,,92-107,,C. Budinger enters the game for P. George
0:54.0,,,92-107,,S. Hill enters the game for I. Mahinmi
0:54.0,,,92-107,,J. Young enters the game for M. Ellis
0:54.0,,,92-107,,G. Robinson enters the game for G. Hill
0:42.0,,,92-109,2,S. Whittington makes 2-pt shot from 1 ft
0:29.0,Turnover by M. Muscala (bad pass; steal by S. Whittington),,92-109,,
0:16.0,,,92-111,2,G. Robinson makes 2-pt shot at rim (assist by J. Young)
0:07.0,Turnover by S. Mack (bad pass; steal by C. Budinger),,92-111,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
