time,Golden State,pts.away,score,pts.home,Memphis
5:46.0,Offensive rebound by F. Ezeli,,86-73,,
5:46.0,,,86-73,,Loose ball foul by M. Gasol (drawn by F. Ezeli)
5:32.0,S. Curry misses 3-pt shot from 22 ft,,86-73,,
5:31.0,Offensive rebound by Team,,86-73,,
5:31.0,,,86-73,,Loose ball foul by Z. Randolph (drawn by F. Ezeli)
5:17.0,D. Green misses 3-pt shot from 25 ft,,86-73,,
5:17.0,,,86-73,,Defensive rebound by Z. Randolph
5:02.0,Personal foul by D. Green (drawn by M. Gasol),,86-73,,
5:02.0,H. Barnes enters the game for D. Green,,86-73,,
4:49.0,,,86-73,,M. Conley misses 3-pt shot from 26 ft
4:48.0,Defensive rebound by K. Thompson,,86-73,,
4:38.0,S. Livingston makes 2-pt shot from 12 ft (assist by S. Curry),2,88-73,,
4:21.0,A. Iguodala enters the game for S. Livingston,,88-73,,
4:18.0,,,88-73,,C. Lee misses 2-pt shot from 2 ft
4:18.0,Defensive rebound by Team,,88-73,,
4:18.0,,,88-73,,Loose ball foul by Z. Randolph (drawn by A. Iguodala)
4:18.0,A. Iguodala makes free throw 1 of 2,1,89-73,,
4:18.0,A. Iguodala makes free throw 2 of 2,1,90-73,,
4:10.0,Personal foul by H. Barnes (drawn by M. Gasol),,90-73,,
3:57.0,,,90-73,,Shooting foul by H. Barnes (drawn by T. Allen)
3:57.0,,,90-74,1,T. Allen makes free throw 1 of 2
3:57.0,,,90-75,1,T. Allen makes free throw 2 of 2
3:37.0,K. Thompson misses 3-pt shot from 24 ft,,90-75,,
3:35.0,Offensive rebound by H. Barnes,,90-75,,
3:35.0,H. Barnes makes 2-pt shot at rim,2,92-75,,
3:12.0,,,92-75,,M. Conley misses 2-pt shot from 17 ft
3:10.0,Defensive rebound by H. Barnes,,92-75,,
2:55.0,,,92-75,,Personal foul by M. Conley (drawn by A. Iguodala)
2:55.0,Golden State full timeout,,92-75,,
2:55.0,,,92-75,,J. Green enters the game for Z. Randolph
2:55.0,A. Iguodala misses free throw 1 of 2,,92-75,,
2:55.0,Offensive rebound by Team,,92-75,,
2:55.0,A. Iguodala makes free throw 2 of 2,1,93-75,,
2:40.0,,,93-75,,Turnover by C. Lee (bad pass; steal by S. Curry)
2:37.0,,,93-75,,Violation by J. Green (def goaltending)
2:37.0,S. Curry makes 2-pt shot at rim,2,95-75,,
2:28.0,,,95-77,2,M. Conley makes 2-pt shot at rim
2:06.0,A. Iguodala makes 3-pt shot from 25 ft (assist by H. Barnes),3,98-77,,
1:54.0,,,98-77,,Shooting foul by S. Curry (drawn by M. Gasol)
1:54.0,,,98-78,1,M. Gasol makes free throw 1 of 2
1:54.0,,,98-78,,R. Smith enters the game for M. Conley
1:54.0,I. Clark enters the game for S. Curry,,98-78,,
1:54.0,J. McAdoo enters the game for H. Barnes,,98-78,,
1:54.0,,,98-78,,J. Green enters the game for T. Allen
1:54.0,,,98-79,1,M. Gasol makes free throw 2 of 2
1:40.0,A. Iguodala makes 2-pt shot from 20 ft (assist by J. McAdoo),2,100-79,,
1:21.0,,,100-79,,J. Green misses 3-pt shot from 22 ft
1:21.0,Defensive rebound by I. Clark,,100-79,,
1:13.0,Turnover by I. Clark (lost ball; steal by R. Smith),,100-79,,
1:09.0,,,100-81,2,R. Smith makes 2-pt shot at rim
0:46.0,Turnover by I. Clark (bad pass),,100-81,,
0:32.0,,,100-84,3,M. Gasol makes 3-pt shot from 24 ft (assist by C. Lee)
0:13.0,A. Iguodala misses 3-pt shot from 24 ft,,100-84,,
0:12.0,,,100-84,,Defensive rebound by J. Green
0:00.0,End of 4th quarter,,,,End of 4th quarter
