time,Atlanta,pts.away,score,pts.home,New York
6:33.0,,,100-85,2,K. Porzingis makes 2-pt shot from 3 ft (assist by J. Grant)
6:22.0,T. Splitter makes 2-pt shot from 1 ft (assist by J. Teague),2,102-85,,
6:12.0,,,102-87,2,C. Anthony makes 2-pt shot from 2 ft
5:58.0,Shooting foul by C. Anthony (drawn by P. Millsap),,102-87,,
5:58.0,,,102-87,,New York full timeout
5:58.0,L. Patterson enters the game for K. Korver,,102-87,,
5:58.0,,,102-87,,L. Galloway enters the game for S. Vujacic
5:58.0,P. Millsap misses free throw 1 of 2,,102-87,,
5:58.0,Offensive rebound by Team,,102-87,,
5:58.0,P. Millsap makes free throw 2 of 2,1,103-87,,
5:35.0,,,103-87,,C. Anthony misses 3-pt shot from 24 ft
5:33.0,Defensive rebound by K. Bazemore,,103-87,,
5:32.0,Turnover by K. Bazemore (lost ball),,103-87,,
5:32.0,,,103-87,,New York full timeout
5:28.0,Violation by T. Splitter (kicked ball),,103-87,,
5:23.0,,,103-87,,K. Porzingis misses 2-pt shot from 17 ft
5:21.0,Defensive rebound by L. Patterson,,103-87,,
5:04.0,T. Splitter makes 2-pt shot from 2 ft (assist by K. Bazemore),2,105-87,,
5:04.0,Shooting foul by L. Thomas (drawn by T. Splitter),,105-87,,
5:04.0,,,105-87,,R. Lopez enters the game for L. Thomas
5:04.0,T. Splitter makes free throw 1 of 1,1,106-87,,
4:50.0,,,106-87,,C. Anthony misses 2-pt shot from 1 ft
4:48.0,Defensive rebound by J. Teague,,106-87,,
4:42.0,Turnover by J. Teague (lost ball; steal by C. Anthony),,106-87,,
4:38.0,,,106-89,2,C. Anthony makes 2-pt shot from 1 ft
4:22.0,J. Teague misses 2-pt shot from 4 ft,,106-89,,
4:22.0,Offensive rebound by Team,,106-89,,
4:16.0,Turnover by T. Splitter (offensive foul),,106-89,,
4:16.0,Offensive foul by T. Splitter,,106-89,,
4:02.0,,,106-89,,Turnover by R. Lopez (bad pass)
3:48.0,P. Millsap misses 2-pt shot from 1 ft (block by R. Lopez),,106-89,,
3:45.0,,,106-89,,Defensive rebound by L. Galloway
3:44.0,,,106-89,,Shooting foul by J. Teague (drawn by L. Galloway)
3:44.0,,,106-90,1,L. Galloway makes free throw 1 of 2
3:44.0,,,106-91,1,L. Galloway makes free throw 2 of 2
3:35.0,Turnover by T. Splitter (bad pass; steal by K. Porzingis),,106-91,,
3:27.0,,,106-93,2,R. Lopez makes 2-pt shot at rim (assist by C. Anthony)
3:26.0,Atlanta full timeout,,106-93,,
3:26.0,A. Horford enters the game for K. Bazemore,,106-93,,
3:26.0,K. Korver enters the game for T. Splitter,,106-93,,
3:07.0,L. Patterson misses 2-pt shot from 12 ft,,106-93,,
3:06.0,,,106-93,,Defensive rebound by K. Porzingis
2:48.0,,,106-93,,Turnover by K. Porzingis (bad pass; steal by P. Millsap)
2:30.0,A. Horford misses 2-pt shot from 5 ft (block by K. Porzingis),,106-93,,
2:29.0,Offensive rebound by L. Patterson,,106-93,,
2:28.0,Shooting foul by C. Anthony (drawn by L. Patterson),,106-93,,
2:28.0,L. Patterson misses free throw 1 of 2,,106-93,,
2:28.0,Offensive rebound by Team,,106-93,,
2:28.0,L. Patterson makes free throw 2 of 2,1,107-93,,
2:14.0,,,107-95,2,R. Lopez makes 2-pt shot from 5 ft (assist by C. Anthony)
1:59.0,P. Millsap makes 3-pt shot from 24 ft (assist by J. Teague),3,110-95,,
1:51.0,,,110-95,,C. Anthony misses 3-pt shot from 24 ft
1:49.0,Defensive rebound by K. Korver,,110-95,,
1:32.0,Turnover by J. Teague (lost ball; steal by K. Porzingis),,110-95,,
1:26.0,,,110-97,2,C. Anthony makes 2-pt shot from 1 ft
1:13.0,Shooting foul by K. Porzingis (drawn by P. Millsap),,110-97,,
1:13.0,P. Millsap misses free throw 1 of 2,,110-97,,
1:13.0,Offensive rebound by Team,,110-97,,
1:13.0,D. Schroder enters the game for J. Teague,,110-97,,
1:13.0,J. Holiday enters the game for K. Korver,,110-97,,
1:13.0,,,110-97,,C. Early enters the game for C. Anthony
1:13.0,P. Millsap makes free throw 2 of 2,1,111-97,,
1:09.0,Personal foul by J. Holiday (drawn by J. Grant),,111-97,,
1:09.0,,,111-97,,K. O'Quinn enters the game for R. Lopez
1:09.0,M. Scott enters the game for P. Millsap,,111-97,,
1:09.0,E. Tavares enters the game for A. Horford,,111-97,,
1:02.0,,,111-99,2,K. O'Quinn makes 2-pt shot from 19 ft (assist by J. Grant)
0:42.0,M. Scott misses 3-pt shot from 26 ft,,111-99,,
0:40.0,Offensive rebound by E. Tavares,,111-99,,
0:39.0,Shooting foul by C. Early (drawn by E. Tavares),,111-99,,
0:39.0,E. Tavares misses free throw 1 of 2,,111-99,,
0:39.0,Offensive rebound by Team,,111-99,,
0:39.0,E. Tavares makes free throw 2 of 2,1,112-99,,
0:24.0,,,112-101,2,K. O'Quinn makes 2-pt shot from 12 ft
0:00.0,Turnover by Team (shot clock),,112-101,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
