time,Minnesota,pts.away,score,pts.home,Golden State
0:34.0,,,104-106,,Turnover by D. Green (traveling)
0:20.0,A. Wiggins makes 2-pt shot from 2 ft,2,106-106,,
0:08.0,Personal foul by R. Rubio,,106-106,,
0:08.0,,,106-106,,Golden State full timeout
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:52.0,,,106-106,,Turnover by S. Curry (bad pass)
4:42.0,Shooting foul by D. Green (drawn by A. Wiggins),,106-106,,
4:42.0,A. Wiggins makes free throw 1 of 2,1,107-106,,
4:42.0,A. Wiggins makes free throw 2 of 2,1,108-106,,
4:22.0,,,108-106,,S. Curry misses 2-pt shot from 14 ft
4:21.0,Defensive rebound by S. Muhammad,,108-106,,
4:01.0,A. Wiggins makes 2-pt shot from 9 ft,2,110-106,,
4:01.0,,,110-106,,Golden State full timeout
4:01.0,,,110-106,,A. Bogut enters the game for H. Barnes
3:45.0,,,110-106,,S. Curry misses 2-pt shot from 3 ft (block by K. Towns)
3:44.0,,,110-106,,Offensive rebound by S. Curry
3:41.0,,,110-108,2,S. Livingston makes 2-pt shot from 11 ft (assist by S. Curry)
3:41.0,,,110-108,,Shooting foul by K. Towns (drawn by S. Livingston)
3:41.0,,,110-109,1,S. Livingston makes free throw 1 of 1
3:21.0,Turnover by K. Towns (lost ball; steal by S. Curry),,110-109,,
3:15.0,,,110-109,,Turnover by K. Thompson (lost ball; steal by Z. LaVine)
2:57.0,A. Wiggins makes 2-pt shot from 17 ft,2,112-109,,
2:39.0,,,112-109,,K. Thompson misses 3-pt shot from 25 ft
2:38.0,Defensive rebound by A. Wiggins,,112-109,,
2:34.0,,,112-109,,Personal foul by D. Green
2:34.0,,,112-109,,H. Barnes enters the game for D. Green
2:34.0,S. Muhammad makes free throw 1 of 2,1,113-109,,
2:34.0,S. Muhammad makes free throw 2 of 2,1,114-109,,
2:22.0,,,114-109,,S. Curry misses 2-pt shot from 22 ft
2:21.0,Defensive rebound by Team,,114-109,,
2:21.0,Minnesota full timeout,,114-109,,
2:03.0,R. Rubio misses 2-pt shot from 18 ft,,114-109,,
2:02.0,,,114-109,,Defensive rebound by A. Bogut
1:46.0,,,114-111,2,S. Livingston makes 2-pt shot at rim (assist by K. Thompson)
1:23.0,K. Towns makes 2-pt shot from 2 ft (assist by R. Rubio),2,116-111,,
1:18.0,,,116-113,2,S. Curry makes 2-pt shot from 1 ft
1:18.0,,,116-113,,Shooting foul by K. Towns (drawn by S. Curry)
1:18.0,,,116-114,1,S. Curry makes free throw 1 of 1
0:59.0,K. Towns makes 2-pt shot from 2 ft (assist by A. Wiggins),2,118-114,,
0:59.0,Shooting foul by H. Barnes (drawn by K. Towns),,118-114,,
0:59.0,K. Towns misses free throw 1 of 1,,118-114,,
0:58.0,,,118-114,,Defensive rebound by K. Thompson
0:56.0,,,118-114,,Golden State full timeout
0:51.0,,,118-114,,S. Curry misses 3-pt shot from 25 ft
0:49.0,Defensive rebound by A. Wiggins,,118-114,,
0:49.0,,,118-114,,Personal foul by K. Thompson
0:49.0,A. Wiggins misses free throw 1 of 2,,118-114,,
0:49.0,Offensive rebound by Team,,118-114,,
0:49.0,A. Wiggins makes free throw 2 of 2,1,119-114,,
0:42.0,,,119-114,,S. Curry misses 2-pt shot from 1 ft
0:40.0,Defensive rebound by K. Towns,,119-114,,
0:40.0,,,119-114,,Personal foul by S. Livingston
0:40.0,K. Towns misses free throw 1 of 2,,119-114,,
0:40.0,Offensive rebound by Team,,119-114,,
0:40.0,K. Towns makes free throw 2 of 2,1,120-114,,
0:32.0,,,120-114,,K. Thompson misses 3-pt shot from 25 ft
0:31.0,Defensive rebound by A. Wiggins,,120-114,,
0:28.0,,,120-114,,Personal foul by K. Thompson
0:28.0,A. Wiggins makes free throw 1 of 2,1,121-114,,
0:28.0,A. Wiggins makes free throw 2 of 2,1,122-114,,
0:21.0,,,122-117,3,K. Thompson makes 3-pt shot from 27 ft
0:20.0,,,122-117,,Personal foul by K. Thompson
0:20.0,S. Muhammad makes free throw 1 of 2,1,123-117,,
0:20.0,T. Prince enters the game for K. Towns,,123-117,,
0:20.0,S. Muhammad makes free throw 2 of 2,1,124-117,,
0:17.0,,,124-117,,S. Curry misses 3-pt shot from 28 ft
0:16.0,Defensive rebound by S. Muhammad,,124-117,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
