time,San Antonio,pts.away,score,pts.home,Oklahoma City
2:14.0,,,86-105,,Turnover by R. Foye (offensive foul)
1:55.0,B. Marjanovic misses 2-pt shot from 5 ft,,86-105,,
1:55.0,,,86-105,,Defensive rebound by E. Kanter
1:40.0,,,86-105,,Turnover by C. Payne (step out of bounds)
1:27.0,B. Marjanovic makes 2-pt shot from 9 ft,2,88-105,,
1:15.0,,,88-107,2,E. Kanter makes 2-pt shot from 5 ft
1:06.0,Turnover by K. Anderson (lost ball; steal by A. Roberson),,88-107,,
1:04.0,,,88-109,2,A. Roberson makes 2-pt shot at rim
0:51.0,B. Marjanovic makes 2-pt shot from 9 ft,2,90-109,,
0:37.0,,,90-109,,K. Singler misses 2-pt shot from 18 ft
0:36.0,,,90-109,,Offensive rebound by E. Kanter
0:35.0,,,90-111,2,E. Kanter makes 2-pt shot from 1 ft
0:12.0,J. Simmons makes 2-pt shot from 15 ft,2,92-111,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
