time,Brooklyn,pts.away,score,pts.home,Chicago
3:01.0,,,96-109,3,D. Rose makes 3-pt shot from 24 ft (assist by J. Butler)
3:00.0,Brooklyn full timeout,,96-109,,
3:00.0,D. Sloan enters the game for S. Larkin,,96-109,,
2:49.0,B. Bogdanovic misses 3-pt shot from 24 ft (block by T. Gibson),,96-109,,
2:49.0,,,96-109,,Defensive rebound by B. Portis
2:26.0,,,96-109,,J. Butler misses 2-pt shot from 6 ft
2:25.0,Defensive rebound by B. Bogdanovic,,96-109,,
2:20.0,S. Karasev makes 2-pt shot from 8 ft (assist by B. Bogdanovic),2,98-109,,
2:02.0,,,98-109,,D. McDermott misses 2-pt shot from 12 ft
2:00.0,,,98-109,,Offensive rebound by B. Portis
1:42.0,,,98-109,,Chicago full timeout
1:42.0,S. Kilpatrick enters the game for T. Young,,98-109,,
1:39.0,,,98-111,2,J. Butler makes 2-pt shot from 18 ft (assist by D. Rose)
1:21.0,S. Karasev misses 3-pt shot from 23 ft,,98-111,,
1:20.0,,,98-111,,Defensive rebound by D. Rose
1:06.0,,,98-113,2,T. Gibson makes 2-pt shot from 4 ft (assist by J. Butler)
0:58.0,S. Karasev makes 2-pt shot from 2 ft (assist by D. Sloan),2,100-113,,
0:55.0,Personal take foul by D. Sloan,,100-113,,
0:54.0,,,100-113,,C. Felicio enters the game for T. Gibson
0:54.0,,,100-113,,J. Holiday enters the game for J. Butler
0:54.0,,,100-113,,A. Brooks enters the game for D. Rose
0:54.0,T. Robinson enters the game for B. Bogdanovic,,100-113,,
0:54.0,M. Brown enters the game for B. Lopez,,100-113,,
0:34.0,,,100-115,2,B. Portis makes 2-pt shot at rim (assist by J. Holiday)
0:27.0,D. Sloan makes 2-pt shot from 17 ft,2,102-115,,
0:11.0,,,102-118,3,J. Holiday makes 3-pt shot from 25 ft
0:05.0,D. Sloan misses 2-pt shot from 2 ft,,102-118,,
0:04.0,,,102-118,,Defensive rebound by B. Portis
0:00.0,End of 4th quarter,,,,End of 4th quarter
