time,Washington,pts.away,score,pts.home,Miami
6:38.0,,,77-100,2,L. Deng makes 2-pt shot from 19 ft (assist by J. Richardson)
6:22.0,J. Dudley misses 3-pt shot from 25 ft,,77-100,,
6:21.0,Offensive rebound by M. Gortat,,77-100,,
6:14.0,J. Wall makes 2-pt shot from 17 ft,2,79-100,,
5:52.0,,,79-102,2,H. Whiteside makes 2-pt shot from 6 ft
5:47.0,,,79-102,,Personal foul by J. McRoberts (drawn by J. Dudley)
5:47.0,,,79-102,,Miami full timeout
5:38.0,O. Porter misses 3-pt shot from 22 ft,,79-102,,
5:37.0,,,79-102,,Defensive rebound by G. Dragic
5:31.0,,,79-104,2,L. Deng makes 2-pt shot from 2 ft (assist by G. Dragic)
5:18.0,B. Beal misses 3-pt shot from 25 ft,,79-104,,
5:17.0,Offensive rebound by O. Porter,,79-104,,
5:13.0,O. Porter makes 2-pt shot from 14 ft,2,81-104,,
4:54.0,,,81-104,,L. Deng misses 3-pt shot from 23 ft
4:53.0,Defensive rebound by J. Wall,,81-104,,
4:45.0,J. Dudley misses 3-pt shot from 24 ft,,81-104,,
4:44.0,Offensive rebound by M. Gortat,,81-104,,
4:39.0,M. Gortat makes 2-pt shot from 8 ft,2,83-104,,
4:34.0,Personal foul by B. Beal (drawn by J. Richardson),,83-104,,
4:34.0,D. Gooden enters the game for M. Gortat,,83-104,,
4:34.0,J. Eddie enters the game for J. Dudley,,83-104,,
4:34.0,R. Sessions enters the game for J. Wall,,83-104,,
4:34.0,M. Morris enters the game for B. Beal,,83-104,,
4:34.0,,,83-104,,J. Winslow enters the game for J. McRoberts
4:22.0,,,83-106,2,H. Whiteside makes 2-pt shot from 6 ft (assist by G. Dragic)
4:02.0,Shooting foul by J. Richardson (drawn by M. Morris),,83-106,,
4:02.0,M. Morris makes free throw 1 of 2,1,84-106,,
4:02.0,K. Oubre enters the game for O. Porter,,84-106,,
4:02.0,M. Morris misses free throw 2 of 2,,84-106,,
4:01.0,,,84-106,,Defensive rebound by H. Whiteside
3:49.0,,,84-106,,H. Whiteside misses 2-pt shot from 6 ft
3:44.0,Defensive rebound by K. Oubre,,84-106,,
3:41.0,K. Oubre makes 2-pt shot at rim,2,86-106,,
3:41.0,Shooting foul by L. Deng (drawn by K. Oubre),,86-106,,
3:41.0,K. Oubre makes free throw 1 of 1,1,87-106,,
3:24.0,,,87-106,,J. Richardson misses 3-pt shot from 25 ft
3:23.0,Defensive rebound by K. Oubre,,87-106,,
3:14.0,K. Oubre misses 2-pt shot from 1 ft,,87-106,,
3:13.0,,,87-106,,Defensive rebound by J. Richardson
3:09.0,,,87-108,2,G. Dragic makes 2-pt shot from 1 ft (assist by J. Richardson)
2:55.0,R. Sessions makes 2-pt shot from 10 ft,2,89-108,,
2:43.0,,,89-108,,G. Dragic misses 3-pt shot from 25 ft
2:42.0,,,89-108,,Offensive rebound by G. Dragic
2:38.0,,,89-110,2,L. Deng makes 2-pt shot from 2 ft (assist by G. Dragic)
2:29.0,M. Morris misses 3-pt shot from 25 ft,,89-110,,
2:28.0,,,89-110,,Defensive rebound by G. Dragic
2:11.0,,,89-110,,J. Richardson misses 2-pt shot at rim
2:10.0,,,89-110,,Offensive rebound by J. Winslow
2:09.0,,,89-110,,Shooting foul by D. Gooden (drawn by J. Winslow)
2:09.0,Washington full timeout,,89-110,,
2:09.0,,,89-110,,U. Haslem enters the game for L. Deng
2:09.0,,,89-110,,B. Udrih enters the game for G. Dragic
2:09.0,,,89-110,,G. Green enters the game for H. Whiteside
2:09.0,,,89-111,1,J. Winslow makes free throw 1 of 2
2:09.0,,,89-111,,J. Winslow misses free throw 2 of 2
2:08.0,Defensive rebound by D. Gooden,,89-111,,
1:52.0,D. Gooden makes 2-pt shot from 18 ft,2,91-111,,
1:52.0,Shooting foul by U. Haslem (drawn by D. Gooden),,91-111,,
1:52.0,D. Gooden makes free throw 1 of 1,1,92-111,,
1:36.0,,,92-113,2,J. Winslow makes 2-pt shot from 3 ft (assist by B. Udrih)
1:36.0,Shooting block foul by D. Gooden (drawn by J. Winslow),,92-113,,
1:36.0,,,92-114,1,J. Winslow makes free throw 1 of 1
1:24.0,D. Gooden misses 3-pt shot from 24 ft,,92-114,,
1:23.0,Offensive rebound by M. Morris,,92-114,,
1:18.0,K. Oubre misses 3-pt shot from 26 ft,,92-114,,
1:17.0,,,92-114,,Defensive rebound by J. Richardson
0:58.0,,,92-114,,G. Green misses 2-pt shot from 1 ft (block by D. Gooden)
0:57.0,,,92-114,,Offensive rebound by G. Green
0:57.0,,,92-114,,Turnover by Team (shot clock)
0:40.0,Turnover by R. Sessions (bad pass; steal by U. Haslem),,92-114,,
0:18.0,,,92-114,,J. Richardson misses 3-pt shot from 25 ft
0:17.0,Defensive rebound by D. Gooden,,92-114,,
0:09.0,D. Gooden makes 2-pt shot from 2 ft (assist by R. Sessions),2,94-114,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
