time,Brooklyn,pts.away,score,pts.home,Miami
1:58.0,T. Young makes 2-pt shot from 8 ft (assist by J. Johnson),2,100-91,,
1:50.0,,,100-91,,Shooting foul by J. Johnson (drawn by D. Wade)
1:50.0,,,100-92,1,D. Wade makes free throw 1 of 2
1:50.0,,,100-93,1,D. Wade makes free throw 2 of 2
1:30.0,J. Johnson misses 3-pt shot from 22 ft,,100-93,,
1:29.0,Offensive rebound by J. Jack,,100-93,,
1:11.0,W. Ellington makes 3-pt shot from 22 ft (assist by J. Jack),3,103-93,,
1:11.0,,,103-93,,Miami full timeout
1:09.0,,,103-96,3,C. Bosh makes 3-pt shot from 24 ft (assist by D. Wade)
1:01.0,,,103-96,,Personal foul by G. Dragic (drawn by J. Johnson)
1:00.0,Brooklyn full timeout,,103-96,,
0:55.0,Turnover by W. Ellington (lost ball; steal by D. Wade),,103-96,,
0:52.0,,,103-96,,Shooting foul by T. Young (drawn by D. Wade)
0:52.0,,,103-97,1,D. Wade makes free throw 1 of 2
0:52.0,,,103-97,,L. Deng enters the game for G. Green
0:52.0,S. Larkin enters the game for W. Ellington,,103-97,,
0:52.0,,,103-97,,D. Wade misses free throw 2 of 2
0:52.0,,,103-97,,Offensive rebound by C. Bosh
0:49.0,Personal foul by T. Young (drawn by C. Bosh),,103-97,,
0:49.0,A. Bargnani enters the game for T. Young,,103-97,,
0:49.0,,,103-97,,C. Bosh misses free throw 1 of 2
0:49.0,,,103-97,,Offensive rebound by Team
0:49.0,,,103-98,1,C. Bosh makes free throw 2 of 2
0:47.0,,,103-98,,Personal foul by D. Wade (drawn by S. Larkin)
0:47.0,S. Larkin misses free throw 1 of 2,,103-98,,
0:47.0,Offensive rebound by Team,,103-98,,
0:47.0,,,103-98,,G. Green enters the game for H. Whiteside
0:47.0,S. Larkin makes free throw 2 of 2,1,104-98,,
0:41.0,,,104-100,2,D. Wade makes 2-pt shot at rim
0:38.0,,,104-100,,Personal foul by D. Wade (drawn by S. Larkin)
0:38.0,S. Larkin makes free throw 1 of 2,1,105-100,,
0:38.0,W. Ellington enters the game for A. Bargnani,,105-100,,
0:38.0,S. Larkin makes free throw 2 of 2,1,106-100,,
0:33.0,,,106-100,,Turnover by D. Wade (bad pass; steal by J. Jack)
0:32.0,,,106-100,,Personal foul by G. Green (drawn by J. Jack)
0:32.0,J. Jack makes free throw 1 of 2,1,107-100,,
0:32.0,,,107-100,,H. Whiteside enters the game for G. Green
0:32.0,T. Robinson enters the game for B. Lopez,,107-100,,
0:32.0,J. Jack makes free throw 2 of 2,1,108-100,,
0:32.0,,,108-100,,Miami full timeout
0:32.0,,,108-100,,G. Green enters the game for H. Whiteside
0:28.0,,,108-102,2,D. Wade makes 2-pt shot at rim
0:22.0,Turnover by J. Johnson (bad pass; steal by C. Bosh),,108-102,,
0:18.0,,,108-102,,D. Wade misses 3-pt shot from 23 ft
0:17.0,Defensive rebound by T. Robinson,,108-102,,
0:17.0,,,108-102,,Personal foul by L. Deng (drawn by T. Robinson)
0:17.0,T. Robinson misses free throw 1 of 2,,108-102,,
0:17.0,Offensive rebound by Team,,108-102,,
0:17.0,T. Robinson makes free throw 2 of 2,1,109-102,,
0:09.0,,,109-105,3,L. Deng makes 3-pt shot from 25 ft (assist by G. Dragic)
0:09.0,Brooklyn full timeout,,109-105,,
0:09.0,,,109-105,,T. Johnson enters the game for G. Green
0:09.0,B. Lopez enters the game for T. Robinson,,109-105,,
0:09.0,,,109-105,,Personal foul by T. Johnson (drawn by W. Ellington)
0:09.0,W. Ellington makes free throw 1 of 2,1,110-105,,
0:09.0,W. Ellington misses free throw 2 of 2,,110-105,,
0:08.0,,,110-105,,Defensive rebound by L. Deng
0:08.0,,,110-105,,Miami full timeout
0:08.0,,,110-105,,G. Green enters the game for T. Johnson
0:08.0,B. Bogdanovic enters the game for B. Lopez,,110-105,,
0:04.0,,,110-105,,L. Deng misses 3-pt shot from 22 ft
0:03.0,Defensive rebound by J. Johnson,,110-105,,
0:02.0,,,110-105,,Personal foul by C. Bosh (drawn by J. Johnson)
0:02.0,J. Johnson misses free throw 1 of 2,,110-105,,
0:02.0,Offensive rebound by Team,,110-105,,
0:02.0,,,110-105,,T. Johnson enters the game for D. Wade
0:02.0,J. Johnson makes free throw 2 of 2,1,111-105,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
