time,Oklahoma City,pts.away,score,pts.home,Phoenix
5:30.0,,,99-96,,Personal block foul by S. Weems (drawn by R. Westbrook)
5:30.0,R. Westbrook makes free throw 1 of 2,1,100-96,,
5:30.0,R. Westbrook makes free throw 2 of 2,1,101-96,,
5:19.0,Personal foul by R. Westbrook (drawn by M. Morris),,101-96,,
5:19.0,,,101-96,,M. Morris misses free throw 1 of 2
5:19.0,,,101-96,,Offensive rebound by Team
5:19.0,,,101-97,1,M. Morris makes free throw 2 of 2
5:09.0,,,101-97,,Personal foul by P. Tucker (drawn by K. Durant)
5:09.0,K. Durant makes free throw 1 of 2,1,102-97,,
5:09.0,K. Durant makes free throw 2 of 2,1,103-97,,
5:00.0,,,103-97,,Turnover by M. Morris (bad pass)
4:42.0,D. Waiters makes 3-pt shot from 23 ft (assist by K. Durant),3,106-97,,
4:34.0,,,106-97,,Phoenix full timeout
4:34.0,,,106-97,,M. Teletovic enters the game for S. Weems
4:26.0,,,106-99,2,M. Morris makes 2-pt shot from 2 ft
4:26.0,,,106-99,,Shooting foul by S. Ibaka (drawn by M. Morris)
4:26.0,,,106-100,1,M. Morris makes free throw 1 of 1
4:18.0,,,106-100,,Personal foul by M. Teletovic (drawn by S. Adams)
4:18.0,S. Adams misses free throw 1 of 2,,106-100,,
4:18.0,Offensive rebound by Team,,106-100,,
4:18.0,S. Adams misses free throw 2 of 2,,106-100,,
4:18.0,,,106-100,,Defensive rebound by Team
4:18.0,Loose ball foul by S. Adams (drawn by A. Goodwin),,106-100,,
4:18.0,,,106-101,1,A. Goodwin makes free throw 1 of 2
4:18.0,E. Kanter enters the game for S. Adams,,106-101,,
4:18.0,,,106-102,1,A. Goodwin makes free throw 2 of 2
4:06.0,Turnover by R. Westbrook (bad pass; steal by P. Tucker),,106-102,,
4:01.0,,,106-102,,Turnover by M. Teletovic (bad pass)
3:47.0,R. Westbrook makes 2-pt shot from 20 ft,2,108-102,,
3:25.0,,,108-102,,A. Goodwin misses 2-pt shot from 2 ft (block by S. Ibaka)
3:25.0,Defensive rebound by R. Westbrook,,108-102,,
3:25.0,,,108-102,,Personal block foul by P. Tucker (drawn by R. Westbrook)
3:25.0,R. Westbrook makes free throw 1 of 2,1,109-102,,
3:25.0,R. Westbrook makes free throw 2 of 2,1,110-102,,
3:14.0,,,110-104,2,A. Goodwin makes 2-pt shot at rim (assist by M. Morris)
3:06.0,K. Durant makes 3-pt shot from 28 ft (assist by R. Westbrook),3,113-104,,
3:05.0,,,113-104,,Phoenix full timeout
2:54.0,,,113-104,,M. Teletovic misses 3-pt shot from 25 ft
2:52.0,Defensive rebound by R. Westbrook,,113-104,,
2:49.0,E. Kanter makes 2-pt shot at rim (assist by R. Westbrook),2,115-104,,
2:28.0,,,115-104,,Turnover by M. Teletovic (lost ball)
2:13.0,Turnover by E. Kanter (bad pass; steal by P. Tucker),,115-104,,
2:09.0,,,115-106,2,P. Tucker makes 2-pt shot from 1 ft
2:02.0,,,115-106,,Personal foul by P. Tucker (drawn by R. Westbrook)
2:02.0,,,115-106,,S. Weems enters the game for P. Tucker
2:02.0,,,115-106,,Violation by Team (jump ball)
2:02.0,R. Westbrook makes free throw 1 of 2,1,116-106,,
2:02.0,R. Westbrook makes free throw 2 of 2,1,117-106,,
1:50.0,,,117-106,,Turnover by S. Weems (lost ball)
1:30.0,K. Durant makes 3-pt shot from 26 ft,3,120-106,,
1:30.0,,,120-106,,Phoenix full timeout
1:25.0,,,120-106,,M. Teletovic misses 2-pt shot from 6 ft
1:24.0,Defensive rebound by Team,,120-106,,
1:09.0,C. Payne enters the game for R. Westbrook,,120-106,,
1:09.0,K. Singler enters the game for K. Durant,,120-106,,
1:09.0,S. Novak enters the game for S. Ibaka,,120-106,,
1:01.0,D. Waiters misses 3-pt shot from 22 ft,,120-106,,
0:59.0,,,120-106,,Defensive rebound by M. Morris
0:53.0,,,120-106,,Turnover by A. Goodwin (bad pass; steal by K. Singler)
0:32.0,C. Payne makes 2-pt shot from 2 ft,2,122-106,,
0:32.0,,,122-106,,Phoenix full timeout
0:24.0,,,122-106,,M. Morris misses 2-pt shot from 3 ft
0:22.0,,,122-106,,Offensive rebound by M. Morris
0:22.0,,,122-106,,M. Morris misses 2-pt shot from 2 ft
0:19.0,Defensive rebound by C. Payne,,122-106,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
