time,New Orleans,pts.away,score,pts.home,LA Clippers
4:57.0,Defensive rebound by D. Cunningham,,89-97,,
4:48.0,J. Holiday makes 2-pt shot at rim (assist by T. Evans),2,91-97,,
4:29.0,,,91-97,,Turnover by C. Paul (bad pass)
4:12.0,T. Evans misses 2-pt shot from 1 ft,,91-97,,
4:12.0,Offensive rebound by Team,,91-97,,
4:01.0,J. Holiday makes 2-pt shot from 5 ft,2,93-97,,
3:47.0,,,93-97,,Shooting foul by D. Cunningham (drawn by D. Jordan)
3:47.0,,,93-97,,D. Jordan misses free throw 1 of 2
3:47.0,,,93-97,,Offensive rebound by Team
3:47.0,,,93-98,1,D. Jordan makes free throw 2 of 2
3:30.0,J. Holiday makes 3-pt shot from 26 ft (assist by D. Cunningham),3,96-98,,
3:18.0,,,96-98,,W. Johnson misses 3-pt shot from 25 ft
3:17.0,,,96-98,,Offensive rebound by D. Jordan
3:17.0,,,96-98,,D. Jordan misses 2-pt shot from 2 ft
3:17.0,,,96-98,,Offensive rebound by D. Jordan
3:17.0,Personal foul by T. Evans (drawn by D. Jordan),,96-98,,
3:17.0,,,96-99,1,D. Jordan makes free throw 1 of 2
3:17.0,,,96-99,,A. Rivers enters the game for J. Crawford
3:17.0,,,96-100,1,D. Jordan makes free throw 2 of 2
2:56.0,T. Evans makes 2-pt shot from 18 ft,2,98-100,,
2:38.0,,,98-100,,J. Redick misses 2-pt shot from 16 ft
2:37.0,Defensive rebound by D. Cunningham,,98-100,,
2:23.0,T. Evans misses 3-pt shot from 24 ft,,98-100,,
2:22.0,,,98-100,,Defensive rebound by D. Jordan
2:11.0,,,98-100,,W. Johnson misses 3-pt shot from 25 ft
2:10.0,Defensive rebound by E. Gordon,,98-100,,
1:54.0,R. Anderson misses 3-pt shot from 27 ft,,98-100,,
1:54.0,,,98-100,,Defensive rebound by Team
1:54.0,New Orleans full timeout,,98-100,,
1:54.0,,,98-100,,J. Crawford enters the game for A. Rivers
1:36.0,,,98-100,,Shooting foul by T. Evans (drawn by D. Jordan)
1:36.0,,,98-100,,D. Jordan misses free throw 1 of 2
1:36.0,,,98-100,,Offensive rebound by Team
1:36.0,,,98-100,,A. Rivers enters the game for J. Crawford
1:36.0,,,98-100,,L. Mbah a Moute enters the game for W. Johnson
1:36.0,,,98-100,,D. Jordan misses free throw 2 of 2
1:36.0,Defensive rebound by R. Anderson,,98-100,,
1:20.0,D. Cunningham misses 3-pt shot from 25 ft,,98-100,,
1:19.0,,,98-100,,Defensive rebound by D. Jordan
1:14.0,,,98-100,,LA Clippers full timeout
1:14.0,,,98-100,,J. Crawford enters the game for L. Mbah a Moute
1:14.0,,,98-100,,W. Johnson enters the game for A. Rivers
1:07.0,,,98-100,,Turnover by C. Paul (lost ball)
1:06.0,,,98-100,,L. Mbah a Moute enters the game for W. Johnson
1:06.0,,,98-100,,A. Rivers enters the game for J. Crawford
0:50.0,J. Holiday misses 2-pt shot from 18 ft,,98-100,,
0:48.0,,,98-100,,Defensive rebound by J. Redick
0:44.0,,,98-100,,LA Clippers full timeout
0:44.0,,,98-100,,W. Johnson enters the game for L. Mbah a Moute
0:44.0,,,98-100,,J. Crawford enters the game for A. Rivers
0:28.0,,,98-100,,C. Paul misses 2-pt shot from 19 ft
0:28.0,Defensive rebound by J. Holiday,,98-100,,
0:20.0,New Orleans full timeout,,98-100,,
0:20.0,,,98-100,,L. Mbah a Moute enters the game for W. Johnson
0:20.0,,,98-100,,A. Rivers enters the game for J. Crawford
0:08.0,D. Cunningham misses 3-pt shot from 25 ft,,98-100,,
0:07.0,,,98-100,,Defensive rebound by J. Redick
0:07.0,Personal take foul by J. Holiday (drawn by J. Redick),,98-100,,
0:07.0,,,98-101,1,J. Redick makes free throw 1 of 2
0:07.0,,,98-101,,J. Redick misses free throw 2 of 2
0:06.0,Defensive rebound by J. Holiday,,98-101,,
0:04.0,,,98-101,,Personal take foul by C. Paul (drawn by J. Holiday)
0:04.0,L. Babbitt enters the game for D. Cunningham,,98-101,,
0:02.0,Shooting foul by A. Rivers (drawn by J. Holiday),,98-101,,
0:02.0,J. Holiday makes free throw 1 of 3,1,99-101,,
0:02.0,J. Holiday makes free throw 2 of 3,1,100-101,,
0:02.0,J. Holiday makes free throw 3 of 3,1,101-101,,
0:02.0,,,101-101,,LA Clippers full timeout
0:02.0,,,101-101,,J. Crawford enters the game for L. Mbah a Moute
0:02.0,,,101-101,,W. Johnson enters the game for A. Rivers
0:02.0,A. Gee enters the game for R. Anderson,,101-101,,
0:02.0,D. Cunningham enters the game for L. Babbitt,,101-101,,
0:00.0,,,101-101,,D. Jordan misses 2-pt shot from 3 ft
0:00.0,,,101-101,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:54.0,,,101-101,,J. Redick misses 2-pt shot from 2 ft
4:54.0,,,101-101,,Offensive rebound by Team
4:38.0,,,101-103,2,D. Jordan makes 2-pt shot from 3 ft (assist by W. Johnson)
4:38.0,,,101-103,,Shooting foul by T. Evans (drawn by D. Jordan)
4:38.0,,,101-103,,D. Jordan misses free throw 1 of 1
4:37.0,Defensive rebound by J. Holiday,,101-103,,
4:15.0,D. Cunningham makes 3-pt shot from 25 ft (assist by T. Evans),3,104-103,,
3:49.0,,,104-105,2,C. Paul makes 2-pt shot from 15 ft
3:26.0,,,104-105,,Personal foul by C. Paul (drawn by R. Anderson)
3:14.0,Turnover by E. Gordon (bad pass),,104-105,,
2:54.0,,,104-105,,Turnover by J. Crawford (step out of bounds)
2:54.0,New Orleans full timeout,,104-105,,
2:42.0,J. Holiday makes 2-pt shot from 15 ft,2,106-105,,
2:21.0,,,106-108,3,W. Johnson makes 3-pt shot from 23 ft (assist by J. Redick)
2:06.0,J. Holiday misses 3-pt shot from 27 ft,,106-108,,
2:05.0,Offensive rebound by Team,,106-108,,
1:54.0,D. Cunningham misses 2-pt shot from 14 ft,,106-108,,
1:53.0,Offensive rebound by R. Anderson,,106-108,,
1:42.0,J. Holiday misses 3-pt shot from 25 ft,,106-108,,
1:41.0,Offensive rebound by D. Cunningham,,106-108,,
1:39.0,D. Cunningham misses 2-pt shot from 1 ft (block by D. Jordan),,106-108,,
1:37.0,,,106-108,,Defensive rebound by D. Jordan
1:15.0,,,106-111,3,C. Paul makes 3-pt shot from 24 ft
1:15.0,New Orleans full timeout,,106-111,,
1:15.0,,,106-111,,A. Rivers enters the game for W. Johnson
1:15.0,,,106-111,,L. Mbah a Moute enters the game for J. Crawford
1:08.0,Shooting foul by D. Jordan (drawn by J. Holiday),,106-111,,
1:08.0,J. Holiday misses free throw 1 of 2,,106-111,,
1:08.0,Offensive rebound by Team,,106-111,,
1:08.0,,,106-111,,W. Johnson enters the game for L. Mbah a Moute
1:08.0,,,106-111,,J. Crawford enters the game for A. Rivers
1:08.0,J. Holiday makes free throw 2 of 2,1,107-111,,
1:08.0,Loose ball foul by R. Anderson (drawn by D. Jordan),,107-111,,
0:47.0,,,107-111,,J. Crawford misses 2-pt shot from 15 ft
0:46.0,Defensive rebound by R. Anderson,,107-111,,
0:38.0,,,107-111,,Personal foul by J. Crawford (drawn by T. Evans)
0:38.0,T. Evans makes free throw 1 of 2,1,108-111,,
0:38.0,,,108-111,,L. Mbah a Moute enters the game for D. Jordan
0:38.0,N. Cole enters the game for E. Gordon,,108-111,,
0:38.0,T. Evans makes free throw 2 of 2,1,109-111,,
0:38.0,Loose ball foul by D. Cunningham (drawn by L. Mbah a Moute),,109-111,,
0:38.0,,,109-111,,L. Mbah a Moute misses free throw 1 of 2
0:38.0,,,109-111,,Offensive rebound by Team
0:38.0,,,109-111,,A. Rivers enters the game for J. Crawford
0:38.0,,,109-112,1,L. Mbah a Moute makes free throw 2 of 2
0:25.0,J. Holiday misses 2-pt shot from 2 ft,,109-112,,
0:24.0,Offensive rebound by R. Anderson,,109-112,,
0:23.0,R. Anderson misses 2-pt shot from 2 ft,,109-112,,
0:21.0,,,109-112,,Defensive rebound by L. Mbah a Moute
0:20.0,Personal take foul by R. Anderson (drawn by L. Mbah a Moute),,109-112,,
0:20.0,,,109-112,,L. Mbah a Moute misses free throw 1 of 2
0:20.0,,,109-112,,Offensive rebound by Team
0:20.0,,,109-113,1,L. Mbah a Moute makes free throw 2 of 2
0:20.0,New Orleans full timeout,,109-113,,
0:10.0,,,109-113,,Personal foul by C. Paul (drawn by T. Evans)
0:10.0,T. Evans makes free throw 1 of 2,1,110-113,,
0:10.0,,,110-113,,J. Crawford enters the game for A. Rivers
0:10.0,,,110-113,,P. Pierce enters the game for L. Mbah a Moute
0:10.0,T. Evans makes free throw 2 of 2,1,111-113,,
0:10.0,Loose ball foul by R. Anderson (drawn by W. Johnson),,111-113,,
0:10.0,,,111-113,,W. Johnson misses free throw 1 of 2
0:10.0,,,111-113,,Offensive rebound by Team
0:10.0,L. Babbitt enters the game for D. Cunningham,,111-113,,
0:10.0,E. Gordon enters the game for N. Cole,,111-113,,
0:10.0,,,111-113,,A. Rivers enters the game for P. Pierce
0:10.0,,,111-113,,L. Mbah a Moute enters the game for J. Crawford
0:10.0,,,111-114,1,W. Johnson makes free throw 2 of 2
0:01.0,R. Anderson misses 2-pt shot from 21 ft,,111-114,,
0:00.0,Offensive rebound by Team,,111-114,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
