time,New York,pts.away,score,pts.home,Philadelphia
6:20.0,Turnover by K. O'Quinn (bad pass),,94-79,,
6:07.0,,,94-79,,R. Covington misses 2-pt shot from 1 ft
6:05.0,Defensive rebound by S. Vujacic,,94-79,,
5:58.0,K. O'Quinn misses 2-pt shot from 2 ft,,94-79,,
5:56.0,Offensive rebound by K. O'Quinn,,94-79,,
5:56.0,Shooting foul by N. Noel (drawn by K. O'Quinn),,94-79,,
5:56.0,Official timeout,,94-79,,
5:56.0,J. Grant enters the game for S. Vujacic,,94-79,,
5:56.0,K. O'Quinn makes free throw 1 of 2,1,95-79,,
5:56.0,K. O'Quinn makes free throw 2 of 2,1,96-79,,
5:41.0,,,96-82,3,I. Smith makes 3-pt shot from 26 ft
5:41.0,Away from play foul by C. Early,,96-82,,
5:41.0,,,96-83,1,N. Noel makes free throw 1 of 1
5:24.0,L. Galloway misses 2-pt shot from 5 ft (block by J. Grant),,96-83,,
5:22.0,,,96-83,,Defensive rebound by R. Covington
5:21.0,,,96-83,,Shooting foul by C. Early (drawn by R. Covington)
5:21.0,S. Vujacic enters the game for C. Early,,96-83,,
5:21.0,,,96-84,1,R. Covington makes free throw 1 of 2
5:21.0,,,96-85,1,R. Covington makes free throw 2 of 2
5:02.0,S. Vujacic makes 2-pt shot from 20 ft (assist by A. Afflalo),2,98-85,,
4:46.0,,,98-85,,Turnover by J. Grant (lost ball; steal by J. Grant)
4:35.0,,,98-85,,H. Thompson enters the game for J. Grant
4:25.0,J. Grant misses 2-pt shot from 14 ft,,98-85,,
4:23.0,Offensive rebound by K. O'Quinn,,98-85,,
4:22.0,K. O'Quinn misses 2-pt shot from 3 ft,,98-85,,
4:21.0,,,98-85,,Defensive rebound by R. Covington
4:14.0,,,98-88,3,N. Stauskas makes 3-pt shot from 24 ft (assist by I. Smith)
3:50.0,K. O'Quinn makes 2-pt shot from 4 ft,2,100-88,,
3:44.0,,,100-88,,Shooting foul by K. O'Quinn (drawn by N. Stauskas)
3:44.0,,,100-89,1,N. Stauskas makes free throw 1 of 2
3:44.0,R. Lopez enters the game for K. O'Quinn,,100-89,,
3:44.0,,,100-90,1,N. Stauskas makes free throw 2 of 2
3:33.0,L. Galloway misses 2-pt shot from 2 ft,,100-90,,
3:31.0,,,100-90,,Defensive rebound by H. Thompson
3:26.0,,,100-90,,R. Covington misses 3-pt shot from 24 ft
3:21.0,Defensive rebound by S. Vujacic,,100-90,,
3:06.0,R. Lopez makes 2-pt shot from 6 ft (assist by S. Vujacic),2,102-90,,
2:53.0,,,102-93,3,R. Covington makes 3-pt shot from 25 ft (assist by I. Smith)
2:31.0,Turnover by J. Grant (lost ball; steal by N. Noel),,102-93,,
2:25.0,,,102-93,,N. Stauskas misses 2-pt shot from 2 ft
2:25.0,,,102-93,,Offensive rebound by N. Stauskas
2:25.0,,,102-93,,Shooting foul by J. Grant (drawn by N. Stauskas)
2:25.0,New York full timeout,,102-93,,
2:25.0,,,102-94,1,N. Stauskas makes free throw 1 of 2
2:25.0,,,102-95,1,N. Stauskas makes free throw 2 of 2
2:05.0,L. Galloway misses 2-pt shot from 1 ft,,102-95,,
2:04.0,,,102-95,,Defensive rebound by N. Noel
1:56.0,,,102-97,2,H. Thompson makes 2-pt shot from 18 ft (assist by N. Stauskas)
1:39.0,,,102-97,,Personal foul by H. Thompson
1:24.0,Turnover by Team (shot clock),,102-97,,
1:24.0,,,102-97,,Philadelphia full timeout
1:09.0,,,102-99,2,R. Covington makes 2-pt shot from 2 ft
1:09.0,,,102-99,,Shooting foul by R. Lopez (drawn by R. Covington)
1:09.0,,,102-99,,J. Grant enters the game for H. Thompson
1:09.0,,,102-100,1,R. Covington makes free throw 1 of 1
0:57.0,J. Grant makes 2-pt shot from 14 ft,2,104-100,,
0:57.0,,,104-100,,Philadelphia full timeout
0:57.0,,,104-100,,H. Thompson enters the game for J. Grant
0:45.0,,,104-102,2,N. Noel makes 2-pt shot at rim (assist by R. Covington)
0:34.0,Shooting foul by N. Stauskas (drawn by J. Grant),,104-102,,
0:34.0,J. Grant makes free throw 1 of 2,1,105-102,,
0:34.0,J. Grant misses free throw 2 of 2,,105-102,,
0:33.0,Offensive rebound by R. Lopez,,105-102,,
0:32.0,,,105-102,,Personal foul by I. Smith
0:32.0,R. Lopez makes free throw 1 of 2,1,106-102,,
0:32.0,R. Lopez makes free throw 2 of 2,1,107-102,,
0:23.0,,,107-102,,R. Covington misses 3-pt shot from 25 ft
0:22.0,Defensive rebound by J. Grant,,107-102,,
0:20.0,,,107-102,,Personal foul by N. Noel
0:20.0,J. Grant misses free throw 1 of 2,,107-102,,
0:20.0,Offensive rebound by Team,,107-102,,
0:20.0,J. Grant misses free throw 2 of 2,,107-102,,
0:20.0,,,107-102,,Defensive rebound by I. Smith
0:14.0,,,107-102,,H. Thompson misses 3-pt shot from 25 ft
0:12.0,Defensive rebound by R. Lopez,,107-102,,
0:12.0,,,107-102,,Personal foul by R. Covington
0:12.0,R. Lopez makes free throw 1 of 2,1,108-102,,
0:12.0,R. Lopez makes free throw 2 of 2,1,109-102,,
0:12.0,,,109-102,,Philadelphia full timeout
0:08.0,,,109-102,,H. Thompson misses 2-pt shot from 19 ft
0:06.0,Defensive rebound by Team,,109-102,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
