time,Portland,pts.away,score,pts.home,Houston
3:53.0,,,90-83,2,T. Ariza makes 2-pt shot from 9 ft
3:40.0,,,90-83,,Personal take foul by D. Howard (drawn by M. Plumlee)
3:35.0,D. Lillard misses 3-pt shot from 24 ft,,90-83,,
3:34.0,Offensive rebound by A. Aminu,,90-83,,
3:27.0,A. Crabbe misses 2-pt shot from 3 ft,,90-83,,
3:26.0,,,90-83,,Defensive rebound by T. Ariza
3:22.0,,,90-83,,Offensive charge foul by J. Harden
3:22.0,,,90-83,,Turnover by J. Harden (offensive foul)
3:19.0,,,90-83,,Personal take foul by T. Jones (drawn by M. Plumlee)
3:19.0,M. Plumlee makes free throw 1 of 2,1,91-83,,
3:19.0,,,91-83,,M. Thornton enters the game for T. Jones
3:19.0,M. Plumlee makes free throw 2 of 2,1,92-83,,
3:05.0,,,92-83,,J. Harden misses 2-pt shot from 3 ft (block by M. Plumlee)
3:04.0,Defensive rebound by A. Aminu,,92-83,,
2:52.0,D. Lillard misses 2-pt shot from 7 ft,,92-83,,
2:51.0,,,92-83,,Defensive rebound by D. Howard
2:44.0,,,92-83,,T. Ariza misses 3-pt shot from 24 ft
2:43.0,,,92-83,,Offensive rebound by J. Terry
2:40.0,,,92-83,,M. Thornton misses 3-pt shot from 24 ft
2:39.0,Defensive rebound by A. Crabbe,,92-83,,
2:22.0,A. Crabbe misses 3-pt shot from 22 ft,,92-83,,
2:21.0,,,92-83,,Defensive rebound by J. Harden
2:13.0,,,92-83,,Shooting foul by M. Plumlee (drawn by J. Harden)
2:13.0,,,92-84,1,J. Harden makes free throw 1 of 2
2:13.0,,,92-84,,C. Brewer enters the game for M. Thornton
2:13.0,,,92-85,1,J. Harden makes free throw 2 of 2
1:50.0,A. Aminu misses 2-pt shot from 17 ft,,92-85,,
1:49.0,,,92-85,,Defensive rebound by C. Brewer
1:45.0,,,92-85,,Shooting foul by A. Aminu (drawn by C. Brewer)
1:45.0,,,92-86,1,C. Brewer makes free throw 1 of 2
1:45.0,,,92-87,1,C. Brewer makes free throw 2 of 2
1:24.0,D. Lillard makes 2-pt shot from 2 ft,2,94-87,,
1:18.0,,,94-87,,J. Harden misses 3-pt shot from 24 ft
1:17.0,,,94-87,,Offensive rebound by D. Howard
1:15.0,,,94-87,,T. Ariza misses 3-pt shot from 24 ft
1:14.0,,,94-87,,Offensive rebound by Team
1:14.0,Loose ball foul by M. Plumlee (drawn by D. Howard),,94-87,,
1:14.0,,,94-88,1,D. Howard makes free throw 1 of 2
1:14.0,,,94-89,1,D. Howard makes free throw 2 of 2
1:00.0,,,94-89,,Personal foul by T. Ariza (drawn by D. Lillard)
1:00.0,D. Lillard makes free throw 1 of 2,1,95-89,,
1:00.0,D. Lillard makes free throw 2 of 2,1,96-89,,
1:00.0,,,96-89,,Houston full timeout
0:57.0,,,96-89,,Shooting foul by M. Plumlee (drawn by J. Harden)
0:57.0,,,96-90,1,J. Harden makes free throw 1 of 2
0:57.0,,,96-90,,T. Jones enters the game for J. Terry
0:57.0,,,96-91,1,J. Harden makes free throw 2 of 2
0:54.0,Turnover by D. Lillard (bad pass; steal by J. Harden),,96-91,,
0:52.0,,,96-91,,C. Brewer misses 2-pt shot from 2 ft
0:50.0,Defensive rebound by C. McCollum,,96-91,,
0:45.0,,,96-91,,Personal foul by T. Jones (drawn by C. McCollum)
0:45.0,Portland full timeout,,96-91,,
0:45.0,,,96-91,,J. Terry enters the game for T. Jones
0:45.0,C. McCollum misses free throw 1 of 2,,96-91,,
0:45.0,Offensive rebound by Team,,96-91,,
0:45.0,C. McCollum makes free throw 2 of 2,1,97-91,,
0:39.0,,,97-94,3,J. Harden makes 3-pt shot from 25 ft (assist by J. Terry)
0:31.0,Turnover by A. Crabbe (lost ball; steal by J. Harden),,97-94,,
0:30.0,,,97-94,,Turnover by T. Ariza (lost ball)
0:28.0,Portland full timeout,,97-94,,
0:11.0,A. Aminu misses 3-pt shot from 24 ft,,97-94,,
0:10.0,,,97-94,,Defensive rebound by J. Terry
0:09.0,,,97-94,,Houston full timeout
0:08.0,Personal take foul by A. Crabbe (drawn by J. Harden),,97-94,,
0:08.0,,,97-95,1,J. Harden makes free throw 1 of 2
0:08.0,,,97-95,,T. Jones enters the game for D. Howard
0:08.0,,,97-96,1,J. Harden makes free throw 2 of 2
0:07.0,,,97-96,,Personal take foul by J. Harden (drawn by A. Aminu)
0:07.0,A. Aminu makes free throw 1 of 2,1,98-96,,
0:07.0,,,98-96,,D. Howard enters the game for T. Jones
0:07.0,A. Aminu makes free throw 2 of 2,1,99-96,,
0:01.0,,,99-99,3,C. Brewer makes 3-pt shot from 30 ft (assist by J. Harden)
0:01.0,Portland full timeout,,99-99,,
0:01.0,,,99-99,,T. Jones enters the game for J. Terry
0:00.0,D. Lillard misses 3-pt shot from 35 ft (block by J. Harden),,99-99,,
0:00.0,Offensive rebound by Team,,99-99,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:41.0,,,99-101,2,J. Harden makes 2-pt shot from 11 ft
4:27.0,C. McCollum misses 2-pt shot from 11 ft,,99-101,,
4:26.0,,,99-101,,Defensive rebound by T. Ariza
4:12.0,,,99-103,2,J. Harden makes 2-pt shot from 17 ft
4:12.0,,,99-103,,Shooting foul by A. Crabbe (drawn by J. Harden)
4:12.0,,,99-104,1,J. Harden makes free throw 1 of 1
3:54.0,A. Aminu makes 2-pt shot from 8 ft,2,101-104,,
3:36.0,,,101-104,,J. Harden misses 3-pt shot from 25 ft
3:36.0,Defensive rebound by A. Crabbe,,101-104,,
3:13.0,A. Aminu misses 2-pt shot from 4 ft,,101-104,,
3:12.0,,,101-104,,Defensive rebound by T. Ariza
3:04.0,Personal foul by A. Aminu (drawn by J. Terry),,101-104,,
2:48.0,,,101-104,,C. Brewer misses 3-pt shot from 24 ft
2:47.0,Defensive rebound by A. Aminu,,101-104,,
2:38.0,D. Lillard misses 2-pt shot from 3 ft,,101-104,,
2:38.0,,,101-104,,Defensive rebound by D. Howard
2:38.0,Personal foul by M. Plumlee (drawn by D. Howard),,101-104,,
2:38.0,,,101-104,,Houston full timeout
2:21.0,,,101-106,2,J. Harden makes 2-pt shot from 2 ft
2:02.0,A. Crabbe misses 2-pt shot from 18 ft,,101-106,,
2:01.0,,,101-106,,Defensive rebound by J. Harden
1:37.0,,,101-106,,J. Harden misses 2-pt shot from 2 ft (block by M. Plumlee)
1:36.0,,,101-106,,Offensive rebound by J. Harden
1:28.0,,,101-106,,Offensive foul by D. Howard
1:28.0,,,101-106,,Turnover by D. Howard (offensive foul)
1:17.0,D. Lillard misses 3-pt shot from 24 ft,,101-106,,
1:16.0,,,101-106,,Defensive rebound by J. Harden
0:54.0,,,101-106,,T. Ariza misses 3-pt shot from 24 ft
0:53.0,Defensive rebound by A. Aminu,,101-106,,
0:41.0,D. Lillard makes 2-pt shot from 1 ft,2,103-106,,
0:22.0,,,103-106,,Turnover by J. Terry (bad pass; steal by A. Crabbe)
0:08.0,Turnover by A. Aminu (lost ball; steal by D. Howard),,103-106,,
0:04.0,Personal take foul by C. McCollum (drawn by J. Harden),,103-106,,
0:04.0,,,103-107,1,J. Harden makes free throw 1 of 2
0:04.0,,,103-108,1,J. Harden makes free throw 2 of 2
0:04.0,Portland full timeout,,103-108,,
0:04.0,,,103-108,,T. Jones enters the game for J. Terry
0:00.0,D. Lillard misses 2-pt shot from 2 ft,,103-108,,
0:00.0,Offensive rebound by Team,,103-108,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
