time,Sacramento,pts.away,score,pts.home,Phoenix
4:47.0,Offensive rebound by Team,,94-87,,
4:47.0,K. Koufos misses free throw 2 of 2,,94-87,,
4:46.0,,,94-87,,Defensive rebound by J. Leuer
4:32.0,,,94-87,,J. Leuer misses 2-pt shot from 1 ft
4:29.0,Defensive rebound by W. Cauley-Stein,,94-87,,
4:10.0,Turnover by R. Gay (bad pass),,94-87,,
3:53.0,,,94-87,,D. Booker misses 3-pt shot from 25 ft
3:53.0,,,94-87,,Offensive rebound by P. Tucker
3:50.0,,,94-89,2,P. Tucker makes 2-pt shot from 1 ft
3:46.0,Sacramento full timeout,,94-89,,
3:37.0,,,94-89,,Personal foul by M. Teletovic
3:29.0,R. Gay misses 2-pt shot from 8 ft,,94-89,,
3:29.0,,,94-89,,Defensive rebound by A. Len
3:12.0,,,94-92,3,M. Teletovic makes 3-pt shot from 25 ft (assist by D. Booker)
2:54.0,R. Gay makes 2-pt shot from 11 ft (assist by S. Curry),2,96-92,,
2:32.0,,,96-92,,Turnover by D. Booker (lost ball; steal by K. Koufos)
2:27.0,B. McLemore misses 2-pt shot at rim,,96-92,,
2:26.0,,,96-92,,Defensive rebound by J. Leuer
2:17.0,,,96-92,,Turnover by D. Booker (lost ball; steal by S. Curry)
2:12.0,R. Gay makes 2-pt shot at rim (assist by W. Cauley-Stein),2,98-92,,
1:46.0,,,98-92,,A. Len misses 2-pt shot from 5 ft
1:45.0,,,98-92,,Offensive rebound by P. Tucker
1:43.0,,,98-92,,P. Tucker misses 2-pt shot from 2 ft
1:43.0,,,98-92,,Offensive rebound by P. Tucker
1:43.0,,,98-94,2,P. Tucker makes 2-pt shot from 2 ft
1:43.0,,,98-94,,Shooting foul by R. Gay (drawn by P. Tucker)
1:43.0,,,98-94,,P. Tucker misses free throw 1 of 1
1:41.0,Defensive rebound by Team,,98-94,,
1:24.0,B. McLemore misses 3-pt shot from 26 ft,,98-94,,
1:24.0,,,98-94,,Defensive rebound by M. Teletovic
1:09.0,,,98-94,,Turnover by J. Leuer (lost ball)
0:55.0,S. Curry makes 2-pt shot from 15 ft,2,100-94,,
0:55.0,,,100-94,,Away from play foul by D. Booker
0:55.0,B. McLemore makes free throw 1 of 1,1,101-94,,
0:55.0,,,101-94,,Phoenix full timeout
0:51.0,,,101-97,3,M. Teletovic makes 3-pt shot from 29 ft (assist by D. Booker)
0:30.0,Turnover by R. Gay (lost ball; steal by P. Tucker),,101-97,,
0:29.0,Personal foul by R. Gay,,101-97,,
0:29.0,,,101-98,1,J. Leuer makes free throw 1 of 2
0:29.0,,,101-99,1,J. Leuer makes free throw 2 of 2
0:29.0,Sacramento full timeout,,101-99,,
0:29.0,,,101-99,,C. Budinger enters the game for A. Len
0:29.0,,,101-99,,R. Price enters the game for D. Booker
0:29.0,J. Anderson enters the game for K. Koufos,,101-99,,
0:21.0,,,101-99,,Personal foul by C. Budinger
0:21.0,B. McLemore misses free throw 1 of 2,,101-99,,
0:21.0,Offensive rebound by Team,,101-99,,
0:21.0,,,101-99,,A. Len enters the game for C. Budinger
0:21.0,,,101-99,,D. Booker enters the game for R. Price
0:21.0,K. Koufos enters the game for J. Anderson,,101-99,,
0:21.0,B. McLemore misses free throw 2 of 2,,101-99,,
0:21.0,,,101-99,,Defensive rebound by A. Len
0:21.0,,,101-99,,Phoenix full timeout
0:21.0,J. Anderson enters the game for B. McLemore,,101-99,,
0:14.0,,,101-99,,D. Booker misses 2-pt shot from 13 ft
0:14.0,,,101-99,,Offensive rebound by J. Leuer
0:14.0,,,101-99,,J. Leuer misses 2-pt shot at rim
0:13.0,Defensive rebound by J. Anderson,,101-99,,
0:12.0,,,101-99,,Personal foul by P. Tucker
0:12.0,J. Anderson makes free throw 1 of 2,1,102-99,,
0:12.0,J. Anderson makes free throw 2 of 2,1,103-99,,
0:12.0,,,103-99,,Phoenix full timeout
0:12.0,Q. Acy enters the game for K. Koufos,,103-99,,
0:08.0,,,103-99,,M. Teletovic misses 3-pt shot from 27 ft
0:07.0,,,103-99,,Offensive rebound by P. Tucker
0:04.0,,,103-101,2,P. Tucker makes 2-pt shot from 1 ft
0:04.0,,,103-101,,Personal take foul by A. Len
0:04.0,,,103-101,,R. Price enters the game for A. Len
0:04.0,Q. Acy makes free throw 1 of 2,1,104-101,,
0:04.0,Q. Acy makes free throw 2 of 2,1,105-101,,
0:00.0,,,105-101,,R. Price misses 3-pt shot from 23 ft
0:00.0,,,105-101,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
