time,Memphis,pts.away,score,pts.home,Dallas
3:40.0,J. Martin makes 2-pt shot from 15 ft (assist by M. Barnes),2,81-90,,
3:16.0,,,81-92,2,D. Nowitzki makes 2-pt shot from 12 ft
2:55.0,M. Barnes misses 2-pt shot from 8 ft,,81-92,,
2:54.0,Offensive rebound by J. Martin,,81-92,,
2:52.0,J. Martin misses 2-pt shot from 1 ft (block by J. Anderson),,81-92,,
2:50.0,Offensive rebound by J. Martin,,81-92,,
2:50.0,J. Martin makes 2-pt shot from 1 ft,2,83-92,,
2:35.0,Personal foul by L. Stephenson,,83-92,,
2:23.0,,,83-94,2,R. Felton makes 2-pt shot from 18 ft
2:09.0,L. Stephenson makes 2-pt shot from 15 ft,2,85-94,,
1:47.0,Personal foul by T. Allen,,85-94,,
1:47.0,,,85-95,1,D. Nowitzki makes free throw 1 of 2
1:47.0,,,85-96,1,D. Nowitzki makes free throw 2 of 2
1:41.0,L. Stephenson makes 2-pt shot from 1 ft,2,87-96,,
1:21.0,,,87-96,,J. Anderson misses 2-pt shot from 2 ft
1:21.0,Defensive rebound by J. Martin,,87-96,,
1:14.0,T. Allen makes 2-pt shot from 1 ft (assist by L. Stephenson),2,89-96,,
1:05.0,,,89-96,,Violation by Team (jump ball)
1:05.0,,,89-96,,Turnover by D. Harris (jump ball violation.)
1:05.0,Jump ball: M. Barnes vs. R. Felton,,,,Jump ball: M. Barnes vs. R. Felton
1:01.0,T. Allen makes 2-pt shot from 1 ft (assist by L. Stephenson),2,91-96,,
0:39.0,,,91-96,,D. Nowitzki misses 3-pt shot from 25 ft
0:35.0,,,91-96,,Offensive rebound by J. Anderson
0:31.0,Personal take foul by M. Barnes,,91-96,,
0:31.0,,,91-96,,R. Felton misses free throw 1 of 2
0:31.0,,,91-96,,Offensive rebound by Team
0:31.0,,,91-96,,D. Powell enters the game for D. Nowitzki
0:31.0,,,91-97,1,R. Felton makes free throw 2 of 2
0:28.0,Turnover by T. Allen (lost ball),,91-97,,
0:27.0,Personal take foul by P. Hairston,,91-97,,
0:27.0,,,91-98,1,J. Anderson makes free throw 1 of 2
0:27.0,,,91-99,1,J. Anderson makes free throw 2 of 2
0:21.0,P. Hairston misses 3-pt shot from 24 ft,,91-99,,
0:19.0,,,91-99,,Defensive rebound by J. Anderson
0:14.0,Personal foul by T. Allen,,91-99,,
0:14.0,,,91-100,1,J. Anderson makes free throw 1 of 2
0:14.0,B. Cotton enters the game for M. Barnes,,91-100,,
0:14.0,X. Munford enters the game for T. Allen,,91-100,,
0:14.0,,,91-101,1,J. Anderson makes free throw 2 of 2
0:08.0,P. Hairston makes 2-pt shot from 1 ft,2,93-101,,
0:07.0,Personal foul by X. Munford,,93-101,,
0:07.0,,,93-102,1,W. Matthews makes free throw 1 of 2
0:07.0,,,93-103,1,W. Matthews makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
