time,Boston,pts.away,score,pts.home,Philadelphia
5:52.0,Turnover by T. Zeller (lost ball; steal by K. Marshall),,103-82,,
5:47.0,,,103-82,,Turnover by R. Covington (bad pass)
5:47.0,Official timeout,,103-82,,
5:47.0,T. Rozier enters the game for A. Bradley,,103-82,,
5:35.0,Turnover by J. Jerebko (lost ball; steal by K. Marshall),,103-82,,
5:30.0,,,103-84,2,N. Stauskas makes 2-pt shot at rim (assist by K. Marshall)
5:15.0,T. Rozier misses 3-pt shot from 23 ft,,103-84,,
5:13.0,,,103-84,,Defensive rebound by R. Covington
5:02.0,,,103-84,,J. Okafor misses 2-pt shot from 17 ft
5:00.0,Defensive rebound by J. Jerebko,,103-84,,
4:54.0,J. Jerebko misses 2-pt shot from 1 ft (block by N. Noel),,103-84,,
4:52.0,,,103-84,,Defensive rebound by R. Covington
4:45.0,,,103-84,,R. Covington misses 3-pt shot from 28 ft
4:44.0,Defensive rebound by E. Turner,,103-84,,
4:41.0,Shooting foul by R. Covington (drawn by E. Turner),,103-84,,
4:41.0,E. Turner misses free throw 1 of 2,,103-84,,
4:41.0,Offensive rebound by Team,,103-84,,
4:41.0,,,103-84,,R. Holmes enters the game for N. Noel
4:41.0,,,103-84,,J. Grant enters the game for J. Okafor
4:41.0,,,103-84,,H. Thompson enters the game for R. Covington
4:41.0,E. Turner makes free throw 2 of 2,1,104-84,,
4:26.0,,,104-84,,R. Holmes misses 2-pt shot from 8 ft
4:23.0,,,104-84,,Offensive rebound by J. Grant
4:23.0,,,104-86,2,J. Grant makes 2-pt shot at rim
4:13.0,Turnover by E. Turner (lost ball; steal by K. Marshall),,104-86,,
4:09.0,,,104-86,,Shooting foul by J. Jerebko (drawn by J. Grant)
4:09.0,,,104-87,1,J. Grant makes free throw 1 of 2
4:09.0,,,104-88,1,J. Grant makes free throw 2 of 2
3:49.0,T. Zeller makes 2-pt shot at rim (assist by M. Smart),2,106-88,,
3:35.0,,,106-88,,R. Holmes misses 2-pt shot from 17 ft
3:34.0,Defensive rebound by T. Rozier,,106-88,,
3:30.0,,,106-88,,Personal foul by K. Marshall (drawn by E. Turner)
3:30.0,E. Turner makes free throw 1 of 2,1,107-88,,
3:30.0,E. Turner makes free throw 2 of 2,1,108-88,,
3:30.0,,,108-88,,Philadelphia full timeout
3:18.0,,,108-88,,R. Holmes misses 2-pt shot from 1 ft
3:16.0,Defensive rebound by J. Jerebko,,108-88,,
2:54.0,M. Smart misses 3-pt shot from 26 ft,,108-88,,
2:53.0,Offensive rebound by J. Jerebko,,108-88,,
2:50.0,J. Jerebko misses 2-pt shot from 1 ft,,108-88,,
2:49.0,Offensive rebound by T. Zeller,,108-88,,
2:49.0,T. Zeller makes 2-pt shot at rim,2,110-88,,
2:38.0,,,110-90,2,R. Holmes makes 2-pt shot at rim (assist by K. Marshall)
2:19.0,T. Rozier misses 2-pt shot from 16 ft,,110-90,,
2:17.0,,,110-90,,Defensive rebound by R. Holmes
2:05.0,,,110-90,,N. Stauskas misses 3-pt shot from 25 ft
2:04.0,,,110-90,,Offensive rebound by Team
2:02.0,R. Hunter enters the game for E. Turner,,110-90,,
1:52.0,,,110-90,,H. Thompson misses 2-pt shot at rim
1:50.0,Defensive rebound by M. Smart,,110-90,,
1:43.0,R. Hunter misses 3-pt shot from 25 ft,,110-90,,
1:42.0,,,110-90,,Defensive rebound by R. Holmes
1:30.0,,,110-90,,H. Thompson misses 2-pt shot from 21 ft
1:27.0,Defensive rebound by J. Jerebko,,110-90,,
1:20.0,T. Zeller misses 2-pt shot from 2 ft,,110-90,,
1:20.0,Offensive rebound by T. Zeller,,110-90,,
1:19.0,Turnover by T. Zeller (traveling),,110-90,,
1:05.0,,,110-90,,K. Marshall misses 3-pt shot from 23 ft
1:03.0,Defensive rebound by T. Zeller,,110-90,,
0:54.0,J. Jerebko misses 3-pt shot from 25 ft,,110-90,,
0:52.0,,,110-90,,Defensive rebound by H. Thompson
0:45.0,,,110-92,2,K. Marshall makes 2-pt shot from 1 ft
0:34.0,Shooting foul by R. Holmes (drawn by T. Rozier),,110-92,,
0:34.0,T. Rozier makes free throw 1 of 2,1,111-92,,
0:34.0,T. Rozier makes free throw 2 of 2,1,112-92,,
0:22.0,,,112-92,,R. Holmes misses 2-pt shot from 11 ft
0:21.0,Defensive rebound by M. Smart,,112-92,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
