time,Houston,pts.away,score,pts.home,Portland
8:13.0,,,88-98,,Personal foul by A. Crabbe (drawn by P. Beverley)
8:01.0,Turnover by D. Howard (3 sec),,88-98,,
7:46.0,,,88-98,,D. Lillard misses 3-pt shot from 25 ft
7:45.0,,,88-98,,Offensive rebound by D. Lillard
7:36.0,,,88-98,,G. Henderson misses 3-pt shot from 23 ft
7:36.0,Defensive rebound by J. Harden,,88-98,,
7:25.0,Shooting foul by A. Crabbe (drawn by J. Harden),,88-98,,
7:25.0,J. Harden misses free throw 1 of 2,,88-98,,
7:25.0,Offensive rebound by Team,,88-98,,
7:25.0,J. Harden misses free throw 2 of 2,,88-98,,
7:24.0,,,88-98,,Defensive rebound by E. Davis
7:13.0,,,88-98,,Offensive foul by E. Davis
7:13.0,,,88-98,,Turnover by E. Davis (offensive foul)
6:58.0,P. Beverley misses 3-pt shot from 23 ft,,88-98,,
6:57.0,,,88-98,,Defensive rebound by E. Davis
6:52.0,,,88-100,2,G. Henderson makes 2-pt shot at rim (assist by D. Lillard)
6:32.0,D. Howard makes 2-pt shot from 4 ft (assist by J. Harden),2,90-100,,
6:11.0,,,90-100,,D. Lillard misses 2-pt shot from 3 ft
6:10.0,,,90-100,,Offensive rebound by E. Davis
6:07.0,,,90-100,,D. Lillard misses 2-pt shot from 3 ft
6:06.0,,,90-100,,Offensive rebound by E. Davis
6:02.0,,,90-103,3,D. Lillard makes 3-pt shot from 24 ft (assist by A. Aminu)
6:01.0,Houston full timeout,,90-103,,
6:01.0,,,90-103,,M. Harkless enters the game for A. Aminu
5:45.0,J. Terry misses 3-pt shot from 24 ft,,90-103,,
5:44.0,Offensive rebound by D. Howard,,90-103,,
5:44.0,D. Howard misses 2-pt shot at rim,,90-103,,
5:44.0,Offensive rebound by Team,,90-103,,
5:40.0,J. Harden misses 3-pt shot from 24 ft,,90-103,,
5:40.0,,,90-103,,Defensive rebound by E. Davis
5:21.0,,,90-103,,Shooting foul by J. Harden (drawn by D. Lillard)
5:21.0,,,90-104,1,D. Lillard makes free throw 1 of 2
5:21.0,,,90-105,1,D. Lillard makes free throw 2 of 2
5:07.0,T. Ariza misses 2-pt shot from 21 ft,,90-105,,
5:07.0,,,90-105,,Defensive rebound by Team
5:07.0,Loose ball foul by P. Beverley (drawn by D. Lillard),,90-105,,
5:07.0,,,90-106,1,D. Lillard makes free throw 1 of 2
5:07.0,,,90-107,1,D. Lillard makes free throw 2 of 2
4:49.0,J. Harden makes 2-pt shot from 18 ft,2,92-107,,
4:30.0,,,92-110,3,D. Lillard makes 3-pt shot from 26 ft
4:07.0,J. Terry misses 3-pt shot from 22 ft,,92-110,,
4:06.0,,,92-110,,Defensive rebound by E. Davis
3:47.0,,,92-112,2,M. Harkless makes 2-pt shot at rim
3:27.0,D. Howard misses 2-pt shot from 6 ft,,92-112,,
3:26.0,,,92-112,,Defensive rebound by E. Davis
3:09.0,,,92-112,,D. Lillard misses 3-pt shot from 26 ft
3:09.0,Defensive rebound by D. Howard,,92-112,,
2:57.0,J. Harden makes 3-pt shot from 26 ft (assist by P. Beverley),3,95-112,,
2:35.0,,,95-112,,G. Henderson misses 2-pt shot from 19 ft
2:34.0,Defensive rebound by J. Harden,,95-112,,
2:25.0,T. Ariza makes 3-pt shot from 24 ft (assist by J. Harden),3,98-112,,
2:06.0,,,98-114,2,D. Lillard makes 2-pt shot from 1 ft
2:06.0,,,98-114,,Shooting foul by D. Howard (drawn by D. Lillard)
2:06.0,Official timeout,,98-114,,
2:06.0,,,98-114,,C. McCollum enters the game for A. Crabbe
2:06.0,,,98-114,,D. Lillard misses free throw 1 of 1
2:05.0,Defensive rebound by J. Harden,,98-114,,
1:52.0,D. Howard makes 2-pt shot at rim (assist by P. Beverley),2,100-114,,
1:42.0,,,100-116,2,C. McCollum makes 2-pt shot from 21 ft (assist by E. Davis)
1:29.0,J. Harden misses 3-pt shot from 24 ft,,100-116,,
1:29.0,,,100-116,,Defensive rebound by E. Davis
1:10.0,,,100-116,,G. Henderson misses 3-pt shot from 22 ft
1:10.0,Defensive rebound by T. Ariza,,100-116,,
0:56.0,J. Terry misses 2-pt shot from 12 ft,,100-116,,
0:56.0,Offensive rebound by D. Howard,,100-116,,
0:55.0,Shooting foul by E. Davis (drawn by D. Howard),,100-116,,
0:55.0,D. Howard misses free throw 1 of 2,,100-116,,
0:55.0,Offensive rebound by Team,,100-116,,
0:55.0,,,100-116,,P. Connaughton enters the game for D. Lillard
0:55.0,,,100-116,,T. Frazier enters the game for E. Davis
0:55.0,,,100-116,,M. Leonard enters the game for G. Henderson
0:55.0,,,100-116,,A. Crabbe enters the game for M. Harkless
0:55.0,D. Howard misses free throw 2 of 2,,100-116,,
0:54.0,,,100-116,,Defensive rebound by M. Leonard
0:33.0,,,100-116,,P. Connaughton misses 3-pt shot from 25 ft
0:30.0,Defensive rebound by T. Ariza,,100-116,,
0:22.0,P. Beverley makes 3-pt shot from 23 ft (assist by J. Harden),3,103-116,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
