time,Indiana,pts.away,score,pts.home,Orlando
0:27.0,,,91-86,,A. Nicholson misses 3-pt shot from 22 ft
0:26.0,Defensive rebound by I. Mahinmi,,91-86,,
0:25.0,,,91-86,,Personal take foul by E. Fournier (drawn by M. Ellis)
0:25.0,,,91-86,,M. Hezonja enters the game for E. Fournier
0:25.0,M. Ellis makes free throw 1 of 2,1,92-86,,
0:25.0,M. Ellis makes free throw 2 of 2,1,93-86,,
0:25.0,,,93-86,,Orlando full timeout
0:20.0,,,93-86,,T. Harris misses 3-pt shot from 22 ft
0:19.0,Defensive rebound by I. Mahinmi,,93-86,,
0:16.0,,,93-86,,Personal foul by M. Hezonja (drawn by M. Ellis)
0:16.0,M. Ellis makes free throw 1 of 2,1,94-86,,
0:16.0,M. Ellis makes free throw 2 of 2,1,95-86,,
0:08.0,,,95-86,,A. Nicholson misses 3-pt shot from 26 ft
0:06.0,Defensive rebound by I. Mahinmi,,95-86,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
