time,Orlando,pts.away,score,pts.home,Boston
3:39.0,,,86-111,,Turnover by E. Turner (bad pass; steal by S. Napier)
3:32.0,S. Napier makes 3-pt shot from 25 ft,3,89-111,,
3:14.0,,,89-111,,R. Hunter enters the game for E. Turner
3:05.0,,,89-111,,T. Zeller misses 2-pt shot from 11 ft
3:04.0,Defensive rebound by M. Hezonja,,89-111,,
2:53.0,S. Napier makes 3-pt shot from 25 ft (assist by K. Appling),3,92-111,,
2:43.0,Personal foul by K. Appling (drawn by M. Smart),,92-111,,
2:43.0,,,92-111,,Boston full timeout
2:35.0,,,92-113,2,T. Zeller makes 2-pt shot at rim (assist by M. Smart)
2:18.0,M. Hezonja misses 2-pt shot from 2 ft,,92-113,,
2:17.0,,,92-113,,Defensive rebound by J. Young
2:07.0,,,92-113,,M. Smart misses 3-pt shot from 23 ft
2:06.0,Defensive rebound by D. Dedmon,,92-113,,
1:52.0,A. Nicholson misses 2-pt shot from 7 ft,,92-113,,
1:51.0,,,92-113,,Defensive rebound by R. Hunter
1:34.0,,,92-113,,R. Hunter misses 3-pt shot from 28 ft
1:32.0,Defensive rebound by Team,,92-113,,
1:22.0,Turnover by K. Appling (bad pass; steal by J. Young),,92-113,,
1:16.0,,,92-113,,J. Young misses 2-pt shot at rim
1:15.0,Defensive rebound by A. Nicholson,,92-113,,
1:02.0,D. Dedmon misses 2-pt shot from 3 ft,,92-113,,
1:01.0,,,92-113,,Defensive rebound by J. Jerebko
0:45.0,,,92-113,,Turnover by M. Smart (discontinued dribble)
0:39.0,S. Napier misses 3-pt shot from 27 ft,,92-113,,
0:36.0,,,92-113,,Defensive rebound by R. Hunter
0:20.0,,,92-113,,T. Zeller misses 2-pt shot from 19 ft
0:19.0,Defensive rebound by A. Nicholson,,92-113,,
0:10.0,D. Dedmon makes 2-pt shot at rim (assist by M. Hezonja),2,94-113,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
