time,Brooklyn,pts.away,score,pts.home,Cleveland
8:09.0,,,68-100,3,M. Williams makes 3-pt shot from 26 ft (assist by C. Frye)
7:56.0,T. Robinson misses 2-pt shot from 11 ft,,68-100,,
7:55.0,,,68-100,,Defensive rebound by C. Frye
7:43.0,,,68-100,,M. Williams misses 2-pt shot from 12 ft (block by C. McCullough)
7:42.0,Defensive rebound by S. Larkin,,68-100,,
7:35.0,S. Larkin makes 3-pt shot from 22 ft (assist by M. Brown),3,71-100,,
7:15.0,,,71-100,,C. Frye misses 2-pt shot from 15 ft
7:14.0,Defensive rebound by S. Larkin,,71-100,,
7:04.0,C. McCullough misses 2-pt shot from 16 ft,,71-100,,
7:03.0,,,71-100,,Defensive rebound by I. Shumpert
6:48.0,,,71-100,,Turnover by M. Williams (lost ball; steal by D. Sloan)
6:44.0,T. Robinson makes 2-pt shot at rim (assist by D. Sloan),2,73-100,,
6:44.0,,,73-100,,Cleveland full timeout
6:44.0,,,73-100,,J. Jones enters the game for T. Thompson
6:44.0,,,73-100,,J. McRae enters the game for I. Shumpert
6:44.0,W. Reed enters the game for T. Robinson,,73-100,,
6:26.0,,,73-100,,R. Jefferson misses 3-pt shot from 22 ft
6:26.0,,,73-100,,Offensive rebound by Team
6:26.0,Loose ball foul by C. McCullough,,73-100,,
6:16.0,,,73-100,,J. Jones misses 3-pt shot from 25 ft
6:16.0,Defensive rebound by M. Brown,,73-100,,
6:02.0,D. Sloan misses 3-pt shot from 25 ft,,73-100,,
6:02.0,Offensive rebound by W. Reed,,73-100,,
6:02.0,,,73-100,,Personal foul by J. McRae
5:51.0,Turnover by S. Larkin (bad pass),,73-100,,
5:39.0,,,73-100,,M. Williams misses 3-pt shot from 25 ft
5:39.0,,,73-100,,Offensive rebound by C. Frye
5:33.0,,,73-102,2,R. Jefferson makes 2-pt shot at rim (assist by C. Frye)
5:17.0,D. Sloan misses 2-pt shot at rim,,73-102,,
5:15.0,,,73-102,,Defensive rebound by J. Jones
5:10.0,,,73-102,,J. McRae misses 2-pt shot from 1 ft
5:08.0,Defensive rebound by W. Reed,,73-102,,
5:02.0,M. Brown misses 3-pt shot from 24 ft,,73-102,,
5:00.0,,,73-102,,Defensive rebound by C. Frye
4:51.0,,,73-102,,J. McRae misses 2-pt shot from 16 ft
4:49.0,Defensive rebound by C. McCullough,,73-102,,
4:32.0,M. Brown makes 2-pt shot from 1 ft,2,75-102,,
4:09.0,,,75-102,,M. Williams misses 2-pt shot from 9 ft
4:08.0,Defensive rebound by W. Reed,,75-102,,
4:00.0,Shooting foul by J. McRae (drawn by D. Sloan),,75-102,,
4:00.0,D. Sloan makes 3-pt shot from 24 ft (assist by M. Brown),3,78-102,,
4:00.0,S. Kilpatrick enters the game for S. Larkin,,78-102,,
4:00.0,D. Sloan makes free throw 1 of 1,1,79-102,,
3:38.0,,,79-102,,R. Jefferson misses 3-pt shot from 23 ft
3:37.0,Defensive rebound by W. Reed,,79-102,,
3:32.0,Turnover by D. Sloan (lost ball),,79-102,,
3:32.0,,,79-102,,Cleveland full timeout
3:16.0,,,79-102,,C. Frye misses 2-pt shot from 1 ft (block by W. Reed)
3:15.0,Defensive rebound by W. Reed,,79-102,,
2:58.0,Turnover by M. Brown (lost ball; steal by J. Jones),,79-102,,
2:49.0,,,79-105,3,J. Jones makes 3-pt shot from 26 ft (assist by M. Williams)
2:25.0,D. Sloan makes 2-pt shot from 2 ft,2,81-105,,
2:04.0,,,81-105,,Turnover by C. Frye (3 sec)
1:48.0,D. Sloan misses 2-pt shot from 4 ft,,81-105,,
1:47.0,,,81-105,,Defensive rebound by C. Frye
1:41.0,,,81-105,,J. McRae misses 2-pt shot from 1 ft (block by W. Reed)
1:39.0,Defensive rebound by C. McCullough,,81-105,,
1:35.0,S. Kilpatrick makes 2-pt shot from 11 ft (assist by D. Sloan),2,83-105,,
1:22.0,,,83-107,2,M. Williams makes 2-pt shot from 19 ft
1:13.0,M. Brown makes 2-pt shot from 18 ft (assist by D. Sloan),2,85-107,,
0:59.0,,,85-107,,Turnover by M. Williams (lost ball; steal by C. McCullough)
0:54.0,D. Sloan makes 2-pt shot at rim (assist by C. McCullough),2,87-107,,
0:31.0,,,87-107,,C. Frye misses 3-pt shot from 25 ft
0:31.0,Defensive rebound by M. Brown,,87-107,,
0:23.0,M. Brown misses 2-pt shot from 18 ft,,87-107,,
0:22.0,,,87-107,,Defensive rebound by M. Williams
0:00.0,End of 4th quarter,,,,End of 4th quarter
