time,San Antonio,pts.away,score,pts.home,Memphis
3:54.0,K. Anderson makes 3-pt shot from 24 ft (assist by B. Diaw),3,110-86,,
3:34.0,,,110-86,,L. Stephenson misses 2-pt shot from 17 ft
3:32.0,Defensive rebound by B. Marjanovic,,110-86,,
3:15.0,Turnover by B. Diaw (lost ball; steal by J. Green),,110-86,,
3:08.0,,,110-86,,J. Farmar misses 2-pt shot from 18 ft
3:07.0,Defensive rebound by B. Marjanovic,,110-86,,
2:58.0,,,110-86,,Personal foul by J. Green
2:58.0,,,110-86,,Memphis full timeout
2:58.0,,,110-86,,C. Andersen enters the game for J. Green
2:58.0,B. Marjanovic misses free throw 1 of 2,,110-86,,
2:58.0,Offensive rebound by Team,,110-86,,
2:58.0,B. Marjanovic makes free throw 2 of 2,1,111-86,,
2:45.0,,,111-88,2,C. Andersen makes 2-pt shot at rim (assist by L. Stephenson)
2:28.0,Turnover by K. Anderson (lost ball),,111-88,,
2:28.0,D. West enters the game for B. Diaw,,111-88,,
2:18.0,,,111-88,,M. Barnes misses 3-pt shot from 27 ft
2:17.0,,,111-88,,Offensive rebound by Team
2:16.0,Loose ball foul by J. Simmons,,111-88,,
2:16.0,,,111-88,,C. Andersen misses free throw 1 of 2
2:16.0,,,111-88,,Offensive rebound by Team
2:16.0,,,111-88,,C. Andersen misses free throw 2 of 2
2:15.0,Defensive rebound by B. Marjanovic,,111-88,,
2:04.0,J. Simmons misses 2-pt shot from 3 ft (block by M. Barnes),,111-88,,
2:01.0,Offensive rebound by J. Simmons,,111-88,,
2:01.0,J. Simmons makes 2-pt shot from 2 ft,2,113-88,,
1:44.0,,,113-90,2,L. Stephenson makes 2-pt shot from 1 ft (assist by J. Farmar)
1:29.0,J. Simmons misses 2-pt shot from 2 ft (block by C. Andersen),,113-90,,
1:27.0,,,113-90,,Defensive rebound by J. Farmar
1:24.0,,,113-92,2,M. Barnes makes 2-pt shot from 1 ft (assist by J. Farmar)
1:00.0,K. Anderson misses 2-pt shot from 18 ft,,113-92,,
0:59.0,,,113-92,,Defensive rebound by C. Andersen
0:48.0,,,113-95,3,V. Carter makes 3-pt shot from 23 ft (assist by J. Farmar)
0:24.0,D. West makes 3-pt shot from 25 ft (assist by K. Anderson),3,116-95,,
0:13.0,,,116-95,,Turnover by J. Farmar (lost ball; steal by D. West)
0:00.0,End of 4th quarter,,,,End of 4th quarter
