time,Atlanta,pts.away,score,pts.home,Cleveland
1:24.0,,,92-107,,Turnover by R. Jefferson (lost ball; steal by D. Schroder)
1:17.0,T. Hardaway misses 3-pt shot from 24 ft,,92-107,,
1:15.0,,,92-107,,Defensive rebound by J. McRae
1:00.0,,,92-107,,J. McRae misses 2-pt shot from 2 ft
0:59.0,,,92-107,,Offensive rebound by J. McRae
0:58.0,,,92-109,2,J. McRae makes 2-pt shot at rim
0:46.0,K. Humphries makes 2-pt shot from 19 ft (assist by K. Hinrich),2,94-109,,
0:25.0,,,94-109,,J. McRae misses 2-pt shot from 5 ft (block by M. Muscala)
0:23.0,Defensive rebound by M. Muscala,,94-109,,
0:09.0,D. Schroder misses 2-pt shot from 16 ft,,94-109,,
0:09.0,,,94-109,,Defensive rebound by J. McRae
0:00.0,End of 4th quarter,,,,End of 4th quarter
