time,San Antonio,pts.away,score,pts.home,Dallas
0:33.0,Jump ball: W. Matthews vs. A. Miller (D. Nowitzki gains possession),,,,Jump ball: W. Matthews vs. A. Miller (D. Nowitzki gains possession)
0:24.0,,,90-85,,W. Matthews misses 3-pt shot from 25 ft
0:23.0,,,90-85,,Offensive rebound by Z. Pachulia
0:19.0,,,90-88,3,D. Williams makes 3-pt shot from 23 ft (assist by W. Matthews)
0:19.0,San Antonio full timeout,,90-88,,
0:19.0,,,90-88,,J. Anderson enters the game for D. Nowitzki
0:19.0,,,90-88,,D. Powell enters the game for Z. Pachulia
0:19.0,K. Martin enters the game for B. Marjanovic,,90-88,,
0:19.0,P. Mills enters the game for J. Simmons,,90-88,,
0:18.0,,,90-88,,Personal foul by D. Williams
0:18.0,K. Martin makes free throw 1 of 2,1,91-88,,
0:18.0,,,91-88,,D. Nowitzki enters the game for D. Powell
0:18.0,,,91-88,,C. Villanueva enters the game for J. Anderson
0:18.0,K. Martin makes free throw 2 of 2,1,92-88,,
0:08.0,,,92-91,3,W. Matthews makes 3-pt shot from 22 ft (assist by D. Williams)
0:08.0,San Antonio full timeout,,92-91,,
0:08.0,,,92-91,,D. Powell enters the game for D. Nowitzki
0:08.0,,,92-91,,J. Anderson enters the game for C. Villanueva
0:08.0,San Antonio full timeout,,92-91,,
0:08.0,J. Simmons enters the game for D. Green,,92-91,,
0:07.0,,,92-91,,Personal take foul by D. Williams
0:07.0,A. Miller makes free throw 1 of 2,1,93-91,,
0:07.0,,,93-91,,D. Nowitzki enters the game for D. Powell
0:07.0,,,93-91,,C. Villanueva enters the game for J. Anderson
0:07.0,D. Green enters the game for P. Mills,,93-91,,
0:07.0,,,93-91,,Z. Pachulia enters the game for R. Felton
0:07.0,A. Miller makes free throw 2 of 2,1,94-91,,
0:07.0,,,94-91,,Dallas full timeout
0:07.0,,,94-91,,R. Felton enters the game for Z. Pachulia
0:03.0,,,94-91,,R. Felton misses 3-pt shot from 24 ft
0:02.0,Defensive rebound by K. Anderson,,94-91,,
0:02.0,,,94-91,,Personal foul by C. Villanueva
0:02.0,K. Anderson makes free throw 1 of 2,1,95-91,,
0:02.0,,,95-91,,J. Anderson enters the game for D. Williams
0:02.0,,,95-91,,D. Powell enters the game for D. Nowitzki
0:02.0,K. Anderson makes free throw 2 of 2,1,96-91,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
