time,New York,pts.away,score,pts.home,Toronto
6:24.0,L. Thomas enters the game for C. Early,,98-95,,
6:10.0,,,98-95,,Shooting foul by C. Anthony (drawn by J. Johnson)
6:10.0,,,98-96,1,J. Johnson makes free throw 1 of 2
6:10.0,,,98-97,1,J. Johnson makes free throw 2 of 2
5:58.0,R. Lopez misses 2-pt shot from 12 ft,,98-97,,
5:57.0,Offensive rebound by L. Thomas,,98-97,,
5:56.0,Official timeout,,98-97,,
5:56.0,L. Galloway enters the game for J. Grant,,98-97,,
5:46.0,C. Anthony makes 2-pt shot from 20 ft,2,100-97,,
5:33.0,,,100-97,,Turnover by K. Lowry (bad pass; steal by R. Lopez)
5:26.0,C. Anthony misses 3-pt shot from 27 ft,,100-97,,
5:25.0,,,100-97,,Defensive rebound by K. Lowry
5:14.0,,,100-97,,K. Lowry misses 2-pt shot from 8 ft
5:13.0,,,100-97,,Offensive rebound by J. Valanciunas
5:11.0,,,100-97,,J. Valanciunas misses 2-pt shot from 2 ft
5:10.0,,,100-97,,Offensive rebound by K. Lowry
5:05.0,,,100-97,,J. Johnson misses 3-pt shot from 26 ft
5:05.0,Defensive rebound by R. Lopez,,100-97,,
4:48.0,C. Anthony misses 2-pt shot from 19 ft,,100-97,,
4:47.0,,,100-97,,Defensive rebound by C. Joseph
4:26.0,,,100-97,,D. DeRozan misses 2-pt shot from 17 ft
4:26.0,Defensive rebound by L. Galloway,,100-97,,
4:05.0,J. Calderon makes 2-pt shot from 16 ft,2,102-97,,
3:50.0,,,102-97,,Offensive foul by J. Johnson
3:50.0,,,102-97,,Turnover by J. Johnson (offensive foul)
3:33.0,Turnover by C. Anthony (lost ball; steal by J. Johnson),,102-97,,
3:29.0,,,102-97,,Turnover by C. Joseph (lost ball; steal by C. Anthony)
3:11.0,L. Galloway misses 3-pt shot from 26 ft,,102-97,,
3:10.0,,,102-97,,Defensive rebound by J. Johnson
3:03.0,,,102-97,,J. Johnson misses 2-pt shot from 3 ft (block by R. Lopez)
3:03.0,,,102-97,,Offensive rebound by Team
2:55.0,,,102-99,2,D. DeRozan makes 2-pt shot from 1 ft (assist by J. Johnson)
2:49.0,New York full timeout,,102-99,,
2:38.0,R. Lopez misses 2-pt shot from 3 ft,,102-99,,
2:38.0,,,102-99,,Defensive rebound by K. Lowry
2:22.0,,,102-99,,Shooting foul by L. Galloway (drawn by D. DeRozan)
2:22.0,,,102-100,1,D. DeRozan makes free throw 1 of 2
2:22.0,,,102-101,1,D. DeRozan makes free throw 2 of 2
2:02.0,C. Anthony misses 2-pt shot from 2 ft (block by J. Johnson),,102-101,,
2:01.0,Offensive rebound by R. Lopez,,102-101,,
2:00.0,R. Lopez makes 2-pt shot from 1 ft,2,104-101,,
1:41.0,,,104-101,,K. Lowry misses 2-pt shot from 5 ft
1:41.0,Defensive rebound by J. Calderon,,104-101,,
1:31.0,L. Thomas makes 2-pt shot from 1 ft (assist by J. Calderon),2,106-101,,
1:31.0,,,106-101,,Toronto full timeout
1:31.0,,,106-101,,L. Scola enters the game for J. Johnson
1:26.0,,,106-101,,Turnover by D. DeRozan (bad pass; steal by J. Calderon)
1:03.0,J. Calderon misses 2-pt shot from 14 ft,,106-101,,
1:03.0,,,106-101,,Defensive rebound by L. Scola
0:52.0,,,106-101,,K. Lowry misses 2-pt shot from 4 ft (block by R. Lopez)
0:51.0,,,106-101,,Offensive rebound by J. Valanciunas
0:51.0,,,106-103,2,J. Valanciunas makes 2-pt shot from 2 ft
0:51.0,New York full timeout,,106-103,,
0:51.0,,,106-103,,J. Johnson enters the game for L. Scola
0:36.0,C. Anthony misses 2-pt shot from 18 ft,,106-103,,
0:35.0,,,106-103,,Defensive rebound by J. Valanciunas
0:26.0,,,106-103,,Shooting foul by R. Lopez (drawn by J. Johnson)
0:26.0,,,106-104,1,J. Johnson makes free throw 1 of 2
0:26.0,K. Porzingis enters the game for L. Thomas,,106-104,,
0:26.0,,,106-105,1,J. Johnson makes free throw 2 of 2
0:26.0,New York full timeout,,106-105,,
0:26.0,L. Thomas enters the game for K. Porzingis,,106-105,,
0:23.0,,,106-105,,Personal take foul by K. Lowry (drawn by C. Anthony)
0:17.0,,,106-105,,Personal take foul by K. Lowry (drawn by L. Thomas)
0:17.0,L. Thomas makes free throw 1 of 2,1,107-105,,
0:17.0,,,107-105,,L. Scola enters the game for J. Johnson
0:17.0,L. Thomas makes free throw 2 of 2,1,108-105,,
0:17.0,,,108-105,,Toronto full timeout
0:11.0,,,108-105,,Shooting foul by R. Lopez (drawn by D. DeRozan)
0:11.0,K. O'Quinn enters the game for R. Lopez,,108-105,,
0:11.0,,,108-105,,J. Johnson enters the game for L. Scola
0:11.0,,,108-106,1,D. DeRozan makes free throw 1 of 2
0:11.0,K. Porzingis enters the game for L. Thomas,,108-106,,
0:11.0,,,108-106,,D. DeRozan misses free throw 2 of 2
0:10.0,,,108-106,,Offensive rebound by Team
0:10.0,,,108-106,,L. Scola enters the game for J. Johnson
0:10.0,L. Thomas enters the game for K. Porzingis,,108-106,,
0:06.0,,,108-106,,D. DeRozan misses 2-pt shot from 1 ft
0:06.0,Defensive rebound by L. Thomas,,108-106,,
0:04.0,,,108-106,,Personal foul by K. Lowry (drawn by L. Thomas)
0:04.0,L. Thomas makes free throw 1 of 2,1,109-106,,
0:04.0,L. Thomas makes free throw 2 of 2,1,110-106,,
0:04.0,,,110-106,,Toronto full timeout
0:02.0,,,110-109,3,C. Joseph makes 3-pt shot from 24 ft (assist by D. DeRozan)
0:02.0,,,110-109,,Personal foul by K. Lowry (drawn by L. Thomas)
0:02.0,L. Galloway misses free throw 1 of 2,,110-109,,
0:02.0,Offensive rebound by Team,,110-109,,
0:02.0,L. Galloway makes free throw 2 of 2,1,111-109,,
0:00.0,,,111-109,,L. Scola misses 3-pt shot from 38 ft
0:00.0,,,111-109,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
