time,Memphis,pts.away,score,pts.home,Dallas
3:43.0,,,79-95,,Defensive rebound by Z. Pachulia
3:24.0,,,79-95,,Turnover by Z. Pachulia (3 sec)
3:06.0,J. Martin misses 2-pt shot from 18 ft,,79-95,,
3:06.0,,,79-95,,Defensive rebound by Z. Pachulia
3:06.0,,,79-95,,Dallas full timeout
3:06.0,M. Gasol enters the game for J. Martin,,79-95,,
2:41.0,,,79-95,,J. Barea misses 2-pt shot from 10 ft
2:40.0,Defensive rebound by J. Green,,79-95,,
2:24.0,J. Green misses 3-pt shot from 24 ft,,79-95,,
2:23.0,,,79-95,,Defensive rebound by C. Parsons
2:10.0,,,79-97,2,D. Williams makes 2-pt shot from 1 ft (assist by C. Villanueva)
1:51.0,M. Chalmers makes 3-pt shot from 22 ft (assist by J. Green),3,82-97,,
1:27.0,,,82-97,,C. Villanueva misses 3-pt shot from 24 ft
1:26.0,Defensive rebound by M. Gasol,,82-97,,
1:18.0,M. Barnes misses 3-pt shot from 22 ft,,82-97,,
1:17.0,Offensive rebound by J. Green,,82-97,,
1:17.0,J. Green makes 2-pt shot from 1 ft,2,84-97,,
1:12.0,Personal take foul by M. Chalmers,,84-97,,
1:12.0,,,84-97,,D. Powell enters the game for Z. Pachulia
1:12.0,,,84-97,,J. Evans enters the game for D. Williams
1:12.0,,,84-97,,J. Jenkins enters the game for C. Parsons
1:12.0,R. Smith enters the game for J. Green,,84-97,,
1:12.0,J. Ennis enters the game for M. Gasol,,84-97,,
1:12.0,J. Martin enters the game for M. Chalmers,,84-97,,
0:56.0,,,84-97,,C. Villanueva misses 3-pt shot from 23 ft
0:54.0,Defensive rebound by J. Green,,84-97,,
0:45.0,R. Smith misses 2-pt shot from 9 ft,,84-97,,
0:45.0,Offensive rebound by J. Green,,84-97,,
0:45.0,J. Green makes 2-pt shot from 1 ft,2,86-97,,
0:26.0,,,86-97,,Turnover by J. Barea (bad pass; steal by J. Ennis)
0:22.0,M. Barnes makes 2-pt shot at rim (assist by R. Smith),2,88-97,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
