time,Oklahoma City,pts.away,score,pts.home,LA Lakers
1:45.0,R. Westbrook makes free throw 1 of 1,1,110-110,,
1:27.0,,,110-110,,B. Bass misses 2-pt shot from 16 ft
1:27.0,Defensive rebound by R. Westbrook,,110-110,,
1:21.0,S. Adams makes 2-pt shot at rim (assist by R. Westbrook),2,112-110,,
1:21.0,,,112-110,,LA Lakers full timeout
1:07.0,,,112-110,,L. Williams misses 3-pt shot from 25 ft
1:06.0,Defensive rebound by R. Westbrook,,112-110,,
0:50.0,S. Adams misses 2-pt shot from 1 ft,,112-110,,
0:50.0,Offensive rebound by Team,,112-110,,
0:50.0,,,112-110,,Loose ball foul by A. Brown (drawn by S. Adams)
0:50.0,S. Adams makes free throw 1 of 2,1,113-110,,
0:50.0,S. Adams makes free throw 2 of 2,1,114-110,,
0:50.0,,,114-110,,LA Lakers full timeout
0:42.0,,,114-110,,K. Bryant misses 2-pt shot from 19 ft
0:42.0,Defensive rebound by R. Westbrook,,114-110,,
0:28.0,Turnover by R. Westbrook (bad pass),,114-110,,
0:18.0,,,114-113,3,J. Clarkson makes 3-pt shot from 25 ft (assist by K. Bryant)
0:13.0,,,114-113,,Personal take foul by L. Williams
0:13.0,R. Westbrook misses free throw 1 of 2,,114-113,,
0:13.0,Offensive rebound by Team,,114-113,,
0:13.0,R. Westbrook makes free throw 2 of 2,1,115-113,,
0:13.0,,,115-113,,LA Lakers full timeout
0:13.0,D. Waiters enters the game for A. Morrow,,115-113,,
0:03.0,,,115-113,,K. Bryant misses 2-pt shot from 7 ft
0:03.0,Defensive rebound by R. Westbrook,,115-113,,
0:03.0,,,115-113,,Personal take foul by A. Brown (drawn by R. Westbrook)
0:03.0,R. Westbrook makes free throw 1 of 2,1,116-113,,
0:03.0,R. Westbrook makes free throw 2 of 2,1,117-113,,
0:01.0,,,117-113,,L. Williams misses 3-pt shot from 50 ft
0:00.0,,,117-113,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
