time,Detroit,pts.away,score,pts.home,Washington
1:39.0,,,81-96,,Defensive rebound by K. Oubre
1:35.0,,,81-96,,Shooting foul by R. Bullock (drawn by K. Oubre)
1:35.0,,,81-97,1,K. Oubre makes free throw 1 of 2
1:35.0,,,81-98,1,K. Oubre makes free throw 2 of 2
1:27.0,D. Hilliard makes 2-pt shot from 18 ft,2,83-98,,
1:19.0,,,83-98,,M. Morris misses 2-pt shot from 18 ft
1:18.0,,,83-98,,Offensive rebound by D. Gooden
1:05.0,,,83-98,,Turnover by D. Gooden (traveling)
0:52.0,A. Tolliver makes 3-pt shot from 26 ft (assist by S. Blake),3,86-98,,
0:39.0,,,86-98,,R. Sessions misses 2-pt shot from 1 ft
0:39.0,Defensive rebound by Team,,86-98,,
0:23.0,Shooting foul by K. Oubre (drawn by A. Baynes),,86-98,,
0:23.0,A. Baynes misses free throw 1 of 2,,86-98,,
0:23.0,Offensive rebound by Team,,86-98,,
0:23.0,A. Baynes misses free throw 2 of 2,,86-98,,
0:23.0,,,86-98,,Defensive rebound by K. Oubre
0:00.0,End of 4th quarter,,,,End of 4th quarter
