time,Phoenix,pts.away,score,pts.home,Dallas
1:35.0,Phoenix full timeout,,76-87,,
1:35.0,,,76-87,,W. Matthews enters the game for C. Parsons
1:27.0,M. Morris misses 3-pt shot from 25 ft,,76-87,,
1:26.0,,,76-87,,Defensive rebound by D. Powell
1:22.0,Personal foul by D. Booker (drawn by R. Felton),,76-87,,
1:22.0,,,76-88,1,R. Felton makes free throw 1 of 2
1:22.0,,,76-89,1,R. Felton makes free throw 2 of 2
1:17.0,S. Weems misses 2-pt shot from 2 ft,,76-89,,
1:16.0,Offensive rebound by Team,,76-89,,
1:15.0,M. Morris makes 2-pt shot at rim (assist by P. Tucker),2,78-89,,
0:53.0,,,78-89,,Z. Pachulia misses 2-pt shot from 1 ft
0:52.0,,,78-89,,Offensive rebound by D. Powell
0:42.0,Personal foul by D. Booker (drawn by R. Felton),,78-89,,
0:42.0,A. Goodwin enters the game for D. Booker,,78-89,,
0:42.0,,,78-90,1,R. Felton makes free throw 1 of 2
0:42.0,,,78-90,,J. Barea enters the game for D. Williams
0:42.0,,,78-91,1,R. Felton makes free throw 2 of 2
0:31.0,A. Goodwin misses 3-pt shot from 25 ft,,78-91,,
0:30.0,,,78-91,,Defensive rebound by D. Powell
0:06.0,,,78-91,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
