time,Brooklyn,pts.away,score,pts.home,Phoenix
7:14.0,T. Young enters the game for T. Robinson,,100-81,,
7:12.0,Turnover by M. Brown (bad pass),,100-81,,
6:50.0,,,100-81,,M. Teletovic misses 3-pt shot from 26 ft
6:49.0,Defensive rebound by D. Sloan,,100-81,,
6:31.0,,,100-81,,Personal foul by T. Chandler (drawn by B. Lopez)
6:31.0,W. Ellington enters the game for M. Brown,,100-81,,
6:19.0,Turnover by B. Bogdanovic (lost ball; steal by P. Tucker),,100-81,,
6:12.0,,,100-83,2,R. Price makes 2-pt shot at rim (assist by M. Teletovic)
5:56.0,,,100-83,,Personal foul by T. Chandler (drawn by B. Lopez)
5:50.0,W. Ellington misses 2-pt shot from 16 ft,,100-83,,
5:50.0,,,100-83,,Defensive rebound by Team
5:50.0,Loose ball foul by B. Lopez (drawn by T. Chandler),,100-83,,
5:37.0,,,100-83,,Turnover by M. Teletovic (lost ball; steal by T. Young)
5:37.0,,,100-83,,Personal foul by M. Teletovic (drawn by T. Young)
5:17.0,,,100-83,,Personal foul by R. Price (drawn by W. Ellington)
5:17.0,W. Ellington makes free throw 1 of 2,1,101-83,,
5:17.0,W. Ellington makes free throw 2 of 2,1,102-83,,
5:08.0,,,102-83,,M. Teletovic misses 3-pt shot from 26 ft
5:06.0,,,102-83,,Offensive rebound by T. Chandler
5:06.0,,,102-85,2,T. Chandler makes 2-pt shot at rim
4:55.0,Turnover by B. Bogdanovic (bad pass; steal by P. Pressey),,102-85,,
4:51.0,,,102-87,2,P. Pressey makes 2-pt shot at rim
4:49.0,Brooklyn full timeout,,102-87,,
4:30.0,B. Bogdanovic misses 3-pt shot from 24 ft,,102-87,,
4:28.0,,,102-87,,Defensive rebound by M. Teletovic
4:24.0,,,102-87,,Turnover by P. Pressey (bad pass)
4:15.0,,,102-87,,Personal foul by P. Pressey (drawn by D. Sloan)
4:15.0,D. Sloan misses free throw 1 of 2,,102-87,,
4:15.0,Offensive rebound by Team,,102-87,,
4:15.0,S. Larkin enters the game for W. Ellington,,102-87,,
4:15.0,D. Sloan makes free throw 2 of 2,1,103-87,,
4:05.0,,,103-89,2,M. Teletovic makes 2-pt shot at rim (assist by T. Chandler)
3:40.0,Turnover by B. Lopez (bad pass; steal by R. Price),,103-89,,
3:28.0,,,103-92,3,R. Price makes 3-pt shot from 26 ft (assist by P. Pressey)
3:28.0,Brooklyn full timeout,,103-92,,
3:28.0,M. Brown enters the game for D. Sloan,,103-92,,
3:12.0,,,103-92,,Shooting block foul by P. Pressey (drawn by M. Brown)
3:12.0,M. Brown makes free throw 1 of 2,1,104-92,,
3:12.0,M. Brown makes free throw 2 of 2,1,105-92,,
2:58.0,,,105-94,2,P. Tucker makes 2-pt shot at rim (assist by P. Pressey)
2:33.0,B. Lopez misses 2-pt shot from 5 ft,,105-94,,
2:32.0,,,105-94,,Defensive rebound by M. Teletovic
2:24.0,,,105-94,,R. Price misses 3-pt shot from 25 ft
2:22.0,Defensive rebound by Team,,105-94,,
2:08.0,S. Larkin misses 2-pt shot at rim,,105-94,,
2:08.0,,,105-94,,Defensive rebound by T. Chandler
2:08.0,Personal foul by B. Lopez (drawn by T. Chandler),,105-94,,
2:08.0,,,105-95,1,T. Chandler makes free throw 1 of 2
2:08.0,,,105-95,,T. Chandler misses free throw 2 of 2
2:05.0,,,105-95,,Offensive rebound by P. Tucker
2:03.0,,,105-95,,P. Tucker misses 2-pt shot from 2 ft
2:02.0,,,105-95,,Offensive rebound by P. Tucker
1:59.0,,,105-95,,Phoenix full timeout
1:49.0,,,105-95,,M. Teletovic misses 3-pt shot from 26 ft
1:48.0,,,105-95,,Offensive rebound by T. Chandler
1:39.0,,,105-95,,M. Teletovic misses 2-pt shot from 18 ft
1:38.0,Defensive rebound by T. Young,,105-95,,
1:24.0,T. Young makes 2-pt shot at rim (assist by S. Larkin),2,107-95,,
1:08.0,,,107-95,,R. Price misses 3-pt shot from 25 ft
1:06.0,,,107-95,,Offensive rebound by M. Teletovic
1:06.0,,,107-95,,M. Teletovic misses 2-pt shot from 1 ft (block by T. Young)
1:04.0,Defensive rebound by B. Lopez,,107-95,,
0:49.0,T. Young makes 2-pt shot from 3 ft (assist by M. Brown),2,109-95,,
0:49.0,,,109-95,,Phoenix full timeout
0:49.0,,,109-95,,A. Len enters the game for P. Tucker
0:49.0,,,109-95,,D. Booker enters the game for T. Chandler
0:45.0,,,109-95,,Shooting foul by B. Lopez (drawn by A. Len)
0:45.0,,,109-96,1,A. Len makes free throw 1 of 2
0:45.0,,,109-97,1,A. Len makes free throw 2 of 2
0:44.0,,,109-97,,Personal take foul by P. Pressey (drawn by S. Larkin)
0:44.0,S. Larkin makes free throw 1 of 2,1,110-97,,
0:44.0,S. Larkin makes free throw 2 of 2,1,111-97,,
0:44.0,,,111-97,,Phoenix full timeout
0:44.0,W. Ellington enters the game for B. Lopez,,111-97,,
0:39.0,,,111-99,2,A. Len makes 2-pt shot from 3 ft
0:39.0,,,111-99,,Shooting foul by T. Young (drawn by A. Len)
0:39.0,,,111-100,1,A. Len makes free throw 1 of 1
0:38.0,,,111-100,,Personal take foul by D. Booker (drawn by M. Brown)
0:38.0,M. Brown makes free throw 1 of 2,1,112-100,,
0:38.0,M. Brown makes free throw 2 of 2,1,113-100,,
0:32.0,,,113-102,2,P. Pressey makes 2-pt shot from 1 ft
0:29.0,,,113-102,,Personal take foul by D. Booker (drawn by W. Ellington)
0:29.0,W. Ellington makes free throw 1 of 2,1,114-102,,
0:29.0,W. Ellington makes free throw 2 of 2,1,115-102,,
0:25.0,,,115-102,,Shooting foul by M. Brown (drawn by D. Booker)
0:25.0,,,115-103,1,D. Booker makes free throw 1 of 2
0:25.0,,,115-104,1,D. Booker makes free throw 2 of 2
0:12.0,,,115-104,,Personal take foul by M. Teletovic (drawn by M. Brown)
0:12.0,,,115-104,,J. Leuer enters the game for M. Teletovic
0:12.0,M. Brown misses free throw 1 of 2,,115-104,,
0:12.0,Offensive rebound by Team,,115-104,,
0:12.0,M. Brown makes free throw 2 of 2,1,116-104,,
0:08.0,,,116-106,2,P. Pressey makes 2-pt shot from 1 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
