time,Sacramento,pts.away,score,pts.home,Golden State
6:23.0,,,83-107,,Offensive rebound by A. Iguodala
6:04.0,,,83-109,2,D. Green makes 2-pt shot from 2 ft (assist by A. Iguodala)
5:56.0,Turnover by D. Collison (lost ball; steal by L. Barbosa),,83-109,,
5:53.0,,,83-109,,Shooting foul by Q. Acy (drawn by L. Barbosa)
5:53.0,,,83-109,,Golden State full timeout
5:53.0,,,83-109,,J. Thompson enters the game for D. Green
5:53.0,,,83-109,,I. Clark enters the game for A. Iguodala
5:53.0,,,83-109,,B. Rush enters the game for S. Livingston
5:53.0,,,83-109,,F. Ezeli enters the game for M. Speights
5:53.0,W. Cauley-Stein enters the game for O. Casspi,,83-109,,
5:53.0,B. McLemore enters the game for D. Collison,,83-109,,
5:53.0,J. Anderson enters the game for Q. Acy,,83-109,,
5:53.0,,,83-110,1,L. Barbosa makes free throw 1 of 2
5:53.0,,,83-111,1,L. Barbosa makes free throw 2 of 2
5:39.0,S. Curry makes 3-pt shot from 25 ft (assist by B. McLemore),3,86-111,,
5:21.0,,,86-111,,L. Barbosa misses 2-pt shot from 8 ft
5:20.0,,,86-111,,Offensive rebound by Team
5:09.0,,,86-114,3,I. Clark makes 3-pt shot from 25 ft (assist by J. Thompson)
4:55.0,Turnover by S. Curry (bad pass; steal by L. Barbosa),,86-114,,
4:23.0,,,86-114,,J. Thompson misses 2-pt shot from 8 ft
4:22.0,,,86-114,,Offensive rebound by F. Ezeli
4:04.0,,,86-114,,I. Clark misses 2-pt shot from 12 ft (block by W. Cauley-Stein)
4:03.0,,,86-114,,Offensive rebound by J. Thompson
4:02.0,,,86-114,,J. Thompson misses 2-pt shot from 1 ft (block by E. Moreland)
4:00.0,Defensive rebound by J. Anderson,,86-114,,
3:48.0,W. Cauley-Stein misses 2-pt shot from 9 ft,,86-114,,
3:48.0,,,86-114,,Defensive rebound by F. Ezeli
3:28.0,,,86-117,3,I. Clark makes 3-pt shot from 28 ft (assist by B. Rush)
3:12.0,E. Moreland makes 2-pt shot from 2 ft (assist by B. McLemore),2,88-117,,
3:06.0,Personal foul by S. Curry (drawn by I. Clark),,88-117,,
3:06.0,Sacramento full timeout,,88-117,,
3:06.0,,,88-117,,M. Speights enters the game for F. Ezeli
3:06.0,,,88-118,1,I. Clark makes free throw 1 of 2
3:06.0,,,88-119,1,I. Clark makes free throw 2 of 2
2:47.0,Turnover by S. Curry (lost ball),,88-119,,
2:30.0,,,88-119,,M. Speights misses 3-pt shot from 24 ft
2:29.0,Defensive rebound by S. Curry,,88-119,,
2:22.0,B. McLemore makes 3-pt shot from 25 ft (assist by S. Curry),3,91-119,,
2:10.0,,,91-119,,Turnover by I. Clark (bad pass; steal by B. McLemore)
2:09.0,B. McLemore makes 2-pt shot from 2 ft,2,93-119,,
2:09.0,Shooting foul by L. Barbosa (drawn by B. McLemore),,93-119,,
2:09.0,B. McLemore misses free throw 1 of 1,,93-119,,
2:07.0,,,93-119,,Defensive rebound by L. Barbosa
1:43.0,,,93-119,,L. Barbosa misses 2-pt shot from 11 ft
1:42.0,,,93-119,,Offensive rebound by M. Speights
1:41.0,,,93-119,,M. Speights misses 2-pt shot from 2 ft (block by E. Moreland)
1:39.0,Defensive rebound by J. Anderson,,93-119,,
1:37.0,S. Curry makes 3-pt shot from 23 ft (assist by B. McLemore),3,96-119,,
1:23.0,,,96-119,,I. Clark misses 2-pt shot from 9 ft
1:23.0,Defensive rebound by E. Moreland,,96-119,,
1:19.0,S. Curry makes 3-pt shot from 25 ft,3,99-119,,
0:56.0,,,99-119,,Turnover by B. Rush (back court)
0:46.0,Shooting foul by L. Barbosa (drawn by B. McLemore),,99-119,,
0:46.0,B. McLemore makes free throw 1 of 2,1,100-119,,
0:46.0,B. McLemore makes free throw 2 of 2,1,101-119,,
0:34.0,Personal foul by W. Cauley-Stein (drawn by M. Speights),,101-119,,
0:34.0,,,101-119,,M. Speights misses free throw 1 of 2
0:34.0,,,101-119,,Offensive rebound by Team
0:34.0,,,101-120,1,M. Speights makes free throw 2 of 2
0:20.0,W. Cauley-Stein misses 2-pt shot at rim,,101-120,,
0:19.0,,,101-120,,Defensive rebound by J. Thompson
0:00.0,End of 4th quarter,,,,End of 4th quarter
