time,Atlanta,pts.away,score,pts.home,Charlotte
2:09.0,,,84-84,3,K. Walker makes 3-pt shot from 26 ft (assist by N. Batum)
1:59.0,,,84-84,,Personal foul by K. Walker (drawn by J. Teague)
1:59.0,J. Teague makes free throw 1 of 2,1,85-84,,
1:59.0,J. Teague makes free throw 2 of 2,1,86-84,,
1:38.0,,,86-84,,Shooting foul by P. Millsap (drawn by K. Walker)
1:38.0,,,86-85,1,K. Walker makes free throw 1 of 2
1:38.0,,,86-86,1,K. Walker makes free throw 2 of 2
1:18.0,K. Bazemore misses 2-pt shot from 1 ft,,86-86,,
1:17.0,Offensive rebound by A. Horford,,86-86,,
1:12.0,K. Bazemore makes 3-pt shot from 23 ft (assist by K. Korver),3,89-86,,
0:52.0,,,89-89,3,M. Williams makes 3-pt shot from 26 ft (assist by A. Jefferson)
0:41.0,P. Millsap makes 3-pt shot from 25 ft (assist by J. Teague),3,92-89,,
0:28.0,,,92-89,,Charlotte full timeout
0:28.0,,,92-89,,S. Hawes enters the game for A. Jefferson
0:20.0,,,92-89,,N. Batum misses 2-pt shot from 1 ft
0:17.0,,,92-89,,Offensive rebound by S. Hawes
0:15.0,,,92-89,,M. Williams misses 2-pt shot from 2 ft (block by P. Millsap)
0:15.0,Defensive rebound by K. Bazemore,,92-89,,
0:15.0,,,92-89,,Personal foul by S. Hawes (drawn by K. Bazemore)
0:15.0,K. Bazemore makes free throw 1 of 2,1,93-89,,
0:15.0,,,93-89,,C. Zeller enters the game for S. Hawes
0:15.0,T. Sefolosha enters the game for J. Teague,,93-89,,
0:15.0,K. Bazemore makes free throw 2 of 2,1,94-89,,
0:15.0,,,94-89,,Charlotte full timeout
0:15.0,,,94-89,,S. Hawes enters the game for C. Zeller
0:12.0,,,94-92,3,M. Williams makes 3-pt shot from 29 ft (assist by J. Lin)
0:12.0,Atlanta full timeout,,94-92,,
0:12.0,J. Teague enters the game for T. Sefolosha,,94-92,,
0:12.0,,,94-92,,C. Zeller enters the game for S. Hawes
0:09.0,T. Sefolosha enters the game for J. Teague,,94-92,,
0:09.0,,,94-92,,S. Hawes enters the game for C. Zeller
0:09.0,Turnover by K. Korver (bad pass),,94-92,,
0:09.0,Jump ball: P. Millsap vs. M. Williams (N. Batum gains possession),,,,Jump ball: P. Millsap vs. M. Williams (N. Batum gains possession)
0:00.0,,,94-92,,K. Walker misses 2-pt shot from 17 ft
0:00.0,,,94-92,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
