time,Golden State,pts.away,score,pts.home,Portland
5:53.0,,,115-94,,C. McCollum misses 2-pt shot from 15 ft
5:53.0,Defensive rebound by F. Ezeli,,115-94,,
5:39.0,F. Ezeli misses 2-pt shot from 20 ft,,115-94,,
5:39.0,,,115-94,,Defensive rebound by C. McCollum
5:27.0,,,115-96,2,E. Davis makes 2-pt shot from 1 ft (assist by D. Lillard)
5:07.0,F. Ezeli makes 2-pt shot at rim (assist by I. Clark),2,117-96,,
4:51.0,,,117-98,2,C. McCollum makes 2-pt shot from 6 ft (assist by D. Lillard)
4:42.0,Golden State full timeout,,117-98,,
4:42.0,B. Rush enters the game for S. Livingston,,117-98,,
4:42.0,D. Green enters the game for H. Barnes,,117-98,,
4:42.0,,,117-98,,P. Connaughton enters the game for D. Lillard
4:42.0,,,117-98,,N. Vonleh enters the game for A. Crabbe
4:42.0,,,117-98,,T. Frazier enters the game for E. Davis
4:34.0,K. Thompson misses 2-pt shot from 20 ft,,117-98,,
4:34.0,,,117-98,,Defensive rebound by P. Connaughton
4:21.0,,,117-98,,Turnover by P. Connaughton (bad pass; steal by B. Rush)
4:09.0,K. Thompson makes 2-pt shot from 10 ft (assist by D. Green),2,119-98,,
3:56.0,,,119-100,2,P. Connaughton makes 2-pt shot from 1 ft (assist by C. McCollum)
3:40.0,Turnover by D. Green (lost ball; steal by G. Henderson),,119-100,,
3:32.0,,,119-100,,G. Henderson misses 2-pt shot from 19 ft
3:31.0,,,119-100,,Offensive rebound by N. Vonleh
3:24.0,,,119-100,,C. McCollum misses 3-pt shot from 22 ft
3:23.0,Defensive rebound by D. Green,,119-100,,
3:14.0,Shooting foul by P. Connaughton (drawn by K. Thompson),,119-100,,
3:14.0,K. Thompson makes free throw 1 of 2,1,120-100,,
3:14.0,M. Speights enters the game for D. Green,,120-100,,
3:14.0,,,120-100,,A. Crabbe enters the game for C. McCollum
3:14.0,K. Thompson makes free throw 2 of 2,1,121-100,,
3:03.0,,,121-100,,G. Henderson misses 2-pt shot from 20 ft
3:02.0,Defensive rebound by K. Thompson,,121-100,,
2:45.0,B. Rush makes 3-pt shot from 23 ft (assist by K. Thompson),3,124-100,,
2:41.0,Personal take foul by K. Thompson (drawn by P. Connaughton),,124-100,,
2:41.0,H. Barnes enters the game for K. Thompson,,124-100,,
2:41.0,,,124-100,,M. Leonard enters the game for G. Henderson
2:31.0,,,124-102,2,M. Leonard makes 2-pt shot from 19 ft (assist by T. Frazier)
2:14.0,Turnover by F. Ezeli (lost ball; steal by P. Connaughton),,124-102,,
2:07.0,,,124-102,,A. Crabbe misses 3-pt shot from 24 ft
2:05.0,,,124-102,,Offensive rebound by P. Connaughton
1:54.0,,,124-102,,P. Connaughton misses 3-pt shot from 25 ft
1:53.0,Defensive rebound by M. Speights,,124-102,,
1:42.0,H. Barnes makes 2-pt shot from 22 ft,2,126-102,,
1:32.0,,,126-102,,T. Frazier misses 2-pt shot from 2 ft (block by F. Ezeli)
1:31.0,Defensive rebound by I. Clark,,126-102,,
1:26.0,,,126-102,,Personal foul by N. Vonleh (drawn by F. Ezeli)
1:18.0,Turnover by B. Rush (lost ball; steal by P. Connaughton),,126-102,,
1:14.0,,,126-102,,Turnover by P. Connaughton (lost ball)
0:58.0,H. Barnes misses 2-pt shot from 16 ft,,126-102,,
0:58.0,,,126-102,,Defensive rebound by P. Connaughton
0:53.0,,,126-104,2,A. Crabbe makes 2-pt shot from 1 ft (assist by P. Connaughton)
0:38.0,M. Speights makes 2-pt shot from 18 ft,2,128-104,,
0:33.0,,,128-106,2,A. Crabbe makes 2-pt shot at rim (assist by T. Frazier)
0:24.0,Turnover by I. Clark (lost ball; steal by T. Frazier),,128-106,,
0:15.0,,,128-108,2,A. Crabbe makes 2-pt shot from 14 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
