time,Portland,pts.away,score,pts.home,Memphis
1:46.0,,,90-95,,T. Allen enters the game for C. Lee
1:46.0,,,90-96,1,M. Gasol makes free throw 2 of 2
1:32.0,A. Aminu makes 3-pt shot from 25 ft (assist by A. Crabbe),3,93-96,,
1:15.0,,,93-96,,M. Gasol misses 2-pt shot from 9 ft
1:13.0,Defensive rebound by A. Crabbe,,93-96,,
0:57.0,A. Aminu misses 3-pt shot from 27 ft,,93-96,,
0:54.0,,,93-96,,Defensive rebound by Z. Randolph
0:54.0,Loose ball foul by A. Aminu (drawn by Z. Randolph),,93-96,,
0:54.0,,,93-96,,Z. Randolph misses free throw 1 of 2
0:54.0,,,93-96,,Offensive rebound by Team
0:54.0,C. Kaman enters the game for A. Crabbe,,93-96,,
0:54.0,,,93-97,1,Z. Randolph makes free throw 2 of 2
0:54.0,Portland full timeout,,93-97,,
0:54.0,,,93-97,,J. Green enters the game for Z. Randolph
0:54.0,A. Crabbe enters the game for C. Kaman,,93-97,,
0:53.0,,,93-97,,Personal foul by T. Allen (drawn by C. McCollum)
0:53.0,C. McCollum makes free throw 1 of 2,1,94-97,,
0:53.0,,,94-97,,C. Lee enters the game for T. Allen
0:53.0,,,94-97,,Z. Randolph enters the game for J. Green
0:53.0,C. McCollum makes free throw 2 of 2,1,95-97,,
0:53.0,,,95-97,,Memphis full timeout
0:37.0,,,95-97,,M. Conley misses 2-pt shot from 9 ft
0:36.0,Defensive rebound by A. Aminu,,95-97,,
0:36.0,,,95-97,,Personal foul by M. Conley (drawn by A. Aminu)
0:36.0,A. Aminu makes free throw 1 of 2,1,96-97,,
0:36.0,A. Aminu makes free throw 2 of 2,1,97-97,,
0:36.0,,,97-97,,Memphis full timeout
0:26.0,,,97-99,2,J. Green makes 2-pt shot from 10 ft
0:13.0,A. Aminu makes 3-pt shot from 23 ft (assist by C. McCollum),3,100-99,,
0:13.0,,,100-99,,Memphis full timeout
0:03.0,,,100-99,,C. Lee misses 3-pt shot from 23 ft
0:03.0,,,100-99,,Offensive rebound by J. Green
0:03.0,,,100-99,,J. Green misses 2-pt shot from 2 ft
0:02.0,,,100-99,,Offensive rebound by Z. Randolph
0:02.0,,,100-99,,Z. Randolph misses 2-pt shot from 2 ft (block by A. Crabbe)
0:01.0,,,100-99,,Offensive rebound by Z. Randolph
0:01.0,,,100-101,2,Z. Randolph makes 2-pt shot from 2 ft
0:01.0,Portland full timeout,,100-101,,
0:01.0,,,100-101,,M. Barnes enters the game for Z. Randolph
0:01.0,,,100-101,,T. Allen enters the game for C. Lee
0:01.0,Portland full timeout,,100-101,,
0:00.0,A. Aminu misses 2-pt shot from 17 ft,,100-101,,
0:00.0,Offensive rebound by Team,,100-101,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
