time,Golden State,pts.away,score,pts.home,Oklahoma City
10:19.0,K. Thompson misses 3-pt shot from 25 ft,,85-97,,
10:18.0,,,85-97,,Defensive rebound by E. Kanter
9:54.0,,,85-97,,Turnover by D. Waiters (lost ball; steal by K. Thompson)
9:46.0,A. Iguodala misses 3-pt shot from 25 ft,,85-97,,
9:45.0,,,85-97,,Defensive rebound by E. Kanter
9:30.0,,,85-97,,Shooting foul by A. Iguodala (drawn by K. Durant)
9:30.0,,,85-98,1,K. Durant makes free throw 1 of 2
9:30.0,,,85-98,,R. Westbrook enters the game for R. Foye
9:30.0,Golden State full timeout,,85-98,,
9:30.0,H. Barnes enters the game for S. Livingston,,85-98,,
9:30.0,S. Curry enters the game for M. Speights,,85-98,,
9:30.0,,,85-98,,K. Durant misses free throw 2 of 2
9:30.0,Defensive rebound by D. Green,,85-98,,
9:18.0,K. Thompson misses 3-pt shot from 23 ft,,85-98,,
9:18.0,,,85-98,,Defensive rebound by A. Roberson
9:01.0,,,85-101,3,A. Roberson makes 3-pt shot from 25 ft (assist by K. Durant)
8:55.0,Turnover by S. Curry (lost ball; steal by R. Westbrook),,85-101,,
8:37.0,,,85-101,,D. Waiters misses 3-pt shot from 23 ft
8:36.0,,,85-101,,Offensive rebound by R. Westbrook
8:23.0,,,85-101,,R. Westbrook misses 3-pt shot from 25 ft
8:22.0,Defensive rebound by H. Barnes,,85-101,,
8:15.0,Shooting foul by E. Kanter (drawn by D. Green),,85-101,,
8:15.0,D. Green makes free throw 1 of 2,1,86-101,,
8:15.0,,,86-101,,S. Ibaka enters the game for E. Kanter
8:15.0,D. Green makes free throw 2 of 2,1,87-101,,
8:03.0,Personal foul by H. Barnes,,87-101,,
7:52.0,,,87-103,2,A. Roberson makes 2-pt shot from 2 ft (assist by K. Durant)
7:42.0,S. Curry makes 2-pt shot from 10 ft,2,89-103,,
7:23.0,,,89-103,,K. Durant misses 2-pt shot from 3 ft
7:23.0,,,89-103,,Offensive rebound by Team
7:23.0,Loose ball foul by H. Barnes,,89-103,,
7:11.0,,,89-105,2,R. Westbrook makes 2-pt shot from 1 ft (assist by A. Roberson)
7:01.0,D. Green misses 3-pt shot from 25 ft,,89-105,,
7:00.0,,,89-105,,Defensive rebound by K. Durant
6:41.0,,,89-105,,R. Westbrook misses 2-pt shot from 13 ft
6:40.0,Defensive rebound by Team,,89-105,,
6:40.0,,,89-105,,Loose ball foul by A. Roberson
6:29.0,,,89-105,,Personal foul by A. Roberson
6:26.0,Turnover by A. Iguodala (lost ball; steal by A. Roberson),,89-105,,
6:07.0,,,89-105,,K. Durant misses 2-pt shot from 14 ft
6:07.0,Defensive rebound by H. Barnes,,89-105,,
6:01.0,S. Curry misses 2-pt shot from 2 ft,,89-105,,
5:58.0,,,89-105,,Defensive rebound by A. Roberson
5:37.0,,,89-107,2,A. Roberson makes 2-pt shot at rim (assist by R. Westbrook)
5:36.0,Golden State full timeout,,89-107,,
5:36.0,Official timeout,,89-107,,
5:21.0,,,89-107,,Personal foul by A. Roberson
5:06.0,A. Iguodala misses 3-pt shot from 25 ft,,89-107,,
5:06.0,,,89-107,,Defensive rebound by K. Durant
4:50.0,,,89-107,,S. Ibaka misses 3-pt shot from 24 ft
4:49.0,Defensive rebound by K. Thompson,,89-107,,
4:41.0,Turnover by H. Barnes (lost ball; steal by K. Durant),,89-107,,
4:23.0,,,89-109,2,S. Ibaka makes 2-pt shot from 6 ft (assist by A. Roberson)
4:07.0,S. Curry makes 2-pt shot from 1 ft,2,91-109,,
3:47.0,,,91-111,2,A. Roberson makes 2-pt shot from 1 ft
3:47.0,,,91-111,,R. Westbrook misses 2-pt shot from 2 ft
3:47.0,,,91-111,,Offensive rebound by A. Roberson
3:38.0,D. Green misses 2-pt shot from 4 ft (block by K. Durant),,91-111,,
3:37.0,,,91-111,,Defensive rebound by D. Waiters
3:16.0,,,91-114,3,R. Westbrook makes 3-pt shot from 24 ft (assist by D. Waiters)
3:15.0,Golden State full timeout,,91-114,,
3:15.0,L. Barbosa enters the game for H. Barnes,,91-114,,
3:15.0,B. Rush enters the game for D. Green,,91-114,,
3:15.0,M. Speights enters the game for K. Thompson,,91-114,,
3:15.0,I. Clark enters the game for S. Curry,,91-114,,
3:15.0,A. Varejao enters the game for A. Iguodala,,91-114,,
2:56.0,I. Clark misses 2-pt shot from 21 ft,,91-114,,
2:56.0,,,91-114,,Defensive rebound by R. Westbrook
2:32.0,,,91-114,,S. Ibaka misses 2-pt shot from 6 ft
2:31.0,Defensive rebound by B. Rush,,91-114,,
2:13.0,M. Speights makes 2-pt shot from 15 ft,2,93-114,,
1:58.0,,,93-114,,Shooting foul by L. Barbosa (drawn by D. Waiters)
1:58.0,,,93-115,1,D. Waiters makes free throw 1 of 2
1:58.0,,,93-115,,C. Payne enters the game for K. Durant
1:58.0,,,93-115,,R. Foye enters the game for S. Ibaka
1:58.0,,,93-115,,K. Singler enters the game for R. Westbrook
1:58.0,,,93-116,1,D. Waiters makes free throw 2 of 2
1:40.0,A. Varejao misses 2-pt shot from 10 ft,,93-116,,
1:40.0,,,93-116,,Defensive rebound by D. Waiters
1:29.0,,,93-118,2,D. Waiters makes 2-pt shot from 1 ft
1:23.0,,,93-118,,Personal foul by R. Foye
1:23.0,L. Barbosa makes free throw 1 of 2,1,94-118,,
1:23.0,,,94-118,,A. Morrow enters the game for D. Waiters
1:23.0,,,94-118,,N. Mohammed enters the game for A. Roberson
1:23.0,L. Barbosa misses free throw 2 of 2,,94-118,,
1:22.0,,,94-118,,Defensive rebound by C. Payne
1:05.0,,,94-118,,C. Payne misses 2-pt shot from 16 ft (block by M. Speights)
1:04.0,Defensive rebound by I. Clark,,94-118,,
0:57.0,Turnover by I. Clark (lost ball; steal by C. Payne),,94-118,,
0:40.0,,,94-118,,Turnover by C. Payne (lost ball)
0:27.0,M. Speights misses 3-pt shot from 25 ft,,94-118,,
0:26.0,,,94-118,,Defensive rebound by N. Mohammed
0:03.0,,,94-118,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
