time,Philadelphia,pts.away,score,pts.home,Boston
5:15.0,,,77-69,1,I. Thomas makes free throw 1 of 2
5:15.0,T. McConnell enters the game for P. Pressey,,77-69,,
5:15.0,,,77-70,1,I. Thomas makes free throw 2 of 2
4:57.0,H. Thompson misses 3-pt shot from 23 ft,,77-70,,
4:56.0,,,77-70,,Defensive rebound by J. Sullinger
4:51.0,,,77-70,,Turnover by I. Thomas (lost ball)
4:35.0,Turnover by T. McConnell (lost ball; steal by I. Thomas),,77-70,,
4:32.0,Shooting block foul by N. Noel (drawn by J. Crowder),,77-70,,
4:32.0,,,77-70,,J. Crowder misses free throw 1 of 2
4:32.0,,,77-70,,Offensive rebound by Team
4:32.0,,,77-70,,J. Crowder misses free throw 2 of 2
4:31.0,Defensive rebound by N. Noel,,77-70,,
4:11.0,T. McConnell misses 2-pt shot from 16 ft,,77-70,,
4:10.0,,,77-70,,Defensive rebound by A. Bradley
3:51.0,,,77-73,3,J. Crowder makes 3-pt shot from 24 ft (assist by I. Thomas)
3:23.0,Turnover by R. Covington (lost ball; steal by J. Crowder),,77-73,,
3:17.0,,,77-73,,A. Bradley misses 3-pt shot from 26 ft
3:15.0,,,77-73,,Offensive rebound by Team
3:15.0,I. Canaan enters the game for T. McConnell,,77-73,,
3:12.0,,,77-75,2,J. Sullinger makes 2-pt shot from 20 ft (assist by I. Thomas)
2:51.0,J. Okafor makes 2-pt shot from 6 ft,2,79-75,,
2:51.0,Shooting foul by J. Sullinger (drawn by J. Okafor),,79-75,,
2:51.0,Official timeout,,79-75,,
2:51.0,J. Okafor makes free throw 1 of 1,1,80-75,,
2:38.0,,,80-75,,J. Sullinger misses 3-pt shot from 24 ft
2:37.0,Defensive rebound by I. Canaan,,80-75,,
2:21.0,R. Covington misses 3-pt shot from 25 ft,,80-75,,
2:20.0,,,80-75,,Defensive rebound by J. Crowder
2:12.0,,,80-75,,I. Thomas misses 2-pt shot from 1 ft (block by I. Canaan)
2:12.0,,,80-75,,Offensive rebound by Team
2:02.0,,,80-75,,E. Turner misses 2-pt shot from 7 ft
2:01.0,,,80-75,,Offensive rebound by J. Sullinger
2:00.0,,,80-75,,J. Sullinger misses 2-pt shot at rim
1:59.0,Defensive rebound by N. Noel,,80-75,,
1:39.0,I. Canaan misses 3-pt shot from 27 ft,,80-75,,
1:39.0,,,80-75,,Defensive rebound by J. Sullinger
1:39.0,,,80-75,,Boston full timeout
1:39.0,,,80-75,,K. Olynyk enters the game for J. Crowder
1:39.0,J. Grant enters the game for H. Thompson,,80-75,,
1:36.0,Personal foul by J. Okafor (drawn by E. Turner),,80-75,,
1:36.0,,,80-76,1,E. Turner makes free throw 1 of 2
1:36.0,,,80-76,,J. Crowder enters the game for K. Olynyk
1:36.0,H. Thompson enters the game for J. Grant,,80-76,,
1:36.0,,,80-77,1,E. Turner makes free throw 2 of 2
1:14.0,Turnover by I. Canaan (bad pass; steal by J. Crowder),,80-77,,
1:10.0,,,80-79,2,I. Thomas makes 2-pt shot from 1 ft (assist by A. Bradley)
1:10.0,Philadelphia full timeout,,80-79,,
0:50.0,Turnover by R. Covington (lost ball; steal by A. Bradley),,80-79,,
0:39.0,,,80-82,3,J. Crowder makes 3-pt shot from 24 ft (assist by E. Turner)
0:39.0,Philadelphia full timeout,,80-82,,
0:39.0,P. Pressey enters the game for I. Canaan,,80-82,,
0:33.0,Turnover by R. Covington (bad pass),,80-82,,
0:33.0,J. Grant enters the game for J. Okafor,,80-82,,
0:33.0,J. Sampson enters the game for H. Thompson,,80-82,,
0:12.0,,,80-82,,Turnover by A. Bradley (lost ball; steal by R. Covington)
0:11.0,Philadelphia full timeout,,80-82,,
0:11.0,H. Thompson enters the game for J. Grant,,80-82,,
0:11.0,J. Okafor enters the game for J. Sampson,,80-82,,
0:03.0,P. Pressey misses 2-pt shot from 12 ft,,80-82,,
0:03.0,,,80-82,,Defensive rebound by I. Thomas
0:01.0,Personal take foul by R. Covington (drawn by I. Thomas),,80-82,,
0:01.0,,,80-83,1,I. Thomas makes free throw 1 of 2
0:01.0,,,80-84,1,I. Thomas makes free throw 2 of 2
0:00.0,P. Pressey misses 3-pt shot from 50 ft,,80-84,,
0:00.0,Offensive rebound by Team,,80-84,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
