time,Brooklyn,pts.away,score,pts.home,Charlotte
3:58.0,,,102-107,1,M. Williams makes free throw 1 of 2
3:58.0,R. Hollis-Jefferson enters the game for S. Larkin,,102-107,,
3:58.0,,,102-108,1,M. Williams makes free throw 2 of 2
3:40.0,J. Johnson misses 2-pt shot from 15 ft (block by A. Jefferson),,102-108,,
3:37.0,,,102-108,,Defensive rebound by K. Walker
3:34.0,,,102-110,2,J. Lin makes 2-pt shot from 1 ft (assist by K. Walker)
3:23.0,,,102-110,,Personal foul by J. Lin (drawn by R. Hollis-Jefferson)
3:16.0,J. Jack misses 3-pt shot from 25 ft,,102-110,,
3:15.0,,,102-110,,Defensive rebound by A. Jefferson
3:01.0,,,102-110,,Turnover by N. Batum (lost ball)
2:48.0,T. Young makes 2-pt shot from 2 ft (assist by J. Jack),2,104-110,,
2:38.0,,,104-110,,K. Walker misses 3-pt shot from 26 ft
2:36.0,Defensive rebound by J. Jack,,104-110,,
2:23.0,B. Lopez makes 2-pt shot from 7 ft (assist by J. Johnson),2,106-110,,
2:16.0,,,106-110,,Charlotte full timeout
1:58.0,,,106-110,,N. Batum misses 2-pt shot from 3 ft
1:57.0,Defensive rebound by B. Lopez,,106-110,,
1:44.0,J. Jack misses 2-pt shot from 7 ft (block by A. Jefferson),,106-110,,
1:42.0,,,106-110,,Defensive rebound by K. Walker
1:40.0,,,106-110,,J. Lin misses 2-pt shot from 1 ft
1:39.0,,,106-110,,Offensive rebound by K. Walker
1:39.0,,,106-112,2,K. Walker makes 2-pt shot from 1 ft
1:28.0,T. Young makes 2-pt shot from 2 ft,2,108-112,,
1:07.0,Personal foul by B. Lopez (drawn by K. Walker),,108-112,,
1:07.0,,,108-112,,K. Walker misses free throw 1 of 2
1:07.0,,,108-112,,Offensive rebound by Team
1:07.0,,,108-112,,K. Walker misses free throw 2 of 2
1:06.0,Defensive rebound by J. Johnson,,108-112,,
1:06.0,Brooklyn full timeout,,108-112,,
1:06.0,W. Ellington enters the game for R. Hollis-Jefferson,,108-112,,
0:55.0,J. Johnson misses 2-pt shot from 11 ft,,108-112,,
0:54.0,Offensive rebound by T. Young,,108-112,,
0:54.0,T. Young misses 2-pt shot from 1 ft,,108-112,,
0:52.0,,,108-112,,Defensive rebound by K. Walker
0:33.0,,,108-112,,Turnover by N. Batum (bad pass; steal by T. Young)
0:32.0,Brooklyn full timeout,,108-112,,
0:32.0,,,108-112,,C. Zeller enters the game for A. Jefferson
0:26.0,B. Lopez misses 2-pt shot from 8 ft,,108-112,,
0:25.0,,,108-112,,Defensive rebound by M. Williams
0:24.0,,,108-112,,Charlotte full timeout
0:24.0,M. Brown enters the game for B. Lopez,,108-112,,
0:24.0,,,108-112,,S. Hawes enters the game for C. Zeller
0:20.0,,,108-112,,Turnover by N. Batum (bad pass)
0:20.0,,,108-112,,C. Zeller enters the game for S. Hawes
0:20.0,B. Lopez enters the game for M. Brown,,108-112,,
0:18.0,Offensive foul by B. Lopez,,108-112,,
0:18.0,Turnover by B. Lopez (offensive foul),,108-112,,
0:18.0,M. Brown enters the game for B. Lopez,,108-112,,
0:18.0,R. Hollis-Jefferson enters the game for W. Ellington,,108-112,,
0:18.0,,,108-112,,S. Hawes enters the game for C. Zeller
0:17.0,Personal foul by J. Johnson (drawn by M. Williams),,108-112,,
0:17.0,,,108-113,1,M. Williams makes free throw 1 of 2
0:17.0,,,108-113,,C. Zeller enters the game for S. Hawes
0:17.0,B. Lopez enters the game for M. Brown,,108-113,,
0:17.0,,,108-114,1,M. Williams makes free throw 2 of 2
0:17.0,Brooklyn full timeout,,108-114,,
0:17.0,W. Ellington enters the game for R. Hollis-Jefferson,,108-114,,
0:15.0,J. Johnson misses 3-pt shot from 26 ft,,108-114,,
0:13.0,,,108-114,,Defensive rebound by K. Walker
0:13.0,Personal take foul by J. Jack (drawn by K. Walker),,108-114,,
0:13.0,,,108-115,1,K. Walker makes free throw 1 of 2
0:13.0,M. Brown enters the game for J. Johnson,,108-115,,
0:13.0,T. Robinson enters the game for B. Lopez,,108-115,,
0:13.0,,,108-116,1,K. Walker makes free throw 2 of 2
0:09.0,J. Jack makes 3-pt shot from 24 ft,3,111-116,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
