time,Washington,pts.away,score,pts.home,Brooklyn
7:38.0,,,107-102,2,C. McCullough makes 2-pt shot from 2 ft (assist by S. Larkin)
7:38.0,,,107-102,,Shooting foul by K. Oubre (drawn by C. McCullough)
7:38.0,,,107-102,,C. McCullough misses free throw 1 of 1
7:37.0,Defensive rebound by G. Temple,,107-102,,
7:14.0,J. Hickson makes 2-pt shot from 2 ft,2,109-102,,
7:03.0,,,109-102,,S. Larkin misses 3-pt shot from 24 ft
7:02.0,Defensive rebound by M. Thornton,,109-102,,
6:49.0,G. Temple makes 3-pt shot from 24 ft (assist by J. Hickson),3,112-102,,
6:37.0,,,112-102,,B. Bogdanovic misses 3-pt shot from 24 ft
6:36.0,Defensive rebound by Team,,112-102,,
6:13.0,K. Oubre makes 2-pt shot from 2 ft (assist by J. Hickson),2,114-102,,
6:01.0,,,114-102,,H. Sims misses 2-pt shot from 18 ft
6:00.0,Defensive rebound by G. Temple,,114-102,,
5:55.0,M. Thornton misses 3-pt shot from 27 ft,,114-102,,
5:54.0,,,114-102,,Defensive rebound by Team
5:54.0,Official timeout,,114-102,,
5:54.0,,,114-102,,M. Brown enters the game for B. Bogdanovic
5:54.0,,,114-102,,R. Hollis-Jefferson enters the game for W. Ellington
5:54.0,,,114-102,,S. Kilpatrick enters the game for H. Sims
5:44.0,Personal foul by G. Temple,,114-102,,
5:36.0,,,114-104,2,S. Larkin makes 2-pt shot from 2 ft
5:14.0,J. Eddie misses 2-pt shot from 2 ft (block by R. Hollis-Jefferson),,114-104,,
5:12.0,,,114-104,,Defensive rebound by M. Brown
5:10.0,,,114-104,,Turnover by M. Brown (lost ball; steal by M. Thornton)
5:05.0,J. Hickson makes 2-pt shot from 1 ft (assist by M. Thornton),2,116-104,,
4:56.0,,,116-104,,S. Kilpatrick misses 2-pt shot from 4 ft
4:55.0,Defensive rebound by J. Hickson,,116-104,,
4:39.0,J. Hickson misses 2-pt shot from 1 ft (block by C. McCullough),,116-104,,
4:39.0,,,116-104,,Defensive rebound by Team
4:28.0,,,116-104,,Shooting foul by K. Oubre (drawn by C. McCullough)
4:28.0,,,116-104,,C. McCullough misses free throw 1 of 2
4:28.0,,,116-104,,Offensive rebound by Team
4:28.0,,,116-104,,C. McCullough misses free throw 2 of 2
4:27.0,,,116-104,,Offensive rebound by Team
4:27.0,,,116-104,,B. Bogdanovic enters the game for C. McCullough
4:23.0,,,116-106,2,R. Hollis-Jefferson makes 2-pt shot from 18 ft (assist by S. Kilpatrick)
4:03.0,M. Thornton misses 2-pt shot from 17 ft,,116-106,,
4:02.0,,,116-106,,Defensive rebound by S. Kilpatrick
3:59.0,,,116-108,2,B. Bogdanovic makes 2-pt shot at rim (assist by M. Brown)
3:56.0,Washington full timeout,,116-108,,
3:32.0,J. Eddie misses 3-pt shot from 26 ft,,116-108,,
3:31.0,,,116-108,,Defensive rebound by B. Bogdanovic
3:17.0,,,116-108,,M. Brown misses 3-pt shot from 24 ft
3:16.0,Defensive rebound by K. Oubre,,116-108,,
2:55.0,J. Hickson misses 2-pt shot from 5 ft,,116-108,,
2:54.0,Offensive rebound by M. Thornton,,116-108,,
2:51.0,M. Thornton makes 2-pt shot from 14 ft,2,118-108,,
2:36.0,,,118-108,,M. Brown misses 3-pt shot from 24 ft
2:34.0,,,118-108,,Offensive rebound by B. Bogdanovic
2:25.0,,,118-108,,B. Bogdanovic misses 3-pt shot from 25 ft
2:24.0,,,118-108,,Offensive rebound by M. Brown
2:20.0,,,118-108,,B. Bogdanovic misses 3-pt shot from 24 ft
2:19.0,Defensive rebound by M. Thornton,,118-108,,
1:57.0,J. Eddie misses 2-pt shot from 15 ft,,118-108,,
1:56.0,,,118-108,,Defensive rebound by B. Bogdanovic
1:49.0,,,118-108,,M. Brown misses 3-pt shot from 23 ft
1:48.0,Defensive rebound by M. Thornton,,118-108,,
1:32.0,M. Thornton misses 2-pt shot from 9 ft,,118-108,,
1:31.0,Offensive rebound by J. Hickson,,118-108,,
1:26.0,J. Eddie misses 3-pt shot from 25 ft,,118-108,,
1:25.0,Offensive rebound by M. Thornton,,118-108,,
1:04.0,J. Hickson makes 2-pt shot from 1 ft (assist by J. Eddie),2,120-108,,
1:04.0,,,120-108,,Brooklyn full timeout
1:04.0,,,120-108,,H. Sims enters the game for B. Bogdanovic
1:04.0,,,120-108,,D. Sloan enters the game for R. Hollis-Jefferson
0:53.0,,,120-108,,S. Larkin misses 2-pt shot from 16 ft
0:52.0,Defensive rebound by K. Oubre,,120-108,,
0:32.0,Turnover by J. Hickson (3 sec),,120-108,,
0:22.0,,,120-111,3,D. Sloan makes 3-pt shot from 23 ft (assist by S. Larkin)
0:00.0,End of 4th quarter,,,,End of 4th quarter
