time,New Orleans,pts.away,score,pts.home,Utah
2:54.0,,,84-94,1,R. Hood makes free throw 2 of 2
2:35.0,A. Davis makes 2-pt shot from 20 ft (assist by I. Smith),2,86-94,,
2:10.0,,,86-94,,R. Hood misses 3-pt shot from 25 ft
2:08.0,Defensive rebound by Team,,86-94,,
2:00.0,Turnover by A. Davis (traveling),,86-94,,
1:42.0,,,86-96,2,A. Burks makes 2-pt shot from 10 ft
1:42.0,New Orleans full timeout,,86-96,,
1:37.0,I. Smith misses 3-pt shot from 23 ft (block by T. Booker),,86-96,,
1:35.0,,,86-96,,Defensive rebound by R. Gobert
1:16.0,,,86-96,,R. Hood misses 2-pt shot from 12 ft
1:14.0,Defensive rebound by J. Holiday,,86-96,,
1:12.0,Shooting foul by R. Hood (drawn by E. Gordon),,86-96,,
1:12.0,E. Gordon misses free throw 1 of 2,,86-96,,
1:12.0,Offensive rebound by Team,,86-96,,
1:12.0,E. Gordon makes free throw 2 of 2,1,87-96,,
0:55.0,,,87-99,3,A. Burks makes 3-pt shot from 24 ft
0:55.0,New Orleans full timeout,,87-99,,
0:53.0,Turnover by J. Holiday (bad pass; steal by R. Gobert),,87-99,,
0:35.0,,,87-101,2,R. Gobert makes 2-pt shot at rim (assist by R. Hood)
0:27.0,A. Davis misses 3-pt shot from 24 ft,,87-101,,
0:26.0,Offensive rebound by I. Smith,,87-101,,
0:23.0,I. Smith misses 2-pt shot from 6 ft,,87-101,,
0:22.0,,,87-101,,Defensive rebound by T. Booker
0:00.0,End of 4th quarter,,,,End of 4th quarter
