time,LA Lakers,pts.away,score,pts.home,Portland
1:34.0,M. Huertas misses 2-pt shot from 13 ft,,97-120,,
1:33.0,,,97-120,,Defensive rebound by M. Harkless
1:28.0,,,97-120,,Turnover by M. Harkless (bad pass; steal by M. Huertas)
1:24.0,R. Kelly makes 2-pt shot at rim (assist by M. Huertas),2,99-120,,
1:08.0,,,99-120,,C. Kaman misses 2-pt shot from 16 ft
1:08.0,Defensive rebound by Team,,99-120,,
0:58.0,R. Sacre makes 2-pt shot from 12 ft,2,101-120,,
0:51.0,Personal foul by M. Huertas (drawn by T. Frazier),,101-120,,
0:46.0,,,101-120,,T. Frazier misses 2-pt shot from 18 ft
0:46.0,,,101-120,,Offensive rebound by N. Vonleh
0:34.0,,,101-120,,N. Vonleh misses 3-pt shot from 24 ft
0:33.0,,,101-120,,Offensive rebound by T. Frazier
0:32.0,Personal foul by A. Brown (drawn by T. Frazier),,101-120,,
0:32.0,,,101-120,,T. Frazier misses free throw 1 of 2
0:32.0,,,101-120,,Offensive rebound by Team
0:32.0,,,101-121,1,T. Frazier makes free throw 2 of 2
0:20.0,Shooting foul by N. Vonleh (drawn by A. Brown),,101-121,,
0:20.0,A. Brown makes free throw 1 of 2,1,102-121,,
0:20.0,A. Brown makes free throw 2 of 2,1,103-121,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
