time,Miami,pts.away,score,pts.home,Charlotte
3:49.0,J. Richardson enters the game for D. Wade,,71-92,,
3:49.0,B. Weber enters the game for G. Dragic,,71-92,,
3:49.0,H. Whiteside makes free throw 2 of 2,1,72-92,,
3:38.0,,,72-92,,K. Walker misses 2-pt shot from 18 ft
3:36.0,Defensive rebound by H. Whiteside,,72-92,,
3:32.0,,,72-92,,Personal foul by F. Kaminsky
3:32.0,L. Deng makes free throw 1 of 2,1,73-92,,
3:32.0,J. Winslow enters the game for J. Johnson,,73-92,,
3:32.0,L. Deng misses free throw 2 of 2,,73-92,,
3:31.0,,,73-92,,Defensive rebound by M. Williams
3:15.0,,,73-94,2,M. Williams makes 2-pt shot from 1 ft (assist by K. Walker)
3:04.0,B. Weber misses 2-pt shot from 16 ft,,73-94,,
3:03.0,,,73-94,,Defensive rebound by F. Kaminsky
2:43.0,,,73-94,,F. Kaminsky misses 2-pt shot from 6 ft
2:42.0,Defensive rebound by L. Deng,,73-94,,
2:31.0,Shooting foul by F. Kaminsky (drawn by J. Richardson),,73-94,,
2:31.0,Official timeout,,73-94,,
2:31.0,D. Wright enters the game for L. Deng,,73-94,,
2:31.0,G. Green enters the game for H. Whiteside,,73-94,,
2:31.0,J. McRoberts enters the game for J. Winslow,,73-94,,
2:31.0,J. Richardson misses free throw 1 of 2,,73-94,,
2:31.0,Offensive rebound by Team,,73-94,,
2:31.0,J. Richardson misses free throw 2 of 2,,73-94,,
2:30.0,,,73-94,,Defensive rebound by M. Williams
2:12.0,,,73-94,,F. Kaminsky misses 2-pt shot from 6 ft
2:11.0,Defensive rebound by D. Wright,,73-94,,
2:04.0,D. Wright misses 3-pt shot from 27 ft,,73-94,,
2:03.0,,,73-94,,Defensive rebound by M. Williams
1:48.0,,,73-94,,C. Zeller misses 2-pt shot from 3 ft
1:47.0,Defensive rebound by D. Wright,,73-94,,
1:34.0,G. Green makes 3-pt shot from 25 ft (assist by D. Wright),3,76-94,,
1:28.0,,,76-94,,Charlotte full timeout
1:28.0,,,76-94,,T. Daniels enters the game for M. Williams
1:28.0,,,76-94,,T. Hansbrough enters the game for F. Kaminsky
1:28.0,,,76-94,,A. Harrison enters the game for C. Lee
1:28.0,,,76-94,,J. Lamb enters the game for K. Walker
1:28.0,,,76-94,,J. Gutierrez enters the game for C. Zeller
1:13.0,,,76-94,,J. Lamb misses 2-pt shot from 20 ft
1:11.0,Defensive rebound by J. McRoberts,,76-94,,
1:03.0,D. Wright makes 2-pt shot from 1 ft,2,78-94,,
0:50.0,Personal foul by B. Weber,,78-94,,
0:42.0,,,78-96,2,T. Daniels makes 2-pt shot from 20 ft (assist by J. Gutierrez)
0:25.0,,,78-96,,Personal foul by A. Harrison
0:25.0,D. Wright makes free throw 1 of 2,1,79-96,,
0:25.0,D. Wright makes free throw 2 of 2,1,80-96,,
0:01.0,,,80-96,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
