time,LA Lakers,pts.away,score,pts.home,Phoenix
4:30.0,,,94-103,,Defensive rebound by A. Len
4:21.0,,,94-106,3,B. Knight makes 3-pt shot from 25 ft
4:21.0,LA Lakers full timeout,,94-106,,
4:01.0,K. Bryant misses 3-pt shot from 23 ft,,94-106,,
4:01.0,,,94-106,,Defensive rebound by P. Tucker
3:49.0,,,94-108,2,J. Leuer makes 2-pt shot from 2 ft
3:49.0,,,94-108,,Shooting foul by J. Randle (drawn by J. Leuer)
3:49.0,,,94-109,1,J. Leuer makes free throw 1 of 1
3:39.0,J. Clarkson misses 3-pt shot from 25 ft,,94-109,,
3:38.0,Offensive rebound by J. Randle,,94-109,,
3:31.0,J. Clarkson misses 3-pt shot from 23 ft,,94-109,,
3:30.0,Offensive rebound by B. Bass,,94-109,,
3:20.0,K. Bryant makes 3-pt shot from 24 ft (assist by D. Russell),3,97-109,,
3:02.0,,,97-111,2,D. Booker makes 2-pt shot at rim
2:52.0,K. Bryant makes 3-pt shot from 28 ft,3,100-111,,
2:28.0,,,100-111,,D. Booker misses 3-pt shot from 24 ft
2:28.0,Defensive rebound by B. Bass,,100-111,,
2:19.0,D. Russell misses 3-pt shot from 24 ft,,100-111,,
2:18.0,,,100-111,,Defensive rebound by D. Booker
1:59.0,,,100-113,2,D. Booker makes 2-pt shot from 2 ft
1:50.0,J. Clarkson makes 2-pt shot from 2 ft (assist by D. Russell),2,102-113,,
1:50.0,Personal foul by D. Russell,,102-113,,
1:50.0,,,102-113,,B. Knight misses free throw 1 of 2
1:50.0,,,102-113,,Offensive rebound by Team
1:50.0,,,102-113,,B. Knight misses free throw 2 of 2
1:49.0,Defensive rebound by J. Randle,,102-113,,
1:39.0,J. Randle misses 2-pt shot from 1 ft,,102-113,,
1:38.0,,,102-113,,Defensive rebound by A. Len
1:22.0,,,102-115,2,A. Len makes 2-pt shot at rim (assist by D. Booker)
1:14.0,K. Bryant misses 3-pt shot from 28 ft,,102-115,,
1:14.0,,,102-115,,Defensive rebound by J. Leuer
1:05.0,Personal take foul by J. Randle,,102-115,,
1:05.0,,,102-116,1,B. Knight makes free throw 1 of 2
1:05.0,M. World Peace enters the game for K. Bryant,,102-116,,
1:05.0,,,102-117,1,B. Knight makes free throw 2 of 2
0:53.0,Turnover by D. Russell (bad pass),,102-117,,
0:43.0,,,102-117,,D. Booker misses 2-pt shot from 21 ft
0:42.0,Defensive rebound by J. Randle,,102-117,,
0:35.0,B. Bass makes 2-pt shot at rim (assist by J. Randle),2,104-117,,
0:18.0,,,104-117,,B. Knight misses 2-pt shot from 17 ft
0:18.0,,,104-117,,Offensive rebound by B. Knight
0:14.0,,,104-119,2,J. Leuer makes 2-pt shot at rim (assist by B. Knight)
0:08.0,J. Clarkson makes 3-pt shot from 26 ft,3,107-119,,
0:05.0,,,107-119,,Turnover by A. Len (inbound)
0:02.0,J. Randle misses 3-pt shot from 22 ft,,107-119,,
0:01.0,,,107-119,,Defensive rebound by P. Tucker
0:00.0,End of 4th quarter,,,,End of 4th quarter
