time,Phoenix,pts.away,score,pts.home,LA Clippers
2:17.0,B. Knight misses 2-pt shot from 2 ft (block by D. Jordan),,91-94,,
2:16.0,Offensive rebound by T. Chandler,,91-94,,
2:12.0,T. Chandler misses 2-pt shot from 3 ft (block by B. Griffin),,91-94,,
2:11.0,,,91-94,,Defensive rebound by J. Redick
2:11.0,Personal foul by T. Warren (drawn by B. Griffin),,91-94,,
2:11.0,,,91-95,1,B. Griffin makes free throw 1 of 2
2:11.0,,,91-96,1,B. Griffin makes free throw 2 of 2
1:53.0,M. Morris misses 2-pt shot from 1 ft,,91-96,,
1:53.0,Offensive rebound by M. Morris,,91-96,,
1:53.0,M. Morris makes 2-pt shot from 1 ft,2,93-96,,
1:53.0,Shooting foul by C. Paul (drawn by M. Morris),,93-96,,
1:53.0,M. Morris misses free throw 1 of 1,,93-96,,
1:52.0,,,93-96,,Defensive rebound by D. Jordan
1:36.0,,,93-98,2,B. Griffin makes 2-pt shot from 19 ft (assist by C. Paul)
1:23.0,,,93-98,,Personal foul by C. Paul (drawn by M. Morris)
1:23.0,M. Morris misses free throw 1 of 2,,93-98,,
1:23.0,Offensive rebound by Team,,93-98,,
1:23.0,M. Morris makes free throw 2 of 2,1,94-98,,
1:00.0,,,94-98,,C. Paul misses 3-pt shot from 27 ft
0:59.0,Defensive rebound by B. Knight,,94-98,,
0:51.0,M. Morris misses 2-pt shot from 17 ft,,94-98,,
0:51.0,,,94-98,,Defensive rebound by J. Redick
0:36.0,Personal foul by T. Chandler (drawn by D. Jordan),,94-98,,
0:36.0,,,94-99,1,D. Jordan makes free throw 1 of 2
0:36.0,,,94-99,,A. Rivers enters the game for J. Crawford
0:36.0,P. Tucker enters the game for T. Warren,,94-99,,
0:36.0,,,94-99,,D. Jordan misses free throw 2 of 2
0:35.0,Defensive rebound by M. Morris,,94-99,,
0:35.0,Phoenix full timeout,,94-99,,
0:35.0,,,94-99,,L. Mbah a Moute enters the game for J. Redick
0:28.0,B. Knight misses 3-pt shot from 26 ft,,94-99,,
0:28.0,,,94-99,,Defensive rebound by B. Griffin
0:26.0,,,94-99,,LA Clippers full timeout
0:26.0,,,94-99,,LA Clippers full timeout
0:26.0,,,94-99,,J. Crawford enters the game for D. Jordan
0:26.0,,,94-99,,J. Redick enters the game for A. Rivers
0:26.0,,,94-99,,P. Pierce enters the game for L. Mbah a Moute
0:26.0,R. Price enters the game for P. Tucker,,94-99,,
0:21.0,Personal foul by R. Price (drawn by B. Griffin),,94-99,,
0:21.0,,,94-100,1,B. Griffin makes free throw 1 of 2
0:21.0,P. Tucker enters the game for R. Price,,94-100,,
0:21.0,,,94-100,,L. Mbah a Moute enters the game for J. Redick
0:21.0,,,94-100,,A. Rivers enters the game for P. Pierce
0:21.0,,,94-100,,D. Jordan enters the game for J. Crawford
0:21.0,,,94-100,,B. Griffin misses free throw 2 of 2
0:20.0,Defensive rebound by B. Knight,,94-100,,
0:19.0,Phoenix full timeout,,94-100,,
0:12.0,Shooting foul by D. Jordan (drawn by E. Bledsoe),,94-100,,
0:12.0,E. Bledsoe makes free throw 1 of 2,1,95-100,,
0:12.0,,,95-100,,J. Crawford enters the game for L. Mbah a Moute
0:12.0,,,95-100,,J. Redick enters the game for A. Rivers
0:12.0,R. Price enters the game for P. Tucker,,95-100,,
0:12.0,E. Bledsoe makes free throw 2 of 2,1,96-100,,
0:12.0,,,96-100,,LA Clippers full timeout
0:12.0,,,96-100,,P. Pierce enters the game for D. Jordan
0:12.0,P. Tucker enters the game for M. Morris,,96-100,,
0:08.0,Personal take foul by T. Chandler (drawn by C. Paul),,96-100,,
0:08.0,,,96-101,1,C. Paul makes free throw 1 of 2
0:08.0,,,96-101,,A. Rivers enters the game for J. Redick
0:08.0,,,96-101,,L. Mbah a Moute enters the game for P. Pierce
0:08.0,,,96-101,,D. Jordan enters the game for J. Crawford
0:08.0,,,96-102,1,C. Paul makes free throw 2 of 2
0:08.0,Phoenix full timeout,,96-102,,
0:08.0,M. Morris enters the game for P. Tucker,,96-102,,
0:05.0,B. Knight misses 3-pt shot from 26 ft,,96-102,,
0:02.0,,,96-102,,Defensive rebound by B. Griffin
0:00.0,End of 4th quarter,,,,End of 4th quarter
