time,LA Clippers,pts.away,score,pts.home,Phoenix
5:05.0,L. Mbah a Moute misses 2-pt shot from 5 ft,,89-107,,
5:05.0,,,89-107,,Defensive rebound by Team
4:42.0,,,89-107,,M. Teletovic misses 2-pt shot from 21 ft
4:40.0,Defensive rebound by C. Aldrich,,89-107,,
4:29.0,W. Johnson makes 2-pt shot from 13 ft,2,91-107,,
4:29.0,Shooting foul by T. Warren (drawn by W. Johnson),,91-107,,
4:29.0,W. Johnson makes free throw 1 of 1,1,92-107,,
4:10.0,,,92-107,,Turnover by T. Warren (bad pass; steal by L. Mbah a Moute)
4:04.0,W. Johnson misses 3-pt shot from 26 ft,,92-107,,
4:03.0,Offensive rebound by Team,,92-107,,
4:03.0,,,92-107,,Loose ball foul by A. Len (drawn by C. Aldrich)
4:03.0,,,92-107,,P. Tucker enters the game for A. Goodwin
4:03.0,,,92-107,,J. Leuer enters the game for A. Len
4:03.0,,,92-107,,B. Knight enters the game for T. Warren
4:03.0,,,92-107,,T. Chandler enters the game for M. Teletovic
3:54.0,Turnover by L. Stephenson (bad pass; steal by T. Chandler),,92-107,,
3:48.0,,,92-107,,P. Tucker misses 3-pt shot from 25 ft
3:45.0,Defensive rebound by C. Aldrich,,92-107,,
3:38.0,A. Rivers misses 2-pt shot from 19 ft,,92-107,,
3:36.0,,,92-107,,Defensive rebound by J. Leuer
3:26.0,,,92-109,2,B. Knight makes 2-pt shot from 18 ft
3:25.0,LA Clippers full timeout,,92-109,,
3:09.0,A. Rivers makes 2-pt shot from 4 ft,2,94-109,,
2:50.0,Official timeout,,94-109,,
2:41.0,Turnover by L. Stephenson (bad pass; steal by P. Tucker),,94-109,,
2:26.0,,,94-109,,J. Leuer misses 2-pt shot from 16 ft
2:25.0,Defensive rebound by Team,,94-109,,
2:12.0,L. Mbah a Moute makes 3-pt shot from 23 ft (assist by L. Stephenson),3,97-109,,
1:53.0,,,97-111,2,J. Leuer makes 2-pt shot at rim (assist by E. Bledsoe)
1:42.0,L. Stephenson misses 2-pt shot from 5 ft (block by T. Chandler),,97-111,,
1:40.0,,,97-111,,Defensive rebound by E. Bledsoe
1:34.0,,,97-114,3,B. Knight makes 3-pt shot from 25 ft (assist by E. Bledsoe)
1:23.0,A. Rivers makes 2-pt shot from 2 ft,2,99-114,,
1:23.0,Shooting foul by T. Chandler (drawn by A. Rivers),,99-114,,
1:23.0,A. Rivers makes free throw 1 of 1,1,100-114,,
1:10.0,Personal foul by W. Johnson (drawn by B. Knight),,100-114,,
1:10.0,,,100-114,,M. Teletovic enters the game for T. Chandler
1:03.0,,,100-114,,P. Tucker misses 3-pt shot from 24 ft
1:01.0,Defensive rebound by Team,,100-114,,
0:53.0,A. Rivers misses 2-pt shot from 19 ft,,100-114,,
0:52.0,,,100-114,,Defensive rebound by E. Bledsoe
0:51.0,Personal foul by A. Rivers (drawn by E. Bledsoe),,100-114,,
0:51.0,,,100-115,1,E. Bledsoe makes free throw 1 of 2
0:51.0,,,100-115,,D. Booker enters the game for B. Knight
0:51.0,,,100-115,,E. Bledsoe misses free throw 2 of 2
0:49.0,Defensive rebound by W. Johnson,,100-115,,
0:36.0,L. Stephenson makes 2-pt shot from 9 ft,2,102-115,,
0:23.0,,,102-115,,J. Leuer misses 2-pt shot from 2 ft
0:21.0,Defensive rebound by C. Aldrich,,102-115,,
0:17.0,L. Stephenson makes 2-pt shot from 2 ft,2,104-115,,
0:08.0,,,104-118,3,M. Teletovic makes 3-pt shot from 25 ft (assist by D. Booker)
0:03.0,L. Stephenson misses 3-pt shot from 24 ft,,104-118,,
0:02.0,,,104-118,,Defensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
