time,San Antonio,pts.away,score,pts.home,Oklahoma City
1:18.0,,,97-108,,Defensive rebound by R. Westbrook
0:55.0,,,97-110,2,R. Westbrook makes 2-pt shot from 17 ft
0:48.0,Turnover by K. Leonard (lost ball; steal by K. Durant),,97-110,,
0:44.0,,,97-110,,Shooting foul by L. Aldridge (drawn by K. Durant)
0:44.0,,,97-110,,K. Durant misses free throw 1 of 2
0:44.0,,,97-110,,Offensive rebound by Team
0:44.0,K. Anderson enters the game for K. Leonard,,97-110,,
0:44.0,P. Mills enters the game for L. Aldridge,,97-110,,
0:44.0,K. Martin enters the game for D. Green,,97-110,,
0:44.0,B. Marjanovic enters the game for T. Parker,,97-110,,
0:44.0,,,97-110,,R. Foye enters the game for R. Westbrook
0:44.0,,,97-111,1,K. Durant makes free throw 2 of 2
0:43.0,,,97-111,,Personal take foul by R. Foye
0:43.0,,,97-111,,C. Payne enters the game for K. Durant
0:27.0,K. Anderson misses 2-pt shot from 7 ft,,97-111,,
0:26.0,,,97-111,,Defensive rebound by S. Adams
0:02.0,,,97-111,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
