time,Phoenix,pts.away,score,pts.home,LA Lakers
3:30.0,B. Knight makes 3-pt shot from 23 ft (assist by D. Booker),3,87-83,,
3:18.0,,,87-85,2,B. Bass makes 2-pt shot from 18 ft (assist by L. Williams)
2:56.0,P. Tucker misses 2-pt shot at rim,,87-85,,
2:53.0,Offensive rebound by B. Knight,,87-85,,
2:46.0,Shooting foul by L. Nance (drawn by B. Knight),,87-85,,
2:46.0,B. Knight makes free throw 1 of 2,1,88-85,,
2:46.0,B. Knight makes free throw 2 of 2,1,89-85,,
2:29.0,,,89-85,,L. Nance misses 2-pt shot from 15 ft
2:28.0,Defensive rebound by T. Chandler,,89-85,,
2:04.0,P. Tucker misses 3-pt shot from 23 ft,,89-85,,
2:02.0,,,89-85,,Defensive rebound by L. Williams
2:00.0,,,89-85,,Turnover by L. Williams (lost ball; steal by B. Knight)
1:47.0,B. Knight misses 3-pt shot from 26 ft,,89-85,,
1:44.0,,,89-85,,Defensive rebound by R. Kelly
1:39.0,,,89-88,3,L. Williams makes 3-pt shot from 26 ft
1:18.0,B. Knight misses 2-pt shot from 1 ft (block by L. Nance),,89-88,,
1:18.0,,,89-88,,Defensive rebound by Team
1:18.0,Loose ball foul by T. Chandler,,89-88,,
1:18.0,,,89-88,,R. Kelly misses free throw 1 of 2
1:18.0,,,89-88,,Offensive rebound by Team
1:18.0,,,89-88,,R. Kelly misses free throw 2 of 2
1:15.0,Defensive rebound by P. Tucker,,89-88,,
0:59.0,D. Booker misses 2-pt shot from 22 ft,,89-88,,
0:57.0,,,89-88,,Defensive rebound by R. Kelly
0:49.0,,,89-88,,Turnover by R. Kelly (offensive goaltending)
0:30.0,B. Knight makes 2-pt shot from 13 ft,2,91-88,,
0:30.0,,,91-88,,LA Lakers full timeout
0:19.0,,,91-88,,L. Williams misses 3-pt shot from 25 ft
0:18.0,Defensive rebound by Team,,91-88,,
0:15.0,,,91-88,,Personal take foul by L. Williams
0:15.0,B. Knight makes free throw 1 of 2,1,92-88,,
0:15.0,B. Knight makes free throw 2 of 2,1,93-88,,
0:15.0,,,93-88,,LA Lakers full timeout
0:15.0,C. Budinger enters the game for M. Teletovic,,93-88,,
0:13.0,,,93-88,,L. Williams misses 3-pt shot from 24 ft
0:11.0,,,93-88,,Offensive rebound by M. Huertas
0:08.0,,,93-90,2,B. Bass makes 2-pt shot at rim (assist by M. Huertas)
0:08.0,,,93-90,,Personal take foul by L. Williams
0:08.0,,,93-90,,J. Clarkson enters the game for L. Williams
0:08.0,D. Booker makes free throw 1 of 2,1,94-90,,
0:08.0,D. Booker makes free throw 2 of 2,1,95-90,,
0:08.0,,,95-90,,LA Lakers full timeout
0:04.0,,,95-90,,B. Bass misses 2-pt shot from 13 ft
0:02.0,Defensive rebound by B. Knight,,95-90,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
